member_id,group,group_representative,assembly_id,contig_id,gene_position,orf_id,is_pseudogene,refseq_locus_tag,refseq_gene,refseq_product,is_seed,identity_to_query,coverage_to_query,evalue_to_query,ortho_cluster_id,ortho_cluster_members,mmseqs_cluster_id,mmseqs_cluster_representative,pairwise_mean_dissimilarity,relative_dissimilarity_to_representative,organism,genus,species,cds_start,cds_end,strand,relative_gene_position,hierarchical_order
GCF_000332235_02686,-1,GCF_000332235_02686,GCF_000332235,GCF_000332235_0,11.0,GCF_000332235_02691,g,SYN6308_RS13990,,DEAD/DEAH box helicase family protein,0,99.425,99,0.0,74.0,GCF_000332235_02691,155.0,GCF_000332235_02691,0.9502012882447666,0.0,Geminocystis herdmanii PCC 6308,geminocystis,herdmanii,2811551,2813939,-1,6.0,2
GCF_000332235_02686,-1,GCF_000332235_02686,GCF_000332235,GCF_000332235_0,12.0,GCF_000332235_02692,g,SYN6308_RS13995,,hypothetical protein,0,99.425,99,0.0,81.0,GCF_000332235_02692,156.0,GCF_000332235_02692,0.9502012882447666,0.0,Geminocystis herdmanii PCC 6308,geminocystis,herdmanii,2814044,2814506,-1,6.0,2
GCF_000332235_02686,-1,GCF_000332235_02686,GCF_000332235,GCF_000332235_0,13.0,GCF_000332235_02693,g,SYN6308_RS14000,,hypothetical protein,0,99.425,99,0.0,87.0,GCF_000332235_02693,157.0,GCF_000332235_02693,0.9502012882447666,0.0,Geminocystis herdmanii PCC 6308,geminocystis,herdmanii,2814498,2814741,-1,6.0,2
GCF_000340785_01348,-1,GCF_000332235_02686,GCF_000340785,GCF_000340785_0,1.0,GCF_000340785_01343,g,MYO_RS06780,,response regulator,0,75.433,99,0.0,91.0,GCF_000340785_01343,158.0,GCF_000340785_01343,0.9582497212931996,0.9130434782608696,Synechocystis sp. PCC 6803,synechocystis,sp.,1439470,1442515,-1,6.0,2
GCF_000340785_01348,-1,GCF_000332235_02686,GCF_000340785,GCF_000340785_0,2.0,GCF_000340785_01344,g,MYO_RS06785,,NAD(P)/FAD-dependent oxidoreductase,0,75.433,99,0.0,97.0,GCF_000340785_01344,159.0,GCF_000340785_01344,0.9582497212931996,0.9130434782608696,Synechocystis sp. PCC 6803,synechocystis,sp.,1442583,1443861,1,6.0,2
GCF_000340785_01348,-1,GCF_000332235_02686,GCF_000340785,GCF_000340785_0,3.0,GCF_000340785_01345,g,MYO_RS18670,,type II toxin-antitoxin system HicA family toxin,0,75.433,99,0.0,103.0,GCF_000340785_01345,160.0,GCF_000340785_01345,0.9582497212931996,0.9130434782608696,Synechocystis sp. PCC 6803,synechocystis,sp.,1443893,1444304,1,6.0,2
GCF_000340785_01348,-1,GCF_000332235_02686,GCF_000340785,GCF_000340785_0,4.0,GCF_000340785_01346,g,MYO_RS06795,,S-layer homology domain-containing protein,0,75.433,99,0.0,108.0,GCF_000340785_01346,161.0,GCF_000340785_01346,0.9582497212931996,0.9130434782608696,Synechocystis sp. PCC 6803,synechocystis,sp.,1444342,1445308,1,6.0,2
GCF_000340785_01348,-1,GCF_000332235_02686,GCF_000340785,GCF_000340785_0,5.0,GCF_000340785_01347,g,MYO_RS06800,,cyanophycinase,0,75.433,99,0.0,19.0,GCF_000340785_01347,162.0,GCF_000340785_01347,0.9582497212931996,0.9130434782608696,Synechocystis sp. PCC 6803,synechocystis,sp.,1445565,1446381,1,6.0,2
GCF_000340785_01348,-1,GCF_000332235_02686,GCF_000340785,GCF_000340785_0,6.0,GCF_000340785_01348,g,MYO_RS06805,cphA,cyanophycin synthetase,1,75.433,99,0.0,9.0,GCF_000340785_01348,163.0,GCF_000340785_01348,0.9582497212931996,0.9130434782608696,Synechocystis sp. PCC 6803,synechocystis,sp.,1446528,1449150,1,6.0,2
GCF_000340785_01348,-1,GCF_000332235_02686,GCF_000340785,GCF_000340785_0,7.0,GCF_000340785_01349,g,MYO_RS06810,,DUF4129 domain-containing protein,0,75.433,99,0.0,119.0,GCF_000340785_01349,164.0,GCF_000340785_01349,0.9582497212931996,0.9130434782608696,Synechocystis sp. PCC 6803,synechocystis,sp.,1449182,1449812,1,6.0,2
GCF_000340785_01348,-1,GCF_000332235_02686,GCF_000340785,GCF_000340785_0,8.0,GCF_000340785_01350,g,MYO_RS06815,,glutathione S-transferase family protein,0,75.433,99,0.0,124.0,GCF_000340785_01350,165.0,GCF_000340785_01350,0.9582497212931996,0.9130434782608696,Synechocystis sp. PCC 6803,synechocystis,sp.,1449787,1450987,-1,6.0,2
GCF_000340785_01348,-1,GCF_000332235_02686,GCF_000340785,GCF_000340785_0,9.0,GCF_000340785_01351,g,MYO_RS06820,,hypothetical protein,0,75.433,99,0.0,128.0,GCF_000340785_01351,166.0,GCF_000340785_01351,0.9582497212931996,0.9130434782608696,Synechocystis sp. PCC 6803,synechocystis,sp.,1451340,1451631,1,6.0,2
GCF_000340785_01348,-1,GCF_000332235_02686,GCF_000340785,GCF_000340785_0,10.0,GCF_000340785_01352,g,MYO_RS06825,,hypothetical protein,0,75.433,99,0.0,132.0,GCF_000340785_01352,167.0,GCF_000340785_01352,0.9582497212931996,0.9130434782608696,Synechocystis sp. PCC 6803,synechocystis,sp.,1451698,1453123,1,6.0,2
GCF_000340785_01348,-1,GCF_000332235_02686,GCF_000340785,GCF_000340785_0,11.0,GCF_000340785_01353,g,MYO_RS06835,,Rpn family recombination-promoting nuclease/putative transposase,0,75.433,99,0.0,134.0,GCF_000340785_01353,168.0,GCF_000340785_01353,0.9582497212931996,0.9130434782608696,Synechocystis sp. PCC 6803,synechocystis,sp.,1453370,1454177,1,6.0,2
GCF_000340785_01348,-1,GCF_000332235_02686,GCF_000340785,GCF_000340785_0,12.0,GCF_000340785_01354,g,MYO_RS06840,mnmE,tRNA uridine-5-carboxymethylaminomethyl(34) synthesis GTPase MnmE,0,75.433,99,0.0,137.0,GCF_000340785_01354,169.0,GCF_000340785_01354,0.9582497212931996,0.9130434782608696,Synechocystis sp. PCC 6803,synechocystis,sp.,1454221,1455592,-1,6.0,2
GCF_009833085_00395,-1,GCF_000332235_02686,GCF_009833085,GCF_009833085_3,10.0,GCF_009833085_00390,g,ABD07_RS01995,murB,UDP-N-acetylmuramate dehydrogenase,0,38.205,99,3.11e-180,110.0,GCF_009833085_00390,307.0,GCF_009833085_00390,1.0,1.0,Nitrosomonas oligotropha,nitrosomonas,oligotropha,47465,48422,1,5.0,2
GCF_009833085_00395,-1,GCF_000332235_02686,GCF_009833085,GCF_009833085_3,9.0,GCF_009833085_00391,g,ABD07_RS02000,,D-alanine--D-alanine ligase,0,38.205,99,3.11e-180,113.0,GCF_009833085_00391,308.0,GCF_009833085_00391,1.0,1.0,Nitrosomonas oligotropha,nitrosomonas,oligotropha,48421,49339,1,5.0,2
GCF_009833085_00395,-1,GCF_000332235_02686,GCF_009833085,GCF_009833085_3,8.0,GCF_009833085_00392,g,ABD07_RS02005,,cell division protein FtsQ/DivIB,0,38.205,99,3.11e-180,117.0,GCF_009833085_00392,309.0,GCF_009833085_00392,1.0,1.0,Nitrosomonas oligotropha,nitrosomonas,oligotropha,49328,50105,1,5.0,2
GCF_009833085_00395,-1,GCF_000332235_02686,GCF_009833085,GCF_009833085_3,7.0,GCF_009833085_00393,g,ABD07_RS02010,ftsA,cell division protein FtsA,0,38.205,99,3.11e-180,121.0,GCF_009833085_00393,310.0,GCF_009833085_00393,1.0,1.0,Nitrosomonas oligotropha,nitrosomonas,oligotropha,50125,51364,1,5.0,2
GCF_009833085_00395,-1,GCF_000332235_02686,GCF_009833085,GCF_009833085_3,6.0,GCF_009833085_00394,g,ABD07_RS02015,ftsZ,cell division protein FtsZ,0,38.205,99,3.11e-180,125.0,GCF_009833085_00394,311.0,GCF_009833085_00394,1.0,1.0,Nitrosomonas oligotropha,nitrosomonas,oligotropha,51432,52584,1,5.0,2
GCF_009833085_00395,-1,GCF_000332235_02686,GCF_009833085,GCF_009833085_3,5.0,GCF_009833085_00395,g,ABD07_RS02020,cphA,cyanophycin synthetase,1,38.205,99,3.11e-180,0.0,GCF_009833085_00395,312.0,GCF_009833085_00395,1.0,1.0,Nitrosomonas oligotropha,nitrosomonas,oligotropha,53023,55597,-1,5.0,2
GCF_009833085_00395,-1,GCF_000332235_02686,GCF_009833085,GCF_009833085_3,4.0,GCF_009833085_00396,g,ABD07_RS02025,cphA,cyanophycin synthetase,0,38.205,99,3.11e-180,1.0,GCF_009833085_00396,313.0,GCF_009833085_00396,1.0,1.0,Nitrosomonas oligotropha,nitrosomonas,oligotropha,55593,57921,-1,5.0,2
GCF_009833085_00395,-1,GCF_000332235_02686,GCF_009833085,GCF_009833085_3,3.0,GCF_009833085_00397,g,ABD07_RS02030,,HlyC/CorC family transporter,0,38.205,99,3.11e-180,36.0,GCF_009833085_00397,314.0,GCF_009833085_00397,1.0,1.0,Nitrosomonas oligotropha,nitrosomonas,oligotropha,58227,59511,1,5.0,2
GCF_009833085_00395,-1,GCF_000332235_02686,GCF_009833085,GCF_009833085_3,2.0,GCF_009833085_00398,g,ABD07_RS02040,,riboflavin synthase,0,38.205,99,3.11e-180,139.0,GCF_009833085_00398,315.0,GCF_009833085_00398,1.0,1.0,Nitrosomonas oligotropha,nitrosomonas,oligotropha,59782,60388,1,5.0,2
GCF_009833085_00395,-1,GCF_000332235_02686,GCF_009833085,GCF_009833085_3,1.0,GCF_009833085_00399,g,ABD07_RS02045,ribB,"3,4-dihydroxy-2-butanone-4-phosphate synthase",0,38.205,99,3.11e-180,142.0,GCF_009833085_00399,316.0,GCF_009833085_00399,1.0,1.0,Nitrosomonas oligotropha,nitrosomonas,oligotropha,60403,61495,1,5.0,2
GCF_000046845_01132,-1,GCF_000332235_02686,GCF_000046845,GCF_000046845_0,1.0,GCF_000046845_01127,g,ACIAD_RS05855,,hypothetical protein,0,39.729,99,0.0,162.0,GCF_000046845_01127,112.0,GCF_000046845_01127,1.0,1.0,Acinetobacter baylyi ADP1,acinetobacter,baylyi,1273020,1274040,1,6.0,2
GCF_000046845_01132,-1,GCF_000332235_02686,GCF_000046845,GCF_000046845_0,2.0,GCF_000046845_01128,g,ACIAD_RS05860,,Rossmann-like and DUF2520 domain-containing protein,0,39.729,99,0.0,167.0,GCF_000046845_01128,113.0,GCF_000046845_01128,1.0,1.0,Acinetobacter baylyi ADP1,acinetobacter,baylyi,1274133,1274916,1,6.0,2
GCF_000046845_01132,-1,GCF_000332235_02686,GCF_000046845,GCF_000046845_0,3.0,GCF_000046845_01129,g,ACIAD_RS05865,,class I SAM-dependent methyltransferase,0,39.729,99,0.0,170.0,GCF_000046845_01129,114.0,GCF_000046845_01129,1.0,1.0,Acinetobacter baylyi ADP1,acinetobacter,baylyi,1274946,1275615,1,6.0,2
GCF_000046845_01132,-1,GCF_000332235_02686,GCF_000046845,GCF_000046845_0,4.0,GCF_000046845_01130,g,ACIAD_RS05870,,amino acid permease,0,39.729,99,0.0,175.0,GCF_000046845_01130,115.0,GCF_000046845_01130,1.0,1.0,Acinetobacter baylyi ADP1,acinetobacter,baylyi,1276346,1277831,1,6.0,2
GCF_000046845_01132,-1,GCF_000332235_02686,GCF_000046845,GCF_000046845_0,5.0,GCF_000046845_01131,g,ACIAD_RS05875,,universal stress protein,0,39.729,99,0.0,180.0,GCF_000046845_01131,116.0,GCF_000046845_01131,1.0,1.0,Acinetobacter baylyi ADP1,acinetobacter,baylyi,1277827,1278715,1,6.0,2
GCF_000046845_01132,-1,GCF_000332235_02686,GCF_000046845,GCF_000046845_0,6.0,GCF_000046845_01132,g,ACIAD_RS05880,cphA,cyanophycin synthetase,1,39.729,99,0.0,184.0,GCF_000046845_01132,117.0,GCF_000046845_01132,1.0,1.0,Acinetobacter baylyi ADP1,acinetobacter,baylyi,1278772,1281517,1,6.0,2
GCF_000046845_01132,-1,GCF_000332235_02686,GCF_000046845,GCF_000046845_0,7.0,GCF_000046845_01133,g,ACIAD_RS05885,,cyanophycinase,0,39.729,99,0.0,189.0,GCF_000046845_01133,118.0,GCF_000046845_01133,1.0,1.0,Acinetobacter baylyi ADP1,acinetobacter,baylyi,1281524,1283720,1,6.0,2
GCF_000046845_01132,-1,GCF_000332235_02686,GCF_000046845,GCF_000046845_0,8.0,GCF_000046845_01134,g,ACIAD_RS05890,,hypothetical protein,0,39.729,99,0.0,192.0,GCF_000046845_01134,119.0,GCF_000046845_01134,1.0,1.0,Acinetobacter baylyi ADP1,acinetobacter,baylyi,1283769,1284261,1,6.0,2
GCF_000046845_01132,-1,GCF_000332235_02686,GCF_000046845,GCF_000046845_0,9.0,GCF_000046845_01135,g,ACIAD_RS05895,,M14 family metallopeptidase,0,39.729,99,0.0,47.0,GCF_000046845_01135,120.0,GCF_000046845_01135,1.0,1.0,Acinetobacter baylyi ADP1,acinetobacter,baylyi,1284278,1285430,1,6.0,2
GCF_000046845_01132,-1,GCF_000332235_02686,GCF_000046845,GCF_000046845_0,10.0,GCF_000046845_01136,g,ACIAD_RS05900,,Lrp/AsnC family transcriptional regulator,0,39.729,99,0.0,51.0,GCF_000046845_01136,121.0,GCF_000046845_01136,1.0,1.0,Acinetobacter baylyi ADP1,acinetobacter,baylyi,1285562,1285985,-1,6.0,2
GCF_000046845_01132,-1,GCF_000332235_02686,GCF_000046845,GCF_000046845_0,11.0,GCF_000046845_01137,g,ACIAD_RS05905,,aspartate aminotransferase family protein,0,39.729,99,0.0,57.0,GCF_000046845_01137,122.0,GCF_000046845_01137,1.0,1.0,Acinetobacter baylyi ADP1,acinetobacter,baylyi,1286123,1287335,1,6.0,2
GCF_000204075_01843,-1,GCF_000332235_02686,GCF_000204075,GCF_000204075_0,1.0,GCF_000204075_01837,g,AVA_RS09155,,hypothetical protein,0,68.914,100,0.0,116.0,GCF_000204075_01837,131.0,GCF_000204075_01837,0.9511904761904764,0.875,Trichormus variabilis ATCC 29413,trichormus,variabilis,2252881,2253088,-1,7.0,2
GCF_000204075_01843,-1,GCF_000332235_02686,GCF_000204075,GCF_000204075_0,2.0,GCF_000204075_01838,g,AVA_RS09160,larB,nickel pincer cofactor biosynthesis protein LarB,0,68.914,100,0.0,118.0,GCF_000204075_01838,132.0,GCF_000204075_01838,0.9511904761904764,0.875,Trichormus variabilis ATCC 29413,trichormus,variabilis,2253186,2253975,-1,7.0,2
GCF_000204075_01843,-1,GCF_000332235_02686,GCF_000204075,GCF_000204075_0,3.0,GCF_000204075_01839,g,AVA_RS09165,,ABC transporter substrate-binding protein,0,68.914,100,0.0,123.0,GCF_000204075_01839,133.0,GCF_000204075_01839,0.9511904761904764,0.875,Trichormus variabilis ATCC 29413,trichormus,variabilis,2254063,2255851,-1,7.0,2
GCF_000204075_01843,-1,GCF_000332235_02686,GCF_000204075,GCF_000204075_0,4.0,GCF_000204075_01840,g,AVA_RS09170,ispF,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase",0,68.914,100,0.0,127.0,GCF_000204075_01840,134.0,GCF_000204075_01840,0.9511904761904764,0.875,Trichormus variabilis ATCC 29413,trichormus,variabilis,2255932,2256430,-1,7.0,2
GCF_000204075_01843,-1,GCF_000332235_02686,GCF_000204075,GCF_000204075_0,5.0,GCF_000204075_01841,g,AVA_RS09175,trmD,tRNA (guanosine(37)-N1)-methyltransferase TrmD,0,68.914,100,0.0,31.0,GCF_000204075_01841,135.0,GCF_000204075_01841,0.9511904761904764,0.875,Trichormus variabilis ATCC 29413,trichormus,variabilis,2256454,2257189,-1,7.0,2
GCF_000204075_01843,-1,GCF_000332235_02686,GCF_000204075,GCF_000204075_0,6.0,GCF_000204075_01842,g,AVA_RS09180,,cyanophycinase,0,68.914,100,0.0,19.0,GCF_000204075_01842,136.0,GCF_000204075_01842,0.9511904761904764,0.875,Trichormus variabilis ATCC 29413,trichormus,variabilis,2257752,2258616,1,7.0,2
GCF_000204075_01843,-1,GCF_000332235_02686,GCF_000204075,GCF_000204075_0,7.0,GCF_000204075_01843,g,AVA_RS09185,cphA,cyanophycin synthetase,1,68.914,100,0.0,9.0,GCF_000204075_01843,137.0,GCF_000204075_01843,0.9511904761904764,0.875,Trichormus variabilis ATCC 29413,trichormus,variabilis,2258788,2261494,1,7.0,2
GCF_000204075_01843,-1,GCF_000332235_02686,GCF_000204075,GCF_000204075_0,8.0,GCF_000204075_01844,g,AVA_RS09190,,twin-arginine translocase TatA/TatE family subunit,0,68.914,100,0.0,140.0,GCF_000204075_01844,138.0,GCF_000204075_01844,0.9511904761904764,0.875,Trichormus variabilis ATCC 29413,trichormus,variabilis,2261564,2261735,-1,7.0,2
GCF_000204075_01843,-1,GCF_000332235_02686,GCF_000204075,GCF_000204075_0,9.0,GCF_000204075_01845,g,AVA_RS09195,,serine/threonine protein kinase,0,68.914,100,0.0,145.0,GCF_000204075_01845,139.0,GCF_000204075_01845,0.9511904761904764,0.875,Trichormus variabilis ATCC 29413,trichormus,variabilis,2261937,2263329,-1,7.0,2
GCF_000204075_01843,-1,GCF_000332235_02686,GCF_000204075,GCF_000204075_0,10.0,GCF_000204075_01846,g,AVA_RS09200,cbiT,"precorrin-6Y C5,15-methyltransferase subunit CbiT",0,68.914,100,0.0,151.0,GCF_000204075_01846,140.0,GCF_000204075_01846,0.9511904761904764,0.875,Trichormus variabilis ATCC 29413,trichormus,variabilis,2263405,2264008,1,7.0,2
GCF_000204075_01843,-1,GCF_000332235_02686,GCF_000204075,GCF_000204075_0,11.0,GCF_000204075_01847,g,AVA_RS09205,,phosphatidate cytidylyltransferase,0,68.914,100,0.0,158.0,GCF_000204075_01847,141.0,GCF_000204075_01847,0.9511904761904764,0.875,Trichormus variabilis ATCC 29413,trichormus,variabilis,2264142,2265030,1,7.0,2
GCF_000204075_01843,-1,GCF_000332235_02686,GCF_000204075,GCF_000204075_0,12.0,GCF_000204075_01848,g,AVA_RS09210,,DUF2993 domain-containing protein,0,68.914,100,0.0,163.0,GCF_000204075_01848,142.0,GCF_000204075_01848,0.9511904761904764,0.875,Trichormus variabilis ATCC 29413,trichormus,variabilis,2265123,2265837,-1,7.0,2
GCF_000204075_01843,-1,GCF_000332235_02686,GCF_000204075,GCF_000204075_0,13.0,GCF_000204075_01849,g,AVA_RS09215,,rRNA pseudouridine synthase,0,68.914,100,0.0,168.0,GCF_000204075_01849,143.0,GCF_000204075_01849,0.9511904761904764,0.875,Trichormus variabilis ATCC 29413,trichormus,variabilis,2266112,2266901,1,7.0,2
GCF_000204075_01843,-1,GCF_000332235_02686,GCF_000204075,GCF_000204075_0,14.0,GCF_000204075_01850,g,AVA_RS09220,,helix-turn-helix domain-containing protein,0,68.914,100,0.0,171.0,GCF_000204075_01850,144.0,GCF_000204075_01850,0.9511904761904764,0.875,Trichormus variabilis ATCC 29413,trichormus,variabilis,2266979,2267780,1,7.0,2
GCF_000011385_04410,-1,GCF_000332235_02686,GCF_000011385,GCF_000011385_0,15.0,GCF_000011385_04404,g,GLL_RS22240,,HEAT repeat domain-containing protein,0,56.571,100,0.0,191.0,GCF_000011385_04404,87.0,GCF_000011385_04404,0.9777574277574278,0.9629629629629628,Gloeobacter violaceus PCC 7421,gloeobacter,violaceus,4553038,4553812,-1,9.0,2
GCF_000011385_04410,-1,GCF_000332235_02686,GCF_000011385,GCF_000011385_0,14.0,GCF_000011385_04405,g,GLL_RS22245,,IS1182-like element ISGvi6 family transposase,0,56.571,100,0.0,46.0,GCF_000011385_04405,88.0,GCF_000011385_04405,0.9777574277574278,0.9629629629629628,Gloeobacter violaceus PCC 7421,gloeobacter,violaceus,4553923,4555492,1,9.0,2
GCF_000011385_04410,-1,GCF_000332235_02686,GCF_000011385,GCF_000011385_0,13.0,GCF_000011385_04406,g,GLL_RS22250,,transglutaminase,0,56.571,100,0.0,50.0,GCF_000011385_04406,89.0,GCF_000011385_04406,0.9777574277574278,0.9629629629629628,Gloeobacter violaceus PCC 7421,gloeobacter,violaceus,4555518,4557096,-1,9.0,2
GCF_000011385_04410,-1,GCF_000332235_02686,GCF_000011385,GCF_000011385_0,12.0,GCF_000011385_04407,g,GLL_RS22255,,multidrug efflux SMR transporter,0,56.571,100,0.0,56.0,GCF_000011385_04407,90.0,GCF_000011385_04407,0.9777574277574278,0.9629629629629628,Gloeobacter violaceus PCC 7421,gloeobacter,violaceus,4557327,4557657,1,9.0,2
GCF_000011385_04410,-1,GCF_000332235_02686,GCF_000011385,GCF_000011385_0,11.0,GCF_000011385_04408,g,GLL_RS22260,purU,formyltetrahydrofolate deformylase,0,56.571,100,0.0,61.0,GCF_000011385_04408,91.0,GCF_000011385_04408,0.9777574277574278,0.9629629629629628,Gloeobacter violaceus PCC 7421,gloeobacter,violaceus,4557888,4558824,-1,9.0,2
GCF_000011385_04410,-1,GCF_000332235_02686,GCF_000011385,GCF_000011385_0,10.0,GCF_000011385_04409,g,GLL_RS23070,,hypothetical protein,0,56.571,100,0.0,68.0,GCF_000011385_04409,92.0,GCF_000011385_04409,0.9777574277574278,0.9629629629629628,Gloeobacter violaceus PCC 7421,gloeobacter,violaceus,4559069,4559285,1,9.0,2
GCF_000011385_04410,-1,GCF_000332235_02686,GCF_000011385,GCF_000011385_0,9.0,GCF_000011385_04410,g,GLL_RS22270,cphA,cyanophycin synthetase,1,56.571,100,0.0,9.0,GCF_000011385_04410,93.0,GCF_000011385_04410,0.9777574277574278,0.9629629629629628,Gloeobacter violaceus PCC 7421,gloeobacter,violaceus,4559233,4561864,-1,9.0,2
GCF_000011385_04410,-1,GCF_000332235_02686,GCF_000011385,GCF_000011385_0,8.0,GCF_000011385_04411,g,GLL_RS22275,,superoxide dismutase,0,56.571,100,0.0,80.0,GCF_000011385_04411,94.0,GCF_000011385_04411,0.9777574277574278,0.9629629629629628,Gloeobacter violaceus PCC 7421,gloeobacter,violaceus,4562037,4562649,1,9.0,2
GCF_000011385_04410,-1,GCF_000332235_02686,GCF_000011385,GCF_000011385_0,7.0,GCF_000011385_04412,g,GLL_RS22280,bioB,biotin synthase BioB,0,56.571,100,0.0,86.0,GCF_000011385_04412,95.0,GCF_000011385_04412,0.9777574277574278,0.9629629629629628,Gloeobacter violaceus PCC 7421,gloeobacter,violaceus,4562770,4563712,1,9.0,2
GCF_000011385_04410,-1,GCF_000332235_02686,GCF_000011385,GCF_000011385_0,6.0,GCF_000011385_04413,g,GLL_RS22285,,hypothetical protein,0,56.571,100,0.0,90.0,GCF_000011385_04413,96.0,GCF_000011385_04413,0.9777574277574278,0.9629629629629628,Gloeobacter violaceus PCC 7421,gloeobacter,violaceus,4563752,4564361,-1,9.0,2
GCF_000011385_04410,-1,GCF_000332235_02686,GCF_000011385,GCF_000011385_0,5.0,GCF_000011385_04414,g,GLL_RS22290,,hypothetical protein,0,56.571,100,0.0,96.0,GCF_000011385_04414,97.0,GCF_000011385_04414,0.9777574277574278,0.9629629629629628,Gloeobacter violaceus PCC 7421,gloeobacter,violaceus,4564353,4565220,-1,9.0,2
GCF_000011385_04410,-1,GCF_000332235_02686,GCF_000011385,GCF_000011385_0,4.0,GCF_000011385_04415,g,GLL_RS22295,,PRC-barrel domain-containing protein,0,56.571,100,0.0,102.0,GCF_000011385_04415,98.0,GCF_000011385_04415,0.9777574277574278,0.9629629629629628,Gloeobacter violaceus PCC 7421,gloeobacter,violaceus,4565476,4566268,-1,9.0,2
GCF_000011385_04410,-1,GCF_000332235_02686,GCF_000011385,GCF_000011385_0,3.0,GCF_000011385_04416,g,GLL_RS22300,,NUDIX hydrolase,0,56.571,100,0.0,107.0,GCF_000011385_04416,99.0,GCF_000011385_04416,0.9777574277574278,0.9629629629629628,Gloeobacter violaceus PCC 7421,gloeobacter,violaceus,4566433,4566913,1,9.0,2
