locus_tag,ftype,length_bp,gene,EC_number,COG,product,bin
OHCHDHGL_00119,CDS,924,iaaA,3.4.19.5,COG1446,Isoaspartyl peptidase,3300006056_50
EAJPPLPO_00384,CDS,921,iaaA,3.4.19.5,COG1446,Isoaspartyl peptidase,3300025861_15
APLLFPEC_01585,CDS,915,iaaA,3.4.19.5,COG1446,Isoaspartyl peptidase,3300023187_8
APMHFLBK_01027,CDS,933,iaaA,3.4.19.5,COG1446,Isoaspartyl peptidase,3300026516_32
LPKEGACG_03536,CDS,1014,iaaA_1,3.4.19.5,COG1446,Isoaspartyl peptidase,3300012533_33
LPKEGACG_03588,CDS,1113,iaaA_2,3.4.19.5,COG1446,Isoaspartyl peptidase,3300012533_33
BBKJHGPF_00032,CDS,906,iaaA,3.4.19.5,COG1446,Isoaspartyl peptidase,3300025629_14
HLCHEGLN_02500,CDS,1047,iaaA_1,3.4.19.5,COG1446,Isoaspartyl peptidase,3300026516_35
HLCHEGLN_03255,CDS,954,iaaA_2,3.4.19.5,COG1446,Isoaspartyl peptidase,3300026516_35
LHNLFPIB_00132,CDS,1005,iaaA,3.4.19.5,COG1446,Isoaspartyl peptidase,3300026288_23
LHNLFPIB_00408,CDS,843,,3.4.19.5,COG1446,Isoaspartyl peptidase/L-asparaginase,3300026288_23
GNGBPJMN_02734,CDS,960,iaaA,3.4.19.5,COG1446,Isoaspartyl peptidase,3300026288_8
FNKDCCGE_00006,CDS,963,iaaA_1,3.4.19.5,COG1446,Isoaspartyl peptidase,3300025856_18
FNKDCCGE_01959,CDS,1005,iaaA_2,3.4.19.5,COG1446,Isoaspartyl peptidase,3300025856_18
PMOADJIB_01242,CDS,1062,iaaA_1,3.4.19.5,COG1446,Isoaspartyl peptidase,3300026288_27
PMOADJIB_01521,CDS,891,iaaA_2,3.4.19.5,COG1446,Isoaspartyl peptidase,3300026288_27
BCPFCBFH_00462,CDS,843,,3.4.19.5,,Isoaspartyl peptidase/L-asparaginase,3300023194_7
JLAMJPBN_00530,CDS,1044,iaaA_1,3.4.19.5,COG1446,Isoaspartyl peptidase,3300026282_12
JLAMJPBN_02816,CDS,945,iaaA_2,3.4.19.5,COG1446,Isoaspartyl peptidase,3300026282_12
NPKKJOBE_00197,CDS,903,iaaA_1,3.4.19.5,COG1446,Isoaspartyl peptidase,3300029314_4
NPKKJOBE_01851,CDS,912,iaaA_2,3.4.19.5,COG1446,Isoaspartyl peptidase,3300029314_4
BJNLIKMJ_02008,CDS,996,iaaA,3.4.19.5,COG1446,Isoaspartyl peptidase,3300025847_19
PFKMDBAH_00179,CDS,906,iaaA,3.4.19.5,COG1446,Isoaspartyl peptidase,3300025737_48
BNJNDLBK_02347,CDS,978,iaaA,3.4.19.5,COG1446,Isoaspartyl peptidase,3300025408_9
HJFBKKFC_00335,CDS,975,iaaA,3.4.19.5,COG1446,Isoaspartyl peptidase,3300026302_14
ENAPNIBE_02441,CDS,948,iaaA,3.4.19.5,COG1446,Isoaspartyl peptidase,3300014830_11
MABHHPKL_01618,CDS,1023,iaaA,3.4.19.5,COG1446,Isoaspartyl peptidase,3300025393_10
BBFEPJCO_02831,CDS,927,iaaA,3.4.19.5,COG1446,Isoaspartyl peptidase,3300013769_4
DAIHMNDM_00441,CDS,933,iaaA_1,3.4.19.5,COG1446,Isoaspartyl peptidase,3300003281_9
DAIHMNDM_02547,CDS,846,iaaA_2,3.4.19.5,COG1446,Isoaspartyl peptidase,3300003281_9
BFDIBNHA_01311,CDS,1080,iaaA,3.4.19.5,COG1446,Isoaspartyl peptidase,3300026303_19
CJJDLAPK_00786,CDS,1005,iaaA,3.4.19.5,COG1446,Isoaspartyl peptidase,3300025772_13
GGBJBMDL_01914,CDS,1071,iaaA,3.4.19.5,COG1446,Isoaspartyl peptidase,3300014830_4
OEBOIMAJ_00514,CDS,957,iaaA,3.4.19.5,COG1446,Isoaspartyl peptidase,3300026289_13
AIEFFNEC_00452,CDS,1002,iaaA,3.4.19.5,COG1446,Isoaspartyl peptidase,3300012533_50
