locus_tag,ftype,length_bp,gene,EC_number,COG,product,bin
BELEPGMD_01497,CDS,2808,cphA,6.3.2.29,COG0769,Cyanophycin synthetase,3300014059_5
DNDPEDHF_02099,CDS,1935,cphA_1,6.3.2.29,COG0769,Cyanophycin synthetase,3300025611_5
DNDPEDHF_02101,CDS,2724,cphA_2,6.3.2.29,,Cyanophycin synthetase,3300025611_5
BIJKDFHJ_00401,CDS,2799,cphA,6.3.2.29,COG0769,Cyanophycin synthetase,3300026286_16
EDFIDEBO_00325,CDS,2784,cphA,6.3.2.29,COG0769,Cyanophycin synthetase,3300026289_18
BFHKKPGM_01975,CDS,2670,cphA,6.3.2.29,COG0769,Cyanophycin synthetase,3300013502_10
BNCBNEGH_02814,CDS,2784,cphA,6.3.2.29,COG0769,Cyanophycin synthetase,3300026288_19
CELGGOCB_02275,CDS,2631,cphA,6.3.2.29,,Cyanophycin synthetase,3300026286_12
CFFFJMIJ_01069,CDS,2613,cphA,6.3.2.29,,Cyanophycin synthetase,3300025683_37
FBKGCCOI_01271,CDS,2793,cphA,6.3.2.29,,Cyanophycin synthetase,3300026288_10
MGLBCNMO_01501,CDS,975,cphA,6.3.2.29,,Cyanophycin synthetase,3300014830_6
FDAKEFHN_01192,CDS,2625,cphA,6.3.2.29,,Cyanophycin synthetase,3300026289_22
JIBPKCGE_01859,CDS,2724,cphA_1,6.3.2.29,,Cyanophycin synthetase,3300025702_6
JIBPKCGE_01861,CDS,1935,cphA_2,6.3.2.29,COG0769,Cyanophycin synthetase,3300025702_6
ALJBLPEH_01911,CDS,2637,cphA,6.3.2.29,COG0769,Cyanophycin synthetase,3300029948_2
MEHMNHCD_00858,CDS,2613,cphA,6.3.2.29,,Cyanophycin synthetase,3300025618_38
CGKICAHN_00272,CDS,2655,cphA,6.3.2.29,,Cyanophycin synthetase,3300025858_10
GAAJEEDJ_01026,CDS,2616,cphA,6.3.2.29,,Cyanophycin synthetase,3300027673_20
FIGOLPCK_01264,CDS,1935,cphA_1,6.3.2.29,COG0769,Cyanophycin synthetase,3300009772_9
FIGOLPCK_01266,CDS,2724,cphA_2,6.3.2.29,,Cyanophycin synthetase,3300009772_9
PLDIBHGP_02522,CDS,2649,cphA,6.3.2.29,COG0769,Cyanophycin synthetase,3300025859_15
CMIHAFMG_01047,CDS,2649,cphA,6.3.2.29,,Cyanophycin synthetase,3300025784_29
INHDPCIF_01177,CDS,2652,cphA,6.3.2.29,,Cyanophycin synthetase,3300025471_23
OHCHDHGL_00117,CDS,2556,cphA,6.3.2.29,,Cyanophycin synthetase,3300006056_50
EAJPPLPO_00155,CDS,2649,cphA,6.3.2.29,COG0769,Cyanophycin synthetase,3300025861_15
PNJHOGJH_02129,CDS,993,cphA,6.3.2.29,COG0769,Cyanophycin synthetase,3300014832_5
APMHFLBK_01984,CDS,2769,cphA,6.3.2.29,COG0769,Cyanophycin synthetase,3300026516_32
LPKEGACG_03535,CDS,1716,cphA,6.3.2.29,,Cyanophycin synthetase,3300012533_33
OCLNDMPH_01354,CDS,2850,cphA,6.3.2.29,,Cyanophycin synthetase,3300026299_19
MNGBMBOP_01716,CDS,2004,cphA,6.3.2.29,COG0769,Cyanophycin synthetase,3300025866_9
HLCHEGLN_02618,CDS,2628,cphA,6.3.2.29,,Cyanophycin synthetase,3300026516_35
LHNLFPIB_00410,CDS,2628,cphA,6.3.2.29,,Cyanophycin synthetase,3300026288_23
GNGBPJMN_02773,CDS,2637,cphA,6.3.2.29,COG0769,Cyanophycin synthetase,3300026288_8
INKJGNDP_01129,CDS,2850,cphA,6.3.2.29,,Cyanophycin synthetase,3300026302_20
BCPFCBFH_00460,CDS,2547,cphA,6.3.2.29,,Cyanophycin synthetase,3300023194_7
JLAMJPBN_01988,CDS,2832,cphA_1,6.3.2.29,COG0769,Cyanophycin synthetase,3300026282_12
JLAMJPBN_02078,CDS,2844,cphA_2,6.3.2.29,COG0769,Cyanophycin synthetase,3300026282_12
BFLPLPII_00249,CDS,2793,cphA_1,6.3.2.29,,Cyanophycin synthetase,3300026286_9
BFLPLPII_03205,CDS,2784,cphA_2,6.3.2.29,,Cyanophycin synthetase,3300026286_9
PKKIOCPO_00642,CDS,2667,cphA,6.3.2.29,COG0769,Cyanophycin synthetase,3300025618_26
NPKKJOBE_00594,CDS,2868,cphA,6.3.2.29,,Cyanophycin synthetase,3300029314_4
DGABKHEN_02179,CDS,1065,cphA,6.3.2.29,,Cyanophycin synthetase,3300009767_1
BLCCCKIA_02751,CDS,2796,cphA,6.3.2.29,,Cyanophycin synthetase,3300026284_6
KDKBKCCJ_02526,CDS,2838,cphA,6.3.2.29,COG0769,Cyanophycin synthetase,3300025686_7
ENAPNIBE_02389,CDS,2670,cphA,6.3.2.29,COG0769,Cyanophycin synthetase,3300014830_11
BBFEPJCO_01399,CDS,2664,cphA,6.3.2.29,COG0769,Cyanophycin synthetase,3300013769_4
DAIHMNDM_00480,CDS,2649,cphA,6.3.2.29,,Cyanophycin synthetase,3300003281_9
BFDIBNHA_00575,CDS,2781,cphA,6.3.2.29,COG0769,Cyanophycin synthetase,3300026303_19
AIEFFNEC_00460,CDS,2727,cphA,6.3.2.29,COG0769,Cyanophycin synthetase,3300012533_50
