bin:contig,start,end,locus_tag,ec_num
3300025784.a:Ga0209200_1000775,18934,19809,CMIHAFMG_00486,3.4.15.6
3300001594.a:Draft_10000276,59976,60869,CCLPAPAO_01517,3.4.15.6
3300009704.a:Ga0116145_1000106,36787,37653,CAGNBKGH_00355,3.4.15.6
3300009704.a:Ga0116145_1000122,31596,32465,CAGNBKGH_01620,3.4.15.6
3300009540.a:Ga0073899_10002327,12162,12821,IBIDFEHA_01268,3.4.15.6
3300013769.a:Ga0119887_1000012,195853,196728,BBFEPJCO_01398,3.4.15.6
3300026299.a:Ga0209570_1000196,100168,101088,DDFLNHFH_03024,3.4.15.6
3300026286.a:Ga0209460_1000022,233012,233896,LEBKMLKN_00734,3.4.15.6
3300012533.a:Ga0138256_10002830,14662,15531,AIEFFNEC_00458,3.4.15.6
3300026288.a:Ga0209572_1000012,552156,553052,GNGBPJMN_02771,3.4.15.6
3300014059.a:Ga0119868_1000083,7694,8527,BELEPGMD_01499,3.4.15.6
3300025866.a:Ga0208822_1006350,883,1725,MNGBMBOP_00943,3.4.15.6
3300025706.a:Ga0209507_1000006,460030,460929,CHIKDKBC_02354,3.4.15.6
3300026287.a:Ga0209571_1000029,233012,233896,GLLLIDEN_00802,3.4.15.6
3300025393.a:Ga0208041_1000257,54977,55834,AHFEBCCF_00088,3.4.15.6
3300003281.a:Y607_1006850,54345,55241,DAIHMNDM_00478,3.4.15.6
3300009704.a:Ga0116145_1005086,4084,4944,GNOILAAC_02245,3.4.15.6
3300023187.a:Ga0256613_1122945,184457,185329,GFNAJHAB_02502,3.4.15.6
3300029948.a:Ga0119873_1000040,17578,18435,ALJBLPEH_01912,3.4.15.6
3300029314.a:Ga0239302_101388,606,1430,NPKKJOBE_00493,3.4.15.6
3300025902.a:Ga0209202_1000011,3656,4555,JGPMLOBD_01821,3.4.15.6
3300025686.a:Ga0209506_1000170,31654,32523,KDKBKCCJ_01462,3.4.15.6
3300025686.a:Ga0209506_1000149,63817,64683,KDKBKCCJ_02525,3.4.15.6
3300014830.a:Ga0119906_1000018,136792,137634,ENAPNIBE_02388,3.4.15.6
3300026516.a:Ga0209573_1000049,107858,108538,EKFNFIKI_01229,3.4.15.6
3300026288.a:Ga0209572_1000535,32892,33644,BNCBNEGH_01944,3.4.15.6
3300026286.a:Ga0209460_1000612,26001,26876,CELGGOCB_02274,3.4.15.6
3300006056.a:Ga0075163_10000583,22088,22966,OHCHDHGL_00118,3.4.15.6
3300028625.a:Ga0302251_1000001,978441,979346,NODAAFDG_01465,3.4.15.6
3300026302.a:Ga0209794_1000402,11564,12412,HJFBKKFC_01442,3.4.15.6
3300026289.a:Ga0209369_1000058,50257,51009,EDFIDEBO_01609,3.4.15.6
3300025408.a:Ga0208462_1000023,218077,218928,BNJNDLBK_01591,3.4.15.6
3300026284.a:Ga0209792_1000085,137668,138510,BLCCCKIA_02752,3.4.15.6
3300026288.a:Ga0209572_1000275,72071,72937,FBKGCCOI_01270,3.4.15.6
3300025611.a:Ga0209408_1000305,5157,6038,DNDPEDHF_02098,3.4.15.6
3300026286.a:Ga0209460_1000145,74595,75461,BFLPLPII_00248,3.4.15.6
3300026286.a:Ga0209460_1000717,1485,2363,BFLPLPII_03204,3.4.15.6
3300026282.a:Ga0209053_1000568,20177,21049,JLAMJPBN_01760,3.4.15.6
3300026282.a:Ga0209053_1000312,27049,27885,JLAMJPBN_02077,3.4.15.6
3300026282.a:Ga0209053_1000211,44090,44977,JLAMJPBN_02891,3.4.15.6
3300025702.a:Ga0209203_1000374,33231,34112,JIBPKCGE_01862,3.4.15.6
3300025867.a:Ga0209098_1000859,14542,15387,HFNHALCK_00543,3.4.15.6
3300025861.a:Ga0209605_1000851,21813,22688,FONNAEDF_01232,3.4.15.6
3300025859.a:Ga0209096_1000229,47806,48666,PLDIBHGP_02521,3.4.15.6
3300026288.a:Ga0209572_1000032,233012,233896,DMEMHIGD_00693,3.4.15.6
