bin:contig,start,end,locus_tag,ec_num
3300027781.a:Ga0209175_10000493,2021,4564,NPHDBEHC_01167,6.3.2.29
3300025708.a:Ga0209201_1000362,5649,6713,JKBMBBLO_05232,6.3.2.29
3300027789.a:Ga0209174_10000389,12469,15117,NHFDIFGC_00395,6.3.2.29
3300027776.a:Ga0209277_10000226,3844,6420,EJLCLFPN_02691,6.3.2.29
3300027776.a:Ga0209277_10000226,6511,8706,EJLCLFPN_02692,6.3.2.29
3300025882.a:Ga0209097_10007285,141,563,HKAIOEIB_01990,6.3.2.29
3300026302.a:Ga0209794_1000021,287659,289824,ADAIPCGL_00555,6.3.2.29
3300026302.a:Ga0209794_1000021,289917,292511,ADAIPCGL_00556,6.3.2.29
3300026283.a:Ga0209368_1000345,18040,20838,AKDENIKC_01920,6.3.2.29
3300025740.a:Ga0208940_1005929,7564,8598,JGAJDJDD_01304,6.3.2.29
3300013502.a:Ga0119901_1002660,2696,5338,OPOFBMPM_00188,6.3.2.29
3300025682.a:Ga0209718_1004149,3123,4208,IFJMKLGJ_00922,6.3.2.29
3300029948.a:Ga0119873_1000621,1821,4499,OEAOOPFI_00529,6.3.2.29
3300027673.a:Ga0209278_1003384,45,377,LJJMMNAH_00339,6.3.2.29
3300009704.a:Ga0116145_1009958,335,2965,GNIJOHIK_01009,6.3.2.29
3300026288.a:Ga0209572_1000455,37927,40725,LLCIELMC_00591,6.3.2.29
3300014059.a:Ga0119868_1001856,456,3104,KKGOPHIK_01351,6.3.2.29
3300025678.a:Ga0208695_1002121,1784,4411,KEGGOOEI_01785,6.3.2.29
3300025587.a:Ga0208938_1000294,18101,20272,LDBEEDPK_01934,6.3.2.29
3300025587.a:Ga0208938_1000294,20363,22954,LDBEEDPK_01935,6.3.2.29
3300026299.a:Ga0209570_1000114,147672,150470,CFBAPMPL_01741,6.3.2.29
3300025856.a:Ga0209604_1000159,15506,18178,OBFPFKFG_01230,6.3.2.29
3300025856.a:Ga0209604_1000159,18229,20526,OBFPFKFG_01231,6.3.2.29
3300025748.a:Ga0208459_1004537,5878,8745,JBJKOOBN_00269,6.3.2.29
3300027776.a:Ga0209277_10017980,2675,3235,PCLDDCCH_02014,6.3.2.29
3300027776.a:Ga0209277_10016961,696,3272,PCLDDCCH_02218,6.3.2.29
3300005673.a:Ga0074422_103233,4686,6857,AOAGEBMB_04375,6.3.2.29
3300005673.a:Ga0074422_103233,6936,9518,AOAGEBMB_04376,6.3.2.29
3300027789.a:Ga0209174_10001192,15296,17974,MEBFGEJK_03613,6.3.2.29
3300025605.a:Ga0209720_1001969,288,2585,NIDIKDFH_01570,6.3.2.29
3300025605.a:Ga0209720_1006084,4405,7083,NIDIKDFH_01588,6.3.2.29
3300026303.a:Ga0209793_1000034,182265,185063,FBLJPFKB_00851,6.3.2.29
3300012956.a:Ga0154020_10000002,121548,124172,NLKENPOD_00943,6.3.2.29
3300026282.a:Ga0209053_1000707,12531,15152,MIJABPNH_01385,6.3.2.29
3300012018.a:Ga0119867_1001579,2020,4644,HJHCPJKE_01546,6.3.2.29
3300003281.a:Y607_1006251,16953,19589,PHIGNLLC_01354,6.3.2.29
3300003281.a:Y607_1006253,186423,189047,PHIGNLLC_02061,6.3.2.29
3300026299.a:Ga0209570_1000625,7163,9790,GBBECELF_02017,6.3.2.29
3300025677.a:Ga0209719_1001360,6361,9228,FIAMMHLM_03001,6.3.2.29
3300001567.a:Draft_10008400,7317,7727,MNLIGKLB_03540,6.3.2.29
3300027786.a:Ga0209812_10001470,6580,9123,GENDPDPH_00818,6.3.2.29
3300006056.a:Ga0075163_10062294,1585,4245,HADCLKOC_00606,6.3.2.29
3300027789.a:Ga0209174_10011384,822,3485,BOJCLMMP_02702,6.3.2.29
3300006056.a:Ga0075163_10000702,43147,43752,KDNMKFKK_00279,6.3.2.29
3300025678.a:Ga0208695_1004762,169,2802,JAFBNIDH_00247,6.3.2.29
3300026302.a:Ga0209794_1003215,1214,3877,LDIGCEDO_01906,6.3.2.29
3300026302.a:Ga0209794_1003215,3929,6226,LDIGCEDO_01907,6.3.2.29
3300025847.a:Ga0209607_1005624,4857,7532,GHFLKGNA_00851,6.3.2.29
3300025847.a:Ga0209607_1005624,7571,9001,GHFLKGNA_00852,6.3.2.29
3300025861.a:Ga0209605_1007258,2413,4710,HMGMMKKF_00984,6.3.2.29
3300025861.a:Ga0209605_1007258,4761,7433,HMGMMKKF_00985,6.3.2.29
3300026299.a:Ga0209570_1000173,112362,114527,FMHGPMOG_03534,6.3.2.29
3300026299.a:Ga0209570_1000173,114620,117214,FMHGPMOG_03535,6.3.2.29
3300025683.a:Ga0208564_1000050,18988,21654,HBIHIPNA_01460,6.3.2.29
3300013771.a:Ga0119904_10006726,1061,3724,LCHMMCNM_01118,6.3.2.29
3300009540.a:Ga0073899_10013738,5588,6757,OKGCHOJM_01297,6.3.2.29
3300001594.a:Draft_10001249,20708,23332,HDFBCHPC_01457,6.3.2.29
3300025867.a:Ga0209098_1001581,14090,16771,PCPIOKDP_00517,6.3.2.29
3300027794.a:Ga0209480_10004774,1838,4498,PKOJONGK_01016,6.3.2.29
3300026286.a:Ga0209460_1000015,408255,410939,LLAOOLGD_04293,6.3.2.29
3300006056.a:Ga0075163_10070445,1055,3625,KFGKHJIC_01676,6.3.2.29
3300006056.a:Ga0075163_10070445,3633,4223,KFGKHJIC_01677,6.3.2.29
3300029239.a:Ga0168092_1003957,884,3214,FLLJMNGK_00094,6.3.2.29
3300029239.a:Ga0168092_1003375,3561,4877,FLLJMNGK_01147,6.3.2.29
3300026303.a:Ga0209793_1000101,93475,96057,PELFDOAJ_03151,6.3.2.29
3300026303.a:Ga0209793_1000101,96129,98300,PELFDOAJ_03152,6.3.2.29
3300025784.a:Ga0209200_1010588,594,1226,DLMKMHFD_01267,6.3.2.29
3300026288.a:Ga0209572_1000134,60904,63075,EDAGHFOC_01306,6.3.2.29
3300026288.a:Ga0209572_1000134,63147,65729,EDAGHFOC_01307,6.3.2.29
3300026302.a:Ga0209794_1000048,33612,36194,HNFODHBH_02598,6.3.2.29
3300026302.a:Ga0209794_1000048,36346,38517,HNFODHBH_02599,6.3.2.29
3300012956.a:Ga0154020_10030462,4986,5825,MPOFKOKC_02120,6.3.2.29
3300025587.a:Ga0208938_1000356,3120,5987,NCCKFACJ_00618,6.3.2.29
3300025605.a:Ga0209720_1000360,7952,10600,GGADOKOO_02036,6.3.2.29
3300012018.a:Ga0119867_1000009,76937,79585,PIIIEEBG_00652,6.3.2.29
3300025847.a:Ga0209607_1007294,2001,4709,AHMJIOLK_01393,6.3.2.29
3300025657.a:Ga0208823_1000037,90003,92669,GHBGDKNK_01512,6.3.2.29
3300026289.a:Ga0209369_1000070,59157,61994,KFJOABNP_02880,6.3.2.29
3300025657.a:Ga0208823_1000050,50195,52768,FEIDIAKJ_01441,6.3.2.29
3300025657.a:Ga0208823_1000050,52768,54969,FEIDIAKJ_01442,6.3.2.29
3300025706.a:Ga0209507_1011388,2157,3968,KPCKBIFO_01720,6.3.2.29
3300014810.a:Ga0119896_1000006,13929,16130,JAAJKJGP_01167,6.3.2.29
3300014810.a:Ga0119896_1000006,16186,18756,JAAJKJGP_01168,6.3.2.29
3300014810.a:Ga0119896_1001770,3784,4737,JAAJKJGP_02818,6.3.2.29
3300013769.a:Ga0119887_1000475,4895,7078,LHAANHGF_01101,6.3.2.29
3300013769.a:Ga0119887_1000475,9998,12496,LHAANHGF_01104,6.3.2.29
3300028582.a:Ga0268360_1000014,152503,154563,KDEBCIII_01484,6.3.2.29
3300028582.a:Ga0268360_1000020,258497,261133,KDEBCIII_02044,6.3.2.29
3300026303.a:Ga0209793_1000031,294621,297482,ACLAMHFK_00410,6.3.2.29
3300009767.a:Ga0116161_1000132,79460,80545,OEPEDDDC_01552,6.3.2.29
3300013791.a:Ga0119889_1000620,1802,4387,EDNEPFCD_00409,6.3.2.29
3300013791.a:Ga0119889_1000554,2021,4726,EDNEPFCD_00462,6.3.2.29
3300025691.a:Ga0208826_1006376,65,2041,DFHGDBHK_01444,6.3.2.29
3300025657.a:Ga0208823_1007770,2329,4995,GNIKIIPD_01283,6.3.2.29
3300025847.a:Ga0209607_1001975,12020,14725,FFOONDKG_01291,6.3.2.29
3300026282.a:Ga0209053_1000055,93475,96057,MELFFJGL_01509,6.3.2.29
3300026282.a:Ga0209053_1000055,96129,98300,MELFFJGL_01510,6.3.2.29
3300025715.a:Ga0209310_1002898,1890,4679,AIIAIKCG_01244,6.3.2.29
3300009540.a:Ga0073899_10008115,729,3386,PIGFLICE_00142,6.3.2.29
3300009540.a:Ga0073899_10002937,10171,11442,PIGFLICE_01507,6.3.2.29
3300012018.a:Ga0119867_1002169,331,2532,KPLBEKHK_01273,6.3.2.29
3300026288.a:Ga0209572_1000543,9928,12552,AFACCKLE_02115,6.3.2.29
3300009769.a:Ga0116184_10000045,16221,18350,EOICBKBF_00365,6.3.2.29
3300009769.a:Ga0116184_10000045,18347,20953,EOICBKBF_00366,6.3.2.29
3300027776.a:Ga0209277_10000036,87,800,HACICGFN_02837,6.3.2.29
3300027776.a:Ga0209277_10000036,808,3378,HACICGFN_02838,6.3.2.29
3300026284.a:Ga0209792_1000211,30219,32390,BBAKLHGI_02607,6.3.2.29
3300026284.a:Ga0209792_1000211,32542,35124,BBAKLHGI_02608,6.3.2.29
3300005669.a:Ga0074418_100080,636505,637572,KHDIOKFK_00622,6.3.2.29
3300005669.a:Ga0074418_100080,637575,638627,KHDIOKFK_00623,6.3.2.29
3300005669.a:Ga0074418_100080,638636,639613,KHDIOKFK_00624,6.3.2.29
3300026299.a:Ga0209570_1000241,37927,40725,NEEKKIBO_00082,6.3.2.29
3300027789.a:Ga0209174_10001689,12195,14750,IAGOKKNI_02463,6.3.2.29
3300026283.a:Ga0209368_1000044,44548,47175,EKAMACLA_00757,6.3.2.29
3300009540.a:Ga0073899_10039024,3199,3792,IPFNOHKJ_00080,6.3.2.29
3300027786.a:Ga0209812_10000123,37180,39948,LHMDHAMA_01538,6.3.2.29
3300025847.a:Ga0209607_1008631,21,929,HLPCGAAK_01045,6.3.2.29
3300026289.a:Ga0209369_1000027,332569,335184,CNELLGED_02179,6.3.2.29
3300028627.a:Ga0302243_1006504,2589,4784,BLFFHIBI_00931,6.3.2.29
3300026287.a:Ga0209571_1000095,183830,186457,AMNJLLDP_01008,6.3.2.29
3300025784.a:Ga0209200_1002564,5855,8527,IPBKKNGF_00550,6.3.2.29
3300025784.a:Ga0209200_1002564,8578,10875,IPBKKNGF_00551,6.3.2.29
3300025689.a:Ga0209407_1001888,3666,4796,CBLGFAKL_02312,6.3.2.29
3300013771.a:Ga0119904_10000263,31937,33169,EKOGGFDF_01454,6.3.2.29
3300013771.a:Ga0119904_10000263,33215,34576,EKOGGFDF_01455,6.3.2.29
3300009767.a:Ga0116161_1004044,155,2782,HJEJGLDH_00517,6.3.2.29
3300006056.a:Ga0075163_10126684,1459,3012,BNGNNOCO_01258,6.3.2.29
3300006056.a:Ga0075163_10029930,1475,3583,KGIEEEEO_00620,6.3.2.29
3300006056.a:Ga0075163_10029930,3576,5009,KGIEEEEO_00621,6.3.2.29
3300027786.a:Ga0209812_10005170,5436,6776,DECDBJIA_02014,6.3.2.29
3300025713.a:Ga0208195_1003235,3037,5664,INMJMBEF_00745,6.3.2.29
3300025609.a:Ga0209608_1002579,6435,9086,FCHOHMCM_00023,6.3.2.29
3300009767.a:Ga0116161_1000951,22048,23106,NIKAHOHD_01221,6.3.2.29
3300014831.a:Ga0167340_1000055,32007,34631,MELHINCG_01141,6.3.2.29
3300012018.a:Ga0119867_1000175,36412,39060,EFGFBGNE_02694,6.3.2.29
3300025847.a:Ga0209607_1002153,2163,5024,ONIKBGKM_02368,6.3.2.29
3300026284.a:Ga0209792_1000006,524116,526719,DIGMDIMJ_00744,6.3.2.29
3300025740.a:Ga0208940_1000244,8299,11166,GLBCHIJI_00727,6.3.2.29
3300026288.a:Ga0209572_1001423,5386,7968,LNDFONCA_02645,6.3.2.29
3300026288.a:Ga0209572_1001423,8120,10291,LNDFONCA_02646,6.3.2.29
3300025589.a:Ga0209409_1002366,44,721,OACNFFII_00371,6.3.2.29
3300025589.a:Ga0209409_1002366,772,3450,OACNFFII_00372,6.3.2.29
3300026516.a:Ga0209573_1010379,57,653,FPDIGAJI_00030,6.3.2.29
3300026516.a:Ga0209573_1010379,678,3251,FPDIGAJI_00031,6.3.2.29
3300027673.a:Ga0209278_1000016,452329,454947,LACLJNDJ_02044,6.3.2.29
3300025724.a:Ga0208196_1000808,3361,6228,DOLOEAIE_00671,6.3.2.29
3300026302.a:Ga0209794_1000012,183818,186445,OJAECOOP_01532,6.3.2.29
3300025682.a:Ga0209718_1000367,7362,10229,IOPOLCLB_01207,6.3.2.29
3300025587.a:Ga0208938_1000125,49644,52310,HMMLCAHA_01772,6.3.2.29
2100351003.a:UW2007_scaffold00723,51862,53934,ALDDPBMN_01639,6.3.2.29
3300013502.a:Ga0119901_1000279,24738,26927,ILDNHBOC_02638,6.3.2.29
3300013502.a:Ga0119901_1000279,26954,29551,ILDNHBOC_02639,6.3.2.29
3300027789.a:Ga0209174_10013062,89,355,JCEFCFOP_00523,6.3.2.29
3300027781.a:Ga0209175_10000057,9090,11768,EJPNFMNN_04605,6.3.2.29
3300009540.a:Ga0073899_10001916,12807,15434,AKFNDOGD_01798,6.3.2.29
3300009779.a:Ga0116152_10006377,2140,4929,MJIJPGDM_02365,6.3.2.29
3300025861.a:Ga0209605_1000092,22288,24915,GEOELHMI_02164,6.3.2.29
3300012533.a:Ga0138256_10017633,1378,4380,FAJNMGPO_02302,6.3.2.29
3300025618.a:Ga0208693_1000007,27389,30061,KMNIJPAN_02283,6.3.2.29
3300025618.a:Ga0208693_1000007,30114,32414,KMNIJPAN_02284,6.3.2.29
3300026302.a:Ga0209794_1000896,854,3484,IKKIPPNO_00369,6.3.2.29
3300026282.a:Ga0209053_1000037,59601,62228,OJJFELGI_00761,6.3.2.29
3300013280.a:Ga0119915_100005,61112,62392,DACJBKBG_00074,6.3.2.29
3300027776.a:Ga0209277_10000063,18880,21423,HALOIMHE_02137,6.3.2.29
3300009779.a:Ga0116152_10012647,5311,6171,NMIJMGPG_00171,6.3.2.29
3300025772.a:Ga0208939_1010990,1928,4555,PIDANNBJ_00856,6.3.2.29
3300025618.a:Ga0208693_1003516,3692,6559,ADCLLIFE_01748,6.3.2.29
3300012956.a:Ga0154020_10029667,4644,5669,PLMEPDII_00664,6.3.2.29
3300012956.a:Ga0154020_10057644,55,861,PLMEPDII_00783,6.3.2.29
3300026299.a:Ga0209570_1002226,79,504,GMNNAHNJ_01103,6.3.2.29
3300006056.a:Ga0075163_10001200,29437,31689,BJKFLBDJ_00114,6.3.2.29
3300006056.a:Ga0075163_10001200,31706,34279,BJKFLBDJ_00115,6.3.2.29
3300005689.a:Ga0074438_1000366,51893,52870,OOOHMAMH_00509,6.3.2.29
3300005689.a:Ga0074438_1000366,52879,53931,OOOHMAMH_00510,6.3.2.29
3300005689.a:Ga0074438_1003908,4751,5818,OOOHMAMH_00828,6.3.2.29
3300025847.a:Ga0209607_1000010,156271,158907,IOLINGEJ_00792,6.3.2.29
3300026516.a:Ga0209573_1006595,7040,9295,IHBHOHDL_00598,6.3.2.29
3300027673.a:Ga0209278_1002877,5272,8082,OJJDLDFJ_02584,6.3.2.29
3300026284.a:Ga0209792_1000023,241751,244549,PHIHFEMJ_00976,6.3.2.29
3300025784.a:Ga0209200_1002445,7079,9706,OPJFLMPD_01389,6.3.2.29
3300012018.a:Ga0119867_1001118,539,3364,PLININJG_00600,6.3.2.29
3300026289.a:Ga0209369_1001467,463,3258,HFNKDHBB_02387,6.3.2.29
3300027786.a:Ga0209812_10000108,8202,10880,BKMCKIEO_00887,6.3.2.29
3300026282.a:Ga0209053_1002156,62,1477,DJHKBDON_01273,6.3.2.29
3300027781.a:Ga0209175_10000923,6930,9578,IJJHFIGA_01332,6.3.2.29
3300027789.a:Ga0209174_10009802,25,1836,GLNJJAFL_01191,6.3.2.29
3300027789.a:Ga0209174_10013993,1025,3220,GLNJJAFL_02521,6.3.2.29
3300012956.a:Ga0154020_10006115,251,2926,POICNGJJ_00473,6.3.2.29
3300026516.a:Ga0209573_1012167,54,1484,BGFBDFIM_00500,6.3.2.29
3300025902.a:Ga0209202_1004060,6263,7477,HNADLCKG_01638,6.3.2.29
3300025902.a:Ga0209202_1004699,3019,5241,HNADLCKG_02333,6.3.2.29
2100351003.a:UW2007_scaffold01135,2366582,2369164,FCEPIPDF_03003,6.3.2.29
2100351003.a:UW2007_scaffold01135,2369316,2371487,FCEPIPDF_03004,6.3.2.29
3300025597.a:Ga0208825_1007225,3187,5235,KPCADMDF_01114,6.3.2.29
3300025720.a:Ga0208197_1000318,44009,46615,BNENIGOE_01609,6.3.2.29
3300025720.a:Ga0208197_1000318,46612,48741,BNENIGOE_01610,6.3.2.29
3300027673.a:Ga0209278_1002163,1996,4617,INPKOMOB_00761,6.3.2.29
3300026299.a:Ga0209570_1000344,5613,8228,PEJDAEMC_00007,6.3.2.29
3300026288.a:Ga0209572_1003214,1874,4735,BKFJGJIO_01990,6.3.2.29
3300012956.a:Ga0154020_10000700,27403,30063,BAPAHJAG_00747,6.3.2.29
3300023194.a:Ga0256612_1605343,36059,38683,ADLKKBJC_00095,6.3.2.29
3300009540.a:Ga0073899_10015699,1684,4485,LAFOGCPA_02031,6.3.2.29
