bin:contig,start,end,locus_tag,ec_num
3300027794.a:Ga0209480_10002885,4812,5663,KGCLNBKH_00763,3.4.19.5
3300025638.a:Ga0208198_1000390,8013,8846,DOCIPICE_01565,3.4.19.5
3300025682.a:Ga0209718_1000488,3500,4477,MNMGJNKL_00602,3.4.19.5
3300026286.a:Ga0209460_1001080,2684,3538,CKEIHADF_00537,3.4.19.5
3300027794.a:Ga0209480_10000159,52038,53003,OOALCAOM_00705,3.4.19.5
3300009779.a:Ga0116152_10000026,42379,43437,PJPFCAAP_00913,3.4.19.5
3300009779.a:Ga0116152_10000045,30194,31126,PJPFCAAP_02580,3.4.19.5
3300025720.a:Ga0208197_1002425,6407,7384,ONBCCAJL_01621,3.4.19.5
3300025859.a:Ga0209096_1015501,1894,2829,DADGNPEH_01385,3.4.19.5
3300027673.a:Ga0209278_1000004,467000,467953,DNNLHFNP_01021,3.4.19.5
3300025737.a:Ga0208694_1000873,25264,26241,KGPIAHBK_01542,3.4.19.5
3300026289.a:Ga0209369_1000077,53627,54469,ADPAFMPJ_01018,3.4.19.5
3300026289.a:Ga0209369_1000146,99045,100049,ADPAFMPJ_01287,3.4.19.5
3300026302.a:Ga0209794_1003184,1771,2640,EKLCAEDO_00375,3.4.19.5
3300026302.a:Ga0209794_1005588,3577,4551,EKLCAEDO_01194,3.4.19.5
3300009704.a:Ga0116145_1002473,6402,7379,INDNNKJN_00052,3.4.19.5
3300025882.a:Ga0209097_10001473,6619,7461,IEDHJAIB_02486,3.4.19.5
3300025691.a:Ga0208826_1011517,1257,2219,GEPLFJFI_00065,3.4.19.5
3300025691.a:Ga0208826_1017826,94,948,GEPLFJFI_01951,3.4.19.5
3300013502.a:Ga0119901_1000150,64354,65424,ICPAMKKK_03157,3.4.19.5
3300028627.a:Ga0302243_1000648,3165,4142,AOMCOECC_01653,3.4.19.5
3300025702.a:Ga0209203_1000183,24479,25483,FJKBOJJJ_00223,3.4.19.5
3300025678.a:Ga0208695_1019474,24,986,FNPNDBHE_00072,3.4.19.5
3300012956.a:Ga0154020_10025703,2840,3787,ENDLKDDE_00041,3.4.19.5
3300009779.a:Ga0116152_10023033,2766,3698,FFJIBEOA_00505,3.4.19.5
3300026289.a:Ga0209369_1000037,167173,168120,AHLPDIOA_01666,3.4.19.5
3300026289.a:Ga0209369_1000082,201473,202471,KDOEAPAF_03335,3.4.19.5
3300025858.a:Ga0209099_1001529,21806,22723,HGBCDJDD_00610,3.4.19.5
3300025740.a:Ga0208940_1002466,12907,13884,CIOCAIBI_00597,3.4.19.5
3300026287.a:Ga0209571_1000491,16349,17311,OOMIMEGK_01769,3.4.19.5
3300029239.a:Ga0168092_1000630,4808,5728,EDKBPMCG_00298,3.4.19.5
3300029239.a:Ga0168092_1000057,19903,20973,EDKBPMCG_02983,3.4.19.5
3300012956.a:Ga0154020_10002774,5585,6508,AONOJJOE_00226,3.4.19.5
3300012956.a:Ga0154020_10039803,568,1572,AONOJJOE_01289,3.4.19.5
3300025611.a:Ga0209408_1005205,4679,5566,PNFCNNJF_00681,3.4.19.5
3300025611.a:Ga0209408_1005844,554,1441,PNFCNNJF_01841,3.4.19.5
3300025611.a:Ga0209408_1003635,2142,3029,PNFCNNJF_03175,3.4.19.5
3300025877.a:Ga0208460_10001150,6414,7391,CFEFBNPN_01525,3.4.19.5
3300027789.a:Ga0209174_10007568,3065,4018,OHGGAAHL_00105,3.4.19.5
3300009540.a:Ga0073899_10000479,17116,18048,EILJIOFP_00706,3.4.19.5
3300009540.a:Ga0073899_10000102,45589,46512,EBLGKAKJ_01954,3.4.19.5
3300025589.a:Ga0209409_1000095,1782,2741,AKPPCLDF_01686,3.4.19.5
3300006056.a:Ga0075163_10017045,4641,5606,AEMMIADH_00315,3.4.19.5
3300013833.a:Ga0119880_1001524,5301,6278,AEIOCPBP_03831,3.4.19.5
3300027781.a:Ga0209175_10000493,101,952,NPHDBEHC_01165,3.4.19.5
3300013833.a:Ga0119880_1000714,14804,15688,ECJPEFOK_00236,3.4.19.5
3300027789.a:Ga0209174_10001466,8747,9706,NHFDIFGC_02804,3.4.19.5
3300025882.a:Ga0209097_10000765,11173,12165,HKAIOEIB_02720,3.4.19.5
3300025471.a:Ga0209508_1001011,19788,20579,KNIBGHGM_01554,3.4.19.5
3300025882.a:Ga0209097_10024094,854,1825,CMEGGKOP_00730,3.4.19.5
3300026283.a:Ga0209368_1000061,80128,81141,AKDENIKC_02636,3.4.19.5
3300025858.a:Ga0209099_1001356,10377,11270,LKPKIBAN_00128,3.4.19.5
3300025858.a:Ga0209099_1001209,20000,20932,LKPKIBAN_00557,3.4.19.5
3300025858.a:Ga0209099_1001202,18019,18999,LKPKIBAN_01759,3.4.19.5
3300009779.a:Ga0116152_10006022,6366,7343,DEECLNNN_01213,3.4.19.5
3300028582.a:Ga0268360_1001067,8718,9656,BHCDCCPG_03594,3.4.19.5
3300006056.a:Ga0075163_10016599,4101,4964,CFFBKDFJ_00832,3.4.19.5
3300013502.a:Ga0119901_1002660,5368,6318,OPOFBMPM_00189,3.4.19.5
3300013502.a:Ga0119901_1005025,188,958,OPOFBMPM_00950,3.4.19.5
3300025762.a:Ga0208040_1016035,701,1663,FEDBFGJE_00009,3.4.19.5
3300025677.a:Ga0209719_1001980,16599,17576,DIDIDHBH_01365,3.4.19.5
3300001580.a:Draft_10015338,1507,2493,LFNPMCFE_00210,3.4.19.5
3300025702.a:Ga0209203_1007131,2156,3133,IHGIHLPN_00043,3.4.19.5
3300029948.a:Ga0119873_1000621,5434,5778,OEAOOPFI_00531,3.4.19.5
3300027673.a:Ga0209278_1003487,4059,4985,LJJMMNAH_00365,3.4.19.5
3300027794.a:Ga0209480_10001844,3124,4155,HIOPANPM_02077,3.4.19.5
3300009704.a:Ga0116145_1001862,14069,14992,GNIJOHIK_01782,3.4.19.5
3300009772.a:Ga0116162_10010580,433,1404,AAGGHPKP_01969,3.4.19.5
3300014059.a:Ga0119868_1001943,1633,2676,KKGOPHIK_02154,3.4.19.5
3300014059.a:Ga0119868_1002209,1862,2827,KKGOPHIK_02176,3.4.19.5
3300025861.a:Ga0209605_1010663,2062,3039,HOCAHEKG_00089,3.4.19.5
3300009779.a:Ga0116152_10000643,3380,4318,GMPAGLDM_02606,3.4.19.5
3300012018.a:Ga0119867_1000193,18631,19701,JDFFGADF_01993,3.4.19.5
3300012018.a:Ga0119867_1001420,1467,2411,JDFFGADF_02514,3.4.19.5
3300026282.a:Ga0209053_1001374,10079,11005,HHIODLLF_00643,3.4.19.5
3300028625.a:Ga0302251_1007195,21,896,FMLFBGMH_01246,3.4.19.5
3300009772.a:Ga0116162_10012579,215,1138,GCICFMEK_00832,3.4.19.5
3300026299.a:Ga0209570_1000089,141014,142027,CFBAPMPL_01036,3.4.19.5
3300006056.a:Ga0075163_10012197,9698,10801,HADNMGDP_01132,3.4.19.5
3300026288.a:Ga0209572_1000443,60883,61563,BIDIPKEC_02710,3.4.19.5
3300025702.a:Ga0209203_1007015,1384,2265,ELPKGLLN_00662,3.4.19.5
3300025689.a:Ga0209407_1002648,6412,7389,IEKJOCDN_01061,3.4.19.5
3300027776.a:Ga0209277_10019156,1233,2270,PCLDDCCH_01800,3.4.19.5
3300028635.a:Ga0302245_1000225,49125,50102,JEAAJCKK_01550,3.4.19.5
3300027789.a:Ga0209174_10006748,114,1046,MEBFGEJK_00496,3.4.19.5
3300026303.a:Ga0209793_1000010,450329,451342,FBLJPFKB_01695,3.4.19.5
3300012956.a:Ga0154020_10000002,119583,120527,NLKENPOD_00941,3.4.19.5
3300026282.a:Ga0209053_1000707,16422,17264,MIJABPNH_01387,3.4.19.5
3300012018.a:Ga0119867_1001579,5662,6606,HJHCPJKE_01548,3.4.19.5
3300003281.a:Y607_1006253,184346,185188,PHIGNLLC_02059,3.4.19.5
3300026299.a:Ga0209570_1002943,4474,5478,GBBECELF_00296,3.4.19.5
3300026299.a:Ga0209570_1000625,5097,5939,GBBECELF_02015,3.4.19.5
3300027786.a:Ga0209812_10001470,10192,11043,GENDPDPH_00820,3.4.19.5
3300025847.a:Ga0209607_1013137,1211,2182,HBFJMOPI_00146,3.4.19.5
3300025686.a:Ga0209506_1002464,6412,7389,BIEOEKID_02009,3.4.19.5
3300006056.a:Ga0075163_10003185,12272,13195,HADCLKOC_00424,3.4.19.5
3300027789.a:Ga0209174_10020332,2208,3134,BOJCLMMP_02461,3.4.19.5
3300025611.a:Ga0209408_1005983,2931,3902,MBGEKPOL_01605,3.4.19.5
3300025715.a:Ga0209310_1000440,30954,31967,DKLEMGBH_02011,3.4.19.5
3300025677.a:Ga0209719_1000557,49389,50366,IGGAMFEM_00220,3.4.19.5
3300009704.a:Ga0116145_1010225,5636,6043,CAEAHFLM_01346,3.4.19.5
3300025867.a:Ga0209098_1000394,33495,34457,BEFIKIPP_01151,3.4.19.5
3300003281.a:Y607_1003666,8081,9073,OMDFPLNI_00103,3.4.19.5
3300013771.a:Ga0119904_10006726,109,1047,LCHMMCNM_01117,3.4.19.5
3300001594.a:Draft_10001249,18753,19595,HDFBCHPC_01455,3.4.19.5
3300029446.a:Ga0167332_1001361,5050,5934,OAIHDMKF_01890,3.4.19.5
3300011965.a:Ga0119875_100503,5388,6293,FKFLNJDB_00789,3.4.19.5
3300026289.a:Ga0209369_1004734,2,934,OLOFOOIK_00034,3.4.19.5
3300025730.a:Ga0209606_1000025,2831,3757,HHOCPEBD_02207,3.4.19.5
3300025691.a:Ga0208826_1007084,4448,5479,NGJCKKEP_01336,3.4.19.5
3300027794.a:Ga0209480_10000657,16038,16961,PKOJONGK_00504,3.4.19.5
3300025902.a:Ga0209202_1001791,7776,8789,DHCNHKFC_01745,3.4.19.5
3300012533.a:Ga0138256_10000109,61866,62834,OPBFJBNJ_00591,3.4.19.5
3300012956.a:Ga0154020_10000877,16411,17292,OBDFJOBP_03448,3.4.19.5
3300026286.a:Ga0209460_1000006,324714,325616,LLAOOLGD_01355,3.4.19.5
3300025408.a:Ga0208462_1000632,30226,31248,NIHLHDFH_01175,3.4.19.5
3300029239.a:Ga0168092_1002488,1287,2348,FLLJMNGK_01576,3.4.19.5
3300026288.a:Ga0209572_1000337,76084,77028,AOFHOLPE_00450,3.4.19.5
3300025678.a:Ga0208695_1005486,1379,2212,LJHCOKHJ_00896,3.4.19.5
3300025611.a:Ga0209408_1007447,2824,3678,ELGNPGJH_02580,3.4.19.5
3300012956.a:Ga0154020_10001897,3337,4254,MPOFKOKC_00462,3.4.19.5
3300012020.a:Ga0119869_1000035,24773,25789,MBAKCGLD_00431,3.4.19.5
3300027673.a:Ga0209278_1000015,441017,442045,GPHLDPPJ_01095,3.4.19.5
3300027673.a:Ga0209278_1000013,486026,486973,GPHLDPPJ_02646,3.4.19.5
3300012018.a:Ga0119867_1000056,47009,47929,PIIIEEBG_01523,3.4.19.5
3300025720.a:Ga0208197_1003558,10961,11809,CBFMJBNE_01677,3.4.19.5
3300025855.a:Ga0209717_1001309,9179,10231,BECDBJBK_00247,3.4.19.5
3300026516.a:Ga0209573_1000092,196619,197671,KHBBJPGD_00900,3.4.19.5
3300014810.a:Ga0119896_1000070,11228,12208,JAAJKJGP_00472,3.4.19.5
3300026288.a:Ga0209572_1001943,10434,11273,LICGNCLK_00524,3.4.19.5
3300025613.a:Ga0208461_1000303,8013,8846,LBBBJAKE_01529,3.4.19.5
3300009767.a:Ga0116161_1001244,3028,4005,KAPAKKGA_00257,3.4.19.5
3300012956.a:Ga0154020_10080313,14,895,PGHPOOJL_08235,3.4.19.5
3300028625.a:Ga0302251_1000592,9588,10493,MDKCEDAM_01966,3.4.19.5
3300029252.a:Ga0167179_1001400,28,288,EJBJBCKE_01276,3.4.19.5
3300013791.a:Ga0119889_1000340,5339,6265,EDNEPFCD_03966,3.4.19.5
3300026287.a:Ga0209571_1000106,47641,48624,FJOHCLNK_03249,3.4.19.5
3300025677.a:Ga0209719_1002935,6412,7389,GGAFIEMO_01110,3.4.19.5
3300009772.a:Ga0116162_10001490,3992,4996,ENCDGKFC_00364,3.4.19.5
3300025730.a:Ga0209606_1001651,14012,14956,AONHHOIJ_00622,3.4.19.5
3300025678.a:Ga0208695_1000744,46,1065,FOACMIDE_01658,3.4.19.5
3300025882.a:Ga0209097_10001326,14085,15137,HJEGGPKA_00820,3.4.19.5
3300028626.a:Ga0302244_1000148,45289,46266,DPLOEDDA_01733,3.4.19.5
3300028580.a:Ga0268357_100297,1552,2511,ILOBLNKO_03017,3.4.19.5
3300025631.a:Ga0209204_1010483,3505,4296,MAKGNKGL_00494,3.4.19.5
3300006056.a:Ga0075163_10030983,3872,4819,EEFPONKC_00108,3.4.19.5
3300026288.a:Ga0209572_1000209,116375,117301,AFACCKLE_01730,3.4.19.5
3300025724.a:Ga0208196_1010075,281,1231,JNCPFMKI_00543,3.4.19.5
3300025724.a:Ga0208196_1001514,63,470,JNCPFMKI_01825,3.4.19.5
3300009540.a:Ga0073899_10000010,113804,114799,IKIDCKCB_01408,3.4.19.5
3300012956.a:Ga0154020_10000016,113711,114706,GICIDBLG_00393,3.4.19.5
3300025882.a:Ga0209097_10002127,512,1429,DKLFJCKB_01714,3.4.19.5
3300027789.a:Ga0209174_10001689,9837,10760,IAGOKKNI_02461,3.4.19.5
3300012533.a:Ga0138256_10006770,9591,10703,AAPGCFLO_02407,3.4.19.5
3300025713.a:Ga0208195_1002621,6412,7389,ANJAAMKD_01256,3.4.19.5
3300028638.a:Ga0302240_1000313,3192,4169,NOAMDMAP_00308,3.4.19.5
3300026283.a:Ga0209368_1000044,48399,49241,EKAMACLA_00759,3.4.19.5
3300026283.a:Ga0209368_1000021,240117,241121,EKAMACLA_01156,3.4.19.5
3300009540.a:Ga0073899_10002442,6445,7383,IPFNOHKJ_01495,3.4.19.5
3300025861.a:Ga0209605_1014692,472,1404,LCBNDLKN_00923,3.4.19.5
3300027786.a:Ga0209812_10000123,44404,45330,LHMDHAMA_01546,3.4.19.5
3300025686.a:Ga0209506_1002200,1473,2378,EDDOEEAN_01636,3.4.19.5
3300026302.a:Ga0209794_1000026,92412,93368,KENLBPDA_02263,3.4.19.5
3300026289.a:Ga0209369_1000027,329948,330796,CNELLGED_02176,3.4.19.5
3300006056.a:Ga0075163_10002669,12435,13319,PNCIAIIA_02799,3.4.19.5
3300026516.a:Ga0209573_1000488,70518,71477,DPLPIEIH_01261,3.4.19.5
3300025708.a:Ga0209201_1000017,273985,274911,FFDHEPOD_02699,3.4.19.5
3300026287.a:Ga0209571_1000095,181764,182606,AMNJLLDP_01006,3.4.19.5
3300026287.a:Ga0209571_1000040,104569,105573,AMNJLLDP_01916,3.4.19.5
3300023211.a:Ga0255842_1323255,3387,4238,GIMAFIED_00276,3.4.19.5
3300013771.a:Ga0119904_10003710,13,441,EKOGGFDF_00727,3.4.19.5
3300006056.a:Ga0075163_10006179,4302,5396,KGIEEEEO_02125,3.4.19.5
3300027786.a:Ga0209812_10000204,8813,9778,DECDBJIA_00523,3.4.19.5
3300026289.a:Ga0209369_1000498,37515,38441,OLODEEBB_02568,3.4.19.5
3300013771.a:Ga0119904_10000190,64298,65368,JOBGHCKA_01577,3.4.19.5
3300012018.a:Ga0119867_1001217,3496,4461,EFGFBGNE_02742,3.4.19.5
3300025589.a:Ga0209409_1007398,4409,5200,MBABKLDF_00425,3.4.19.5
3300026303.a:Ga0209793_1000063,195077,196003,MINFFMCL_01732,3.4.19.5
3300009769.a:Ga0116184_10002393,6403,7380,PDELPGEL_01739,3.4.19.5
3300026284.a:Ga0209792_1000006,522202,523116,DIGMDIMJ_00742,3.4.19.5
3300026284.a:Ga0209792_1000068,169161,170123,DIGMDIMJ_03422,3.4.19.5
3300025597.a:Ga0208825_1000229,20539,21372,HHBOLBCB_02141,3.4.19.5
3300013771.a:Ga0119904_10000148,83687,84712,JIIMAPKD_00812,3.4.19.5
3300013771.a:Ga0119904_10000015,142172,143155,LDKCDCIA_01631,3.4.19.5
3300025859.a:Ga0209096_1000067,84764,85660,LDALBDCE_02129,3.4.19.5
3300026302.a:Ga0209794_1000322,49731,50771,LMJOJFIL_02677,3.4.19.5
3300028625.a:Ga0302251_1007994,1348,2325,NHDGAOEJ_01729,3.4.19.5
3300001567.a:Draft_10000113,77445,78410,LIHIEFAF_04100,3.4.19.5
3300025882.a:Ga0209097_10023372,69,1103,FDCCOAPB_00806,3.4.19.5
3300025861.a:Ga0209605_1000052,81721,82617,GEOCHALM_00563,3.4.19.5
3300025618.a:Ga0208693_1001357,11066,12070,OGENJNLF_01720,3.4.19.5
3300025408.a:Ga0208462_1002503,7347,8252,MFIFMKGK_01731,3.4.19.5
3300026516.a:Ga0209573_1002717,5445,6398,FPDIGAJI_01428,3.4.19.5
3300027673.a:Ga0209278_1000028,281249,282298,LACLJNDJ_01194,3.4.19.5
3300027673.a:Ga0209278_1000016,450225,451070,LACLJNDJ_02042,3.4.19.5
3300027786.a:Ga0209812_10000335,7224,8348,IDCFFBCG_01802,3.4.19.5
3300027673.a:Ga0209278_1000049,192586,193602,GAPNLNMM_02674,3.4.19.5
3300026302.a:Ga0209794_1000012,181752,182594,OJAECOOP_01530,3.4.19.5
3300026302.a:Ga0209794_1000012,350972,351976,OJAECOOP_01675,3.4.19.5
3300025629.a:Ga0208824_1000207,43637,44587,FHCDHJMH_01690,3.4.19.5
3300012533.a:Ga0138256_10000086,31488,32483,ENPFMPPP_01766,3.4.19.5
3300025597.a:Ga0208825_1001000,10022,10933,GJLOKEOO_01611,3.4.19.5
2100351003.a:UW2007_scaffold00723,49161,50003,ALDDPBMN_01637,3.4.19.5
3300027789.a:Ga0209174_10005948,225,1067,JCEFCFOP_01509,3.4.19.5
3300023194.a:Ga0256612_1052495,3346,3930,NNEICLMI_00944,3.4.19.5
3300027781.a:Ga0209175_10003939,155,1087,EJPNFMNN_03347,3.4.19.5
3300009779.a:Ga0116152_10009930,4512,5501,MJIJPGDM_02575,3.4.19.5
3300025867.a:Ga0209098_1002237,15461,16378,HPCBBLAJ_00297,3.4.19.5
3300025740.a:Ga0208940_1002599,6413,7390,KEPCCPLJ_00731,3.4.19.5
3300026302.a:Ga0209794_1000896,4735,5688,IKKIPPNO_00371,3.4.19.5
3300028622.a:Ga0302253_1006252,2816,3763,LOKBCDAD_00767,3.4.19.5
3300001567.a:Draft_10000103,4564,5550,JDHMMKDE_01678,3.4.19.5
3300028580.a:Ga0268357_100003,186300,187238,AOEIKFEJ_02772,3.4.19.5
3300026282.a:Ga0209053_1000259,40548,41552,OJJFELGI_00057,3.4.19.5
3300026282.a:Ga0209053_1000028,240115,241119,OJJFELGI_00678,3.4.19.5
3300026282.a:Ga0209053_1000037,63452,64294,OJJFELGI_00763,3.4.19.5
3300027781.a:Ga0209175_10002128,7958,8884,LJOACDMP_01213,3.4.19.5
3300027776.a:Ga0209277_10000063,22492,23343,HALOIMHE_02139,3.4.19.5
3300026302.a:Ga0209794_1000040,274391,275347,EBADJPPP_01020,3.4.19.5
3300009779.a:Ga0116152_10012647,2666,3556,NMIJMGPG_00169,3.4.19.5
3300025682.a:Ga0209718_1002777,6412,7389,FHIOCBKI_00487,3.4.19.5
3300014810.a:Ga0119896_1000015,9124,10104,EHOJNMOO_00657,3.4.19.5
3300028582.a:Ga0268360_1000030,27443,28402,BHKPFFFB_02886,3.4.19.5
3300025737.a:Ga0208694_1001063,28238,29215,LFOBALKP_01409,3.4.19.5
3300025867.a:Ga0209098_1001168,11042,12022,LHHJGIID_00513,3.4.19.5
3300025867.a:Ga0209098_1000036,12800,13693,LHHJGIID_00923,3.4.19.5
3300025867.a:Ga0209098_1000375,12324,13256,LHHJGIID_02096,3.4.19.5
3300025713.a:Ga0208195_1001007,6800,7777,JGNGAGDH_01792,3.4.19.5
3300025737.a:Ga0208694_1003085,6412,7389,AKECOMNC_02016,3.4.19.5
3300026516.a:Ga0209573_1001204,2876,3898,PIBNABFM_05066,3.4.19.5
3300025847.a:Ga0209607_1000010,154388,155320,IOLINGEJ_00790,3.4.19.5
3300025847.a:Ga0209607_1000006,42366,43424,IOLINGEJ_01816,3.4.19.5
3300012956.a:Ga0154020_10019254,1492,2364,ENDDPODB_01028,3.4.19.5
3300009779.a:Ga0116152_10012143,5613,6320,LHCAEMNI_00034,3.4.19.5
3300025861.a:Ga0209605_1001960,18216,19121,KKICNIDL_02467,3.4.19.5
3300026516.a:Ga0209573_1005036,2768,3745,IHBHOHDL_01688,3.4.19.5
3300009767.a:Ga0116161_1003182,11382,12359,OJDMOAOJ_00686,3.4.19.5
3300026284.a:Ga0209792_1000065,107032,108045,PHIHFEMJ_01324,3.4.19.5
3300009769.a:Ga0116184_10003340,3138,4115,CPKKBJKH_00108,3.4.19.5
3300025471.a:Ga0209508_1001720,7883,8806,IHBENHBO_01123,3.4.19.5
3300009767.a:Ga0116161_1002692,6402,7379,OJJMEANM_01459,3.4.19.5
3300025748.a:Ga0208459_1002599,13088,14050,LOMIKEKJ_00344,3.4.19.5
3300025691.a:Ga0208826_1002903,5283,6239,BIOILHGP_00066,3.4.19.5
3300025784.a:Ga0209200_1007002,3333,4268,MEBCDDEC_00604,3.4.19.5
3300026286.a:Ga0209460_1000782,6968,7894,PKKEBJLF_04143,3.4.19.5
3300012018.a:Ga0119867_1005217,39,422,PLININJG_01964,3.4.19.5
3300027786.a:Ga0209812_10005552,153,1085,BKMCKIEO_01385,3.4.19.5
3300014832.a:Ga0119905_1000115,64390,65460,PALFLJPJ_00546,3.4.19.5
3300025393.a:Ga0208041_1005173,1488,2393,HGHJCBEE_01465,3.4.19.5
3300025613.a:Ga0208461_1001274,99,506,DKIJMANC_01876,3.4.19.5
3300028640.a:Ga0302237_1001316,13868,14845,KCLCMINF_00144,3.4.19.5
3300028624.a:Ga0302246_1002120,10673,11620,CDDPFOJI_02100,3.4.19.5
3300027781.a:Ga0209175_10010031,3336,3977,IJJHFIGA_02160,3.4.19.5
3300025877.a:Ga0208460_10001687,8982,9959,NMPBIJCM_01291,3.4.19.5
3300025689.a:Ga0209407_1002462,1473,2378,KAOPNAKE_01867,3.4.19.5
3300025724.a:Ga0208196_1002583,6413,7390,GBNJIJAB_00973,3.4.19.5
3300026287.a:Ga0209571_1000018,274391,275347,CNONIPMO_02382,3.4.19.5
3300025866.a:Ga0208822_1001401,2146,3123,IKPJMJHB_00529,3.4.19.5
3300025855.a:Ga0209717_1002703,15432,16382,GPOBPLDK_00552,3.4.19.5
3300001594.a:Draft_10038379,1021,1992,CMOPLGDF_02329,3.4.19.5
3300009779.a:Ga0116152_10000086,7305,8255,EJHHJBMA_02686,3.4.19.5
3300027673.a:Ga0209278_1000493,22606,23454,INPKOMOB_00536,3.4.19.5
3300026299.a:Ga0209570_1000269,16519,17361,PEJDAEMC_00085,3.4.19.5
3300026302.a:Ga0209794_1002891,7446,8306,OIOCGKLK_03442,3.4.19.5
3300025631.a:Ga0209204_1000394,1976,2935,COIGLJNK_00283,3.4.19.5
3300026516.a:Ga0209573_1000178,138696,139640,KENOAIBB_04338,3.4.19.5
3300012956.a:Ga0154020_10001478,17147,18079,BAPAHJAG_01289,3.4.19.5
3300023194.a:Ga0256612_1605343,40262,41104,ADLKKBJC_00097,3.4.19.5
3300009540.a:Ga0073899_10003763,3167,4084,LAFOGCPA_00902,3.4.19.5
3300027786.a:Ga0209812_10000182,23080,24102,AEMDJOON_01960,3.4.19.5
3300025861.a:Ga0209605_1004122,42,611,OJKKGHMM_01067,3.4.19.5
