bin:contig,start,end,locus_tag,ec_num
3300029446.a:Ga0167332_1003177,2831,3697,PIOOEGFI_01325,3.4.15.6
3300025587.a:Ga0208938_1000356,6031,6939,NCCKFACJ_00619,3.4.15.6
3300025605.a:Ga0209720_1000360,10628,11449,GGADOKOO_02037,3.4.15.6
3300009779.a:Ga0116152_10036113,1052,1975,NMHKBOPA_01218,3.4.15.6
3300012018.a:Ga0119867_1000009,83564,84439,PIIIEEBG_00655,3.4.15.6
3300025847.a:Ga0209607_1007294,1047,1970,AHMJIOLK_01392,3.4.15.6
3300025657.a:Ga0208823_1000037,89178,89984,GHBGDKNK_01511,3.4.15.6
3300026299.a:Ga0209570_1000687,26344,27192,PBJFIFHO_00712,3.4.15.6
3300026289.a:Ga0209369_1000070,58247,59104,KFJOABNP_02879,3.4.15.6
3300029942.a:Ga0168096_1000490,2416,3258,CIJLEGPB_02131,3.4.15.6
3300029311.a:Ga0167331_1002405,9502,10308,CGGOLMBH_01521,3.4.15.6
3300025871.a:Ga0209311_1002271,12710,13552,OBNOJJNP_02248,3.4.15.6
3300025691.a:Ga0208826_1001055,11543,12439,CJOECDAF_01193,3.4.15.6
3300026288.a:Ga0209572_1000098,177342,178193,CCHNGGOO_02878,3.4.15.6
3300025784.a:Ga0209200_1004676,8310,9176,DMADPCCC_01296,3.4.15.6
3300026303.a:Ga0209793_1000031,293705,294577,ACLAMHFK_00409,3.4.15.6
3300025877.a:Ga0208460_10001351,7363,8220,JMPCJPGI_01905,3.4.15.6
3300029252.a:Ga0167179_1000544,20836,21693,EJBJBCKE_01506,3.4.15.6
3300013791.a:Ga0119889_1000554,939,1793,EDNEPFCD_00461,3.4.15.6
3300025724.a:Ga0208196_1006786,6199,7041,BMEJMBDH_01885,3.4.15.6
3300025691.a:Ga0208826_1018325,1396,2205,DFHGDBHK_01348,3.4.15.6
3300025657.a:Ga0208823_1007770,4986,5801,GNIKIIPD_01284,3.4.15.6
3300025678.a:Ga0208695_1001192,8944,9804,FOACMIDE_00303,3.4.15.6
3300025882.a:Ga0209097_10009147,5410,6222,HJEGGPKA_02809,3.4.15.6
3300025847.a:Ga0209607_1001975,11088,11894,FFOONDKG_01290,3.4.15.6
3300025715.a:Ga0209310_1002898,4703,5545,AIIAIKCG_01245,3.4.15.6
3300014832.a:Ga0119905_1000850,5547,6356,KOPEIOGA_03211,3.4.15.6
3300009540.a:Ga0073899_10008115,3473,4279,PIGFLICE_00143,3.4.15.6
3300026288.a:Ga0209572_1000543,8828,9703,AFACCKLE_02114,3.4.15.6
3300026299.a:Ga0209570_1000241,37066,37905,NEEKKIBO_00081,3.4.15.6
3300027789.a:Ga0209174_10001689,11057,11935,IAGOKKNI_02462,3.4.15.6
3300012533.a:Ga0138256_10015507,3223,4047,AAPGCFLO_00588,3.4.15.6
3300025740.a:Ga0208940_1001037,644,1510,PKKFLCEL_01778,3.4.15.6
3300009540.a:Ga0073899_10007199,2153,3175,IPFNOHKJ_02574,3.4.15.6
3300025861.a:Ga0209605_1020210,1834,2730,LCBNDLKN_00151,3.4.15.6
3300027786.a:Ga0209812_10000123,40070,40939,LHMDHAMA_01539,3.4.15.6
3300025867.a:Ga0209098_1019408,2128,2991,EBNGNNGK_00781,3.4.15.6
3300028627.a:Ga0302243_1002245,7937,8809,BLFFHIBI_01724,3.4.15.6
3300028627.a:Ga0302243_1005559,577,1482,BLFFHIBI_02286,3.4.15.6
3300025855.a:Ga0209717_1001559,8059,8901,PDBNIFPM_02237,3.4.15.6
3300025866.a:Ga0208822_1003345,5995,6852,ECHMAPGC_02026,3.4.15.6
3300013771.a:Ga0119904_10000263,30794,31690,EKOGGFDF_01453,3.4.15.6
3300009767.a:Ga0116161_1004044,2779,3624,HJEJGLDH_00518,3.4.15.6
3300006056.a:Ga0075163_10010237,3319,4182,KGIEEEEO_00529,3.4.15.6
3300006056.a:Ga0075163_10029930,5448,6245,KGIEEEEO_00623,3.4.15.6
3300027786.a:Ga0209812_10005959,5715,6158,DECDBJIA_01369,3.4.15.6
3300025713.a:Ga0208195_1003235,5705,6517,INMJMBEF_00746,3.4.15.6
3300025609.a:Ga0209608_1002579,9094,9900,FCHOHMCM_00024,3.4.15.6
3300012018.a:Ga0119867_1000550,122,1015,EFGFBGNE_02500,3.4.15.6
3300001580.a:Draft_10014779,5223,6116,JAGCOGFC_01513,3.4.15.6
3300025847.a:Ga0209607_1002153,1247,2119,ONIKBGKM_02367,3.4.15.6
3300026284.a:Ga0209792_1000006,523113,523994,DIGMDIMJ_00743,3.4.15.6
3300025740.a:Ga0208940_1000244,7347,8255,GLBCHIJI_00726,3.4.15.6
3300025682.a:Ga0209718_1006358,2047,2913,OGICKNCP_01310,3.4.15.6
3300027781.a:Ga0209175_10001190,9625,10482,CPBBLAIF_00536,3.4.15.6
3300025772.a:Ga0208939_1001431,11738,12595,AJBLMBLE_01910,3.4.15.6
3300029781.a:Ga0167330_1000387,2408,3250,NFHIDEDO_00352,3.4.15.6
3300027673.a:Ga0209278_1000016,451160,452032,LACLJNDJ_02043,3.4.15.6
3300025724.a:Ga0208196_1000808,2409,3317,DOLOEAIE_00670,3.4.15.6
3300028627.a:Ga0302243_1008922,2641,3453,AHIGNPDC_01423,3.4.15.6
3300025682.a:Ga0209718_1000367,6410,7318,IOPOLCLB_01206,3.4.15.6
3300025587.a:Ga0208938_1000125,52301,53116,HMMLCAHA_01773,3.4.15.6
3300027781.a:Ga0209175_10000057,8007,8894,EJPNFMNN_04604,3.4.15.6
3300009540.a:Ga0073899_10001916,15675,16571,AKFNDOGD_01799,3.4.15.6
3300009779.a:Ga0116152_10006377,1306,2130,MJIJPGDM_02364,3.4.15.6
3300025861.a:Ga0209605_1000092,21435,22247,GEOELHMI_02163,3.4.15.6
3300025847.a:Ga0209607_1010123,26,394,GHBCOLKM_03587,3.4.15.6
3300026302.a:Ga0209794_1000896,3651,4526,IKKIPPNO_00370,3.4.15.6
3300027781.a:Ga0209175_10012225,49,471,LJOACDMP_00567,3.4.15.6
3300027781.a:Ga0209175_10012936,2539,3459,LJOACDMP_02625,3.4.15.6
3300027789.a:Ga0209174_10003873,2580,3437,IGPKDFAB_02530,3.4.15.6
3300027776.a:Ga0209277_10001068,8253,9113,HALOIMHE_00505,3.4.15.6
3300027776.a:Ga0209277_10000063,21596,22492,HALOIMHE_02138,3.4.15.6
3300025720.a:Ga0208197_1000014,43934,44776,CNLIFEHN_02206,3.4.15.6
3300009779.a:Ga0116152_10011310,3827,4678,NMIJMGPG_02120,3.4.15.6
3300025772.a:Ga0208939_1010990,1075,1887,PIDANNBJ_00855,3.4.15.6
3300025618.a:Ga0208693_1003516,2740,3648,ADCLLIFE_01747,3.4.15.6
3300025611.a:Ga0209408_1004047,2306,3178,EOJAPBOP_02428,3.4.15.6
3300025847.a:Ga0209607_1000010,155317,156174,IOLINGEJ_00791,3.4.15.6
3300027673.a:Ga0209278_1002877,8101,8943,OJJDLDFJ_02585,3.4.15.6
3300026284.a:Ga0209792_1000023,244571,245410,PHIHFEMJ_00977,3.4.15.6
3300025784.a:Ga0209200_1002445,9747,10559,OPJFLMPD_01390,3.4.15.6
3300012018.a:Ga0119867_1000854,5404,6192,PLININJG_04603,3.4.15.6
3300027786.a:Ga0209812_10000108,7119,8006,BKMCKIEO_00886,3.4.15.6
3300027781.a:Ga0209175_10000923,12617,13510,IJJHFIGA_01335,3.4.15.6
3300009769.a:Ga0116184_10006636,7627,8541,AHOHAGEL_01508,3.4.15.6
3300012956.a:Ga0154020_10006115,3009,3851,POICNGJJ_00474,3.4.15.6
3300026516.a:Ga0209573_1002329,13214,14089,BGFBDFIM_01949,3.4.15.6
3300027673.a:Ga0209278_1000493,20518,21399,INPKOMOB_00534,3.4.15.6
3300026299.a:Ga0209570_1000090,38298,39188,PEJDAEMC_00450,3.4.15.6
3300026299.a:Ga0209570_1000043,159044,159982,PEJDAEMC_01193,3.4.15.6
3300026288.a:Ga0209572_1003214,958,1830,BKFJGJIO_01989,3.4.15.6
3300025720.a:Ga0208197_1000099,105282,106148,LMBJGNJD_01696,3.4.15.6
3300012956.a:Ga0154020_10000700,26369,27232,BAPAHJAG_00746,3.4.15.6
3300023194.a:Ga0256612_1605343,39390,40262,ADLKKBJC_00096,3.4.15.6
3300009540.a:Ga0073899_10015699,4491,5330,LAFOGCPA_02032,3.4.15.6
