locus_tag,ftype,length_bp,gene,EC_number,COG,product,bin
GHBGDKNK_01512,CDS,2667,cphA,6.3.2.29,COG0769,Cyanophycin synthetase,3300025657_28
IAGOKKNI_02463,CDS,2556,cphA,6.3.2.29,,Cyanophycin synthetase,3300027789_10
PIGFLICE_00142,CDS,2658,cphA_1,6.3.2.29,COG0769,Cyanophycin synthetase,3300009540_39
PIGFLICE_01507,CDS,1272,cphA_2,6.3.2.29,COG0769,Cyanophycin synthetase,3300009540_39
AFACCKLE_02115,CDS,2625,cphA,6.3.2.29,,Cyanophycin synthetase,3300026288_17
MELHINCG_01141,CDS,2625,cphA,6.3.2.29,,Cyanophycin synthetase,3300014831_9
FDIHOILK_01590,CDS,2427,cphA,6.3.2.29,,Cyanophycin synthetase,3300009779_43
FEIDIAKJ_01441,CDS,2574,cphA_1,6.3.2.29,COG0769,Cyanophycin synthetase,3300025657_16
FEIDIAKJ_01442,CDS,2202,cphA_2,6.3.2.29,COG0769,Cyanophycin synthetase,3300025657_16
LHAANHGF_01101,CDS,2184,cphA_1,6.3.2.29,,Cyanophycin synthetase,3300013769_5
LHAANHGF_01104,CDS,2499,cphA_2,6.3.2.29,,Cyanophycin synthetase,3300013769_5
FIAMMHLM_03001,CDS,2868,cphA,6.3.2.29,,Cyanophycin synthetase,3300025677_12
BGFBDFIM_00500,CDS,1431,cphA,6.3.2.29,,Cyanophycin synthetase,3300026516_45
IOLINGEJ_00792,CDS,2637,cphA,6.3.2.29,COG0769,Cyanophycin synthetase,3300025847_21
BJKFLBDJ_00114,CDS,2253,cphA_1,6.3.2.29,,Cyanophycin synthetase,3300006056_65
BJKFLBDJ_00115,CDS,2574,cphA_2,6.3.2.29,COG0769,Cyanophycin synthetase,3300006056_65
GLNJJAFL_01191,CDS,1812,cphA_1,6.3.2.29,,Cyanophycin synthetase,3300027789_20
GLNJJAFL_02521,CDS,2196,cphA_2,6.3.2.29,,Cyanophycin synthetase,3300027789_20
NPHDBEHC_01167,CDS,2544,cphA,6.3.2.29,,Cyanophycin synthetase,3300027781_14
ILDNHBOC_02638,CDS,2190,cphA_1,6.3.2.29,COG0769,Cyanophycin synthetase,3300013502_11
ILDNHBOC_02639,CDS,2598,cphA_2,6.3.2.29,,Cyanophycin synthetase,3300013502_11
PHIHFEMJ_00976,CDS,2799,cphA,6.3.2.29,COG0769,Cyanophycin synthetase,3300026284_7
EJPNFMNN_04605,CDS,2679,cphA,6.3.2.29,COG0769,Cyanophycin synthetase,3300027781_1
DGMLJOBH_00150,CDS,2706,cphA,6.3.2.29,COG0769,Cyanophycin synthetase,3300011965_2
ADPAFMPJ_01016,CDS,2628,cphA,6.3.2.29,,Cyanophycin synthetase,3300026289_21
PNKGFMGL_00626,CDS,1068,cphA_1,6.3.2.29,,Cyanophycin synthetase,3300005673_5
PNKGFMGL_00627,CDS,1053,cphA_2,6.3.2.29,,Cyanophycin synthetase,3300005673_5
PNKGFMGL_00628,CDS,978,cphA_3,6.3.2.29,,Cyanophycin synthetase,3300005673_5
EFAHMGMO_01827,CDS,2835,cphA,6.3.2.29,COG0769,Cyanophycin synthetase,3300025772_10
FCHOHMCM_00023,CDS,2652,cphA,6.3.2.29,,Cyanophycin synthetase,3300025609_23
IFJMKLGJ_00922,CDS,1086,cphA,6.3.2.29,,Cyanophycin synthetase,3300025682_25
LLCIELMC_00591,CDS,2799,cphA,6.3.2.29,COG0769,Cyanophycin synthetase,3300026288_25
AKFNDOGD_01798,CDS,2628,cphA,6.3.2.29,,Cyanophycin synthetase,3300009540_47
IJJHFIGA_01332,CDS,2649,cphA,6.3.2.29,COG0769,Cyanophycin synthetase,3300027781_11
MEBFGEJK_03613,CDS,2679,cphA,6.3.2.29,COG0769,Cyanophycin synthetase,3300027789_6
FMAGMNEE_01852,CDS,2796,cphA,6.3.2.29,COG0769,Cyanophycin synthetase,3300025877_4
ACLAMHFK_00410,CDS,2862,cphA,6.3.2.29,,Cyanophycin synthetase,3300026303_12
OJJDLDFJ_02584,CDS,2811,cphA,6.3.2.29,COG0769,Cyanophycin synthetase,3300027673_14
MPOFKOKC_02120,CDS,840,cphA,6.3.2.29,,Cyanophycin synthetase,3300012956_64
LJJMMNAH_00339,CDS,333,cphA,6.3.2.29,COG0769,Cyanophycin synthetase,3300027673_21
HAEGBIOM_02028,CDS,2631,cphA_1,6.3.2.29,,Cyanophycin synthetase,3300025678_2
HAEGBIOM_04360,CDS,1230,cphA_2,6.3.2.29,,Cyanophycin synthetase,3300025678_2
PLININJG_00600,CDS,2826,cphA,6.3.2.29,COG0769,Cyanophycin synthetase,3300012018_2
OJJFELGI_00761,CDS,2628,cphA,6.3.2.29,,Cyanophycin synthetase,3300026282_15
ADCLLIFE_01748,CDS,2868,cphA,6.3.2.29,,Cyanophycin synthetase,3300025618_14
PJPFCAAP_02578,CDS,2637,cphA,6.3.2.29,COG0769,Cyanophycin synthetase,3300009779_21
FFOONDKG_01291,CDS,2706,cphA,6.3.2.29,COG0769,Cyanophycin synthetase,3300025847_36
FLLJMNGK_00094,CDS,2331,cphA_1,6.3.2.29,,Cyanophycin synthetase,3300029239_9
FLLJMNGK_01147,CDS,1317,cphA_2,6.3.2.29,,Cyanophycin synthetase,3300029239_9
BKFJGJIO_01990,CDS,2862,cphA,6.3.2.29,,Cyanophycin synthetase,3300026288_29
AOAGEBMB_04375,CDS,2172,cphA_1,6.3.2.29,,Cyanophycin synthetase,3300005673_1
AOAGEBMB_04376,CDS,2583,cphA_2,6.3.2.29,COG0769,Cyanophycin synthetase,3300005673_1
KHDIOKFK_00622,CDS,1068,cphA_1,6.3.2.29,,Cyanophycin synthetase,3300005669_4
KHDIOKFK_00623,CDS,1053,cphA_2,6.3.2.29,,Cyanophycin synthetase,3300005669_4
KHDIOKFK_00624,CDS,978,cphA_3,6.3.2.29,,Cyanophycin synthetase,3300005669_4
FPDIGAJI_00030,CDS,597,cphA_1,6.3.2.29,,Cyanophycin synthetase,3300026516_33
FPDIGAJI_00031,CDS,2574,cphA_2,6.3.2.29,COG0769,Cyanophycin synthetase,3300026516_33
CNELLGED_02179,CDS,2616,cphA,6.3.2.29,,Cyanophycin synthetase,3300026289_14
GMNNAHNJ_01103,CDS,426,cphA,6.3.2.29,COG0769,Cyanophycin synthetase,3300026299_22
DOLOEAIE_00671,CDS,2868,cphA,6.3.2.29,,Cyanophycin synthetase,3300025724_23
INMJMBEF_00745,CDS,2628,cphA,6.3.2.29,,Cyanophycin synthetase,3300025713_22
HBIHIPNA_01460,CDS,2667,cphA,6.3.2.29,COG0769,Cyanophycin synthetase,3300025683_31
JGAJDJDD_01304,CDS,1035,cphA,6.3.2.29,,Cyanophycin synthetase,3300025740_8
HJEJGLDH_00517,CDS,2628,cphA,6.3.2.29,,Cyanophycin synthetase,3300009767_36
HMGMMKKF_00984,CDS,2298,cphA_1,6.3.2.29,COG0769,Cyanophycin synthetase,3300025861_35
HMGMMKKF_00985,CDS,2673,cphA_2,6.3.2.29,COG0769,Cyanophycin synthetase,3300025861_35
ADLKKBJC_00095,CDS,2625,cphA,6.3.2.29,,Cyanophycin synthetase,3300023194_8
ADAIPCGL_00555,CDS,2166,cphA_1,6.3.2.29,,Cyanophycin synthetase,3300026302_17
ADAIPCGL_00556,CDS,2595,cphA_2,6.3.2.29,,Cyanophycin synthetase,3300026302_17
ABPPCAHK_01234,CDS,912,cphA,6.3.2.29,COG0769,Cyanophycin synthetase,3300026282_16
DIGMDIMJ_00744,CDS,2604,cphA,6.3.2.29,,Cyanophycin synthetase,3300026284_8
LCDBBFPM_01680,CDS,2619,cphA,6.3.2.29,,Cyanophycin synthetase,3300023211_5
EDNEPFCD_00409,CDS,2586,cphA_1,6.3.2.29,,Cyanophycin synthetase,3300013791_1
EDNEPFCD_00462,CDS,2706,cphA_2,6.3.2.29,COG0769,Cyanophycin synthetase,3300013791_1
MIDCAJMC_00743,CDS,2589,cphA,6.3.2.29,COG0769,Cyanophycin synthetase,3300025618_42
IHBHOHDL_00598,CDS,2256,cphA,6.3.2.29,COG0769,Cyanophycin synthetase,3300026516_57
HNFODHBH_02598,CDS,2583,cphA_1,6.3.2.29,,Cyanophycin synthetase,3300026302_13
HNFODHBH_02599,CDS,2172,cphA_2,6.3.2.29,,Cyanophycin synthetase,3300026302_13
GGADOKOO_02036,CDS,2649,cphA,6.3.2.29,,Cyanophycin synthetase,3300025605_6
INPKOMOB_00761,CDS,2622,cphA,6.3.2.29,,Cyanophycin synthetase,3300027673_23
OEAOOPFI_00529,CDS,2679,cphA,6.3.2.29,,Cyanophycin synthetase,3300029948_3
HACICGFN_02837,CDS,714,cphA_1,6.3.2.29,,Cyanophycin synthetase,3300027776_9
HACICGFN_02838,CDS,2571,cphA_2,6.3.2.29,COG0769,Cyanophycin synthetase,3300027776_9
OHGGAAHL_01305,CDS,1884,cphA,6.3.2.29,COG0769,Cyanophycin synthetase,3300027789_26
KFGKHJIC_01676,CDS,2571,cphA_1,6.3.2.29,COG0769,Cyanophycin synthetase,3300006056_69
KFGKHJIC_01677,CDS,591,cphA_2,6.3.2.29,,Cyanophycin synthetase,3300006056_69
OPOFBMPM_00188,CDS,2643,cphA,6.3.2.29,,Cyanophycin synthetase,3300013502_14
MDJFDBDE_00547,CDS,1755,cphA,6.3.2.29,COG0769,Cyanophycin synthetase,3300027673_17
CBLGFAKL_02312,CDS,1131,cphA,6.3.2.29,,Cyanophycin synthetase,3300025689_13
KDEBCIII_01484,CDS,2061,cphA_1,6.3.2.29,COG0769,Cyanophycin synthetase,3300028582_11
KDEBCIII_02044,CDS,2637,cphA_2,6.3.2.29,,Cyanophycin synthetase,3300028582_11
GEOELHMI_02164,CDS,2628,cphA,6.3.2.29,,Cyanophycin synthetase,3300025861_30
HALOIMHE_02137,CDS,2544,cphA,6.3.2.29,,Cyanophycin synthetase,3300027776_11
PDPKOJHL_00041,CDS,2655,cphA,6.3.2.29,,Cyanophycin synthetase,3300012533_60
BANOMJLK_00647,CDS,2667,cphA,6.3.2.29,,Cyanophycin synthetase,3300025683_28
KHKBPDMK_00809,CDS,2868,cphA,6.3.2.29,,Cyanophycin synthetase,3300025720_28
KGIEEEEO_00620,CDS,2109,cphA_1,6.3.2.29,,Cyanophycin synthetase,3300006056_51
KGIEEEEO_00621,CDS,1434,cphA_2,6.3.2.29,,Cyanophycin synthetase,3300006056_51
FBLJPFKB_00851,CDS,2799,cphA,6.3.2.29,COG0769,Cyanophycin synthetase,3300026303_11
LAFOGCPA_02031,CDS,2802,cphA,6.3.2.29,COG0769,Cyanophycin synthetase,3300009540_43
KFJOABNP_02880,CDS,2838,cphA,6.3.2.29,,Cyanophycin synthetase,3300026289_17
KEGGOOEI_01785,CDS,2628,cphA,6.3.2.29,COG0769,Cyanophycin synthetase,3300025678_35
EFGFBGNE_02694,CDS,2649,cphA,6.3.2.29,COG0769,Cyanophycin synthetase,3300012018_8
PIIIEEBG_00652,CDS,2649,cphA,6.3.2.29,,Cyanophycin synthetase,3300012018_14
DFHGDBHK_01444,CDS,1977,cphA,6.3.2.29,,Cyanophycin synthetase,3300025691_20
PCPIOKDP_00517,CDS,2682,cphA,6.3.2.29,,Cyanophycin synthetase,3300025867_35
AMNJLLDP_01008,CDS,2628,cphA,6.3.2.29,,Cyanophycin synthetase,3300026287_17
BKMCKIEO_00887,CDS,2679,cphA,6.3.2.29,COG0769,Cyanophycin synthetase,3300027786_3
HLPCGAAK_01045,CDS,909,cphA,6.3.2.29,,Cyanophycin synthetase,3300025847_35
DEMPAJKM_00945,CDS,2583,cphA_1,6.3.2.29,,Cyanophycin synthetase,3300026282_10
DEMPAJKM_00946,CDS,2172,cphA_2,6.3.2.29,,Cyanophycin synthetase,3300026282_10
GHFLKGNA_00851,CDS,2676,cphA_1,6.3.2.29,COG0769,Cyanophycin synthetase,3300025847_14
GHFLKGNA_00852,CDS,1431,cphA_2,6.3.2.29,,Cyanophycin synthetase,3300025847_14
EOICBKBF_00365,CDS,2130,cphA_1,6.3.2.29,,Cyanophycin synthetase,3300009769_12
EOICBKBF_00366,CDS,2607,cphA_2,6.3.2.29,COG0769,Cyanophycin synthetase,3300009769_12
JCEFCFOP_00523,CDS,267,cphA,6.3.2.29,,Cyanophycin synthetase,3300027789_29
KDNMKFKK_00279,CDS,606,cphA,6.3.2.29,,Cyanophycin synthetase,3300006056_179
AOLFBBDC_01436,CDS,2166,cphA_1,6.3.2.29,,Cyanophycin synthetase,3300026284_13
AOLFBBDC_01437,CDS,2595,cphA_2,6.3.2.29,,Cyanophycin synthetase,3300026284_13
PIDANNBJ_00856,CDS,2628,cphA,6.3.2.29,COG0769,Cyanophycin synthetase,3300025772_37
MBAEKDFC_01787,CDS,2640,cphA_1,6.3.2.29,,Cyanophycin synthetase,2030936003_2
MBAEKDFC_01788,CDS,1383,cphA_2,6.3.2.29,COG0769,Cyanophycin synthetase,2030936003_2
MBAEKDFC_01789,CDS,822,cphA_3,6.3.2.29,COG0769,Cyanophycin synthetase,2030936003_2
ONIKBGKM_02368,CDS,2862,cphA,6.3.2.29,,Cyanophycin synthetase,3300025847_30
KMNIJPAN_02283,CDS,2673,cphA_1,6.3.2.29,COG0769,Cyanophycin synthetase,3300025618_8
KMNIJPAN_02284,CDS,2301,cphA_2,6.3.2.29,COG0769,Cyanophycin synthetase,3300025618_8
EBLGKAKJ_01603,CDS,2655,cphA,6.3.2.29,,Cyanophycin synthetase,3300009540_35
HFNKDHBB_02387,CDS,2796,cphA,6.3.2.29,,Cyanophycin synthetase,3300026289_16
MIJABPNH_01385,CDS,2622,cphA,6.3.2.29,,Cyanophycin synthetase,3300026282_9
INNJGBJN_00935,CDS,771,cphA,6.3.2.29,COG0769,Cyanophycin synthetase,3300026286_18
LNDFONCA_02645,CDS,2583,cphA_1,6.3.2.29,,Cyanophycin synthetase,3300026288_7
LNDFONCA_02646,CDS,2172,cphA_2,6.3.2.29,,Cyanophycin synthetase,3300026288_7
BHDNGKEC_02536,CDS,1086,cphA,6.3.2.29,,Cyanophycin synthetase,3300025730_28
KGCLNBKH_00761,CDS,2544,cphA,6.3.2.29,,Cyanophycin synthetase,3300027794_26
BNGNNOCO_01258,CDS,1554,cphA,6.3.2.29,COG0769,Cyanophycin synthetase,3300006056_109
MELFFJGL_01509,CDS,2583,cphA_1,6.3.2.29,,Cyanophycin synthetase,3300026282_19
MELFFJGL_01510,CDS,2172,cphA_2,6.3.2.29,,Cyanophycin synthetase,3300026282_19
MNNAGDNE_02068,CDS,2835,cphA,6.3.2.29,COG0769,Cyanophycin synthetase,3300025866_6
AKJEFHCJ_00035,CDS,339,cphA_1,6.3.2.29,,Cyanophycin synthetase,3300003282_10
AKJEFHCJ_00036,CDS,234,cphA_2,6.3.2.29,,Cyanophycin synthetase,3300003282_10
AKJEFHCJ_00037,CDS,1458,cphA_3,6.3.2.29,,Cyanophycin synthetase,3300003282_10
KDOEAPAF_01097,CDS,2595,cphA_1,6.3.2.29,,Cyanophycin synthetase,3300026289_12
KDOEAPAF_01098,CDS,2166,cphA_2,6.3.2.29,,Cyanophycin synthetase,3300026289_12
OPJFLMPD_01389,CDS,2628,cphA,6.3.2.29,,Cyanophycin synthetase,3300025784_45
NMIJMGPG_00171,CDS,861,cphA,6.3.2.29,COG0769,Cyanophycin synthetase,3300009779_28
GBBECELF_02017,CDS,2628,cphA,6.3.2.29,,Cyanophycin synthetase,3300026299_21
IPBKKNGF_00550,CDS,2673,cphA_1,6.3.2.29,COG0769,Cyanophycin synthetase,3300025784_28
IPBKKNGF_00551,CDS,2298,cphA_2,6.3.2.29,COG0769,Cyanophycin synthetase,3300025784_28
FAJNMGPO_02302,CDS,3003,cphA,6.3.2.29,COG0769,Cyanophycin synthetase,3300012533_15
MHKILMKO_01311,CDS,2301,cphA_1,6.3.2.29,COG0769,Cyanophycin synthetase,3300025597_20
MHKILMKO_01312,CDS,2595,cphA_2,6.3.2.29,,Cyanophycin synthetase,3300025597_20
HDFBCHPC_01457,CDS,2625,cphA,6.3.2.29,,Cyanophycin synthetase,3300001594_33
LNOFAMIA_00340,CDS,2589,cphA,6.3.2.29,COG0769,Cyanophycin synthetase,3300025657_36
JAAJKJGP_01167,CDS,2202,cphA_1,6.3.2.29,COG0769,Cyanophycin synthetase,3300014810_4
JAAJKJGP_01168,CDS,2571,cphA_2,6.3.2.29,COG0769,Cyanophycin synthetase,3300014810_4
JAAJKJGP_02818,CDS,954,cphA_3,6.3.2.29,,Cyanophycin synthetase,3300014810_4
EDAGHFOC_01306,CDS,2172,cphA_1,6.3.2.29,,Cyanophycin synthetase,3300026288_28
EDAGHFOC_01307,CDS,2583,cphA_2,6.3.2.29,,Cyanophycin synthetase,3300026288_28
EILJIOFP_01738,CDS,2661,cphA,6.3.2.29,COG0769,Cyanophycin synthetase,3300009540_28
KKHCEBKF_01768,CDS,2619,cphA,6.3.2.29,COG0769,Cyanophycin synthetase,3300026284_40
KPCADMDF_01114,CDS,2049,cphA,6.3.2.29,,Cyanophycin synthetase,3300025597_9
BLFFHIBI_00931,CDS,2196,cphA,6.3.2.29,COG0769,Cyanophycin synthetase,3300028627_13
LLCECPHM_00790,CDS,948,cphA,6.3.2.29,,Cyanophycin synthetase,3300025902_41
DOINEPEK_04832,CDS,1065,cphA,6.3.2.29,,Cyanophycin synthetase,3300025682_1
LHMDHAMA_01538,CDS,2769,cphA,6.3.2.29,,Cyanophycin synthetase,3300027786_14
IOPOLCLB_01207,CDS,2868,cphA,6.3.2.29,,Cyanophycin synthetase,3300025682_17
AKDENIKC_01920,CDS,2799,cphA,6.3.2.29,COG0769,Cyanophycin synthetase,3300026283_10
OKGCHOJM_01297,CDS,1170,cphA,6.3.2.29,COG0769,Cyanophycin synthetase,3300009540_38
OJAECOOP_01532,CDS,2628,cphA,6.3.2.29,,Cyanophycin synthetase,3300026302_24
DECDBJIA_02014,CDS,1341,cphA,6.3.2.29,,Cyanophycin synthetase,3300027786_25
POICNGJJ_00473,CDS,2676,cphA,6.3.2.29,COG0769,Cyanophycin synthetase,3300012956_67
DLMKMHFD_01267,CDS,633,cphA,6.3.2.29,COG0769,Cyanophycin synthetase,3300025784_52
JIIPNOCP_01797,CDS,2574,cphA_1,6.3.2.29,,Cyanophycin synthetase,3300009540_46
JIIPNOCP_01798,CDS,2328,cphA_2,6.3.2.29,,Cyanophycin synthetase,3300009540_46
LLAOOLGD_04293,CDS,2685,cphA,6.3.2.29,,Cyanophycin synthetase,3300026286_6
PLMEPDII_00664,CDS,1026,cphA_1,6.3.2.29,COG0769,Cyanophycin synthetase,3300012956_129
PLMEPDII_00783,CDS,807,cphA_2,6.3.2.29,COG0769,Cyanophycin synthetase,3300012956_129
KKGOPHIK_01351,CDS,2649,cphA,6.3.2.29,COG0769,Cyanophycin synthetase,3300014059_6
PELFDOAJ_03151,CDS,2583,cphA_1,6.3.2.29,,Cyanophycin synthetase,3300026303_5
PELFDOAJ_03152,CDS,2172,cphA_2,6.3.2.29,,Cyanophycin synthetase,3300026303_5
JKBMBBLO_05232,CDS,1065,cphA,6.3.2.29,,Cyanophycin synthetase,3300025708_2
KJHKMFHD_01093,CDS,2583,cphA_1,6.3.2.29,,Cyanophycin synthetase,3300026289_25
KJHKMFHD_01094,CDS,2172,cphA_2,6.3.2.29,,Cyanophycin synthetase,3300026289_25
PHIGNLLC_01354,CDS,2637,cphA_1,6.3.2.29,,Cyanophycin synthetase,3300003281_8
PHIGNLLC_02061,CDS,2625,cphA_2,6.3.2.29,,Cyanophycin synthetase,3300003281_8
BBAKLHGI_02607,CDS,2172,cphA_1,6.3.2.29,,Cyanophycin synthetase,3300026284_9
BBAKLHGI_02608,CDS,2583,cphA_2,6.3.2.29,,Cyanophycin synthetase,3300026284_9
DJHKBDON_01273,CDS,1416,cphA,6.3.2.29,,Cyanophycin synthetase,3300026282_13
BNENIGOE_01609,CDS,2607,cphA_1,6.3.2.29,COG0769,Cyanophycin synthetase,3300025720_9
BNENIGOE_01610,CDS,2130,cphA_2,6.3.2.29,,Cyanophycin synthetase,3300025720_9
DEJCEMPP_01016,CDS,1068,cphA_1,6.3.2.29,,Cyanophycin synthetase,3300014773_2
DEJCEMPP_01017,CDS,1053,cphA_2,6.3.2.29,,Cyanophycin synthetase,3300014773_2
DEJCEMPP_01018,CDS,978,cphA_3,6.3.2.29,,Cyanophycin synthetase,3300014773_2
EDKBPMCG_00296,CDS,2649,cphA,6.3.2.29,,Cyanophycin synthetase,3300029239_5
LIMPOPPD_00206,CDS,2229,cphA,6.3.2.29,,Cyanophycin synthetase,3300014832_13
AIIAIKCG_01244,CDS,2790,cphA,6.3.2.29,COG0769,Cyanophycin synthetase,3300025715_33
NHFDIFGC_00395,CDS,2649,cphA,6.3.2.29,COG0769,Cyanophycin synthetase,3300027789_12
NFMAAHDF_02667,CDS,396,cphA_1,6.3.2.29,COG0769,Cyanophycin synthetase,3300003282_9
NFMAAHDF_02668,CDS,507,cphA_2,6.3.2.29,,Cyanophycin synthetase,3300003282_9
NFMAAHDF_02669,CDS,597,cphA_3,6.3.2.29,,Cyanophycin synthetase,3300003282_9
MJIJPGDM_02365,CDS,2790,cphA,6.3.2.29,COG0769,Cyanophycin synthetase,3300009779_20
