gene_id	gene_name	ac1_gene_length	ac_1	ac_2	ac_3	pr_1	pr_2	pr_3	prkm_pr_1	prkm_pr_2	prkm_pr_3	prkm_ac_1	prkm_ac_2	prkm_ac_3
AccIA_00041	Putative fatty-acid--CoA ligase FadD21	2846	9.908	15.201	13.058	4.371	15.963	12.681	7.80448805736561	11.1595451543049	10.5878106059085	7.23002686197975	12.1330469266985	12.3198693555691
AccIA_00042	Ferredoxin-type protein NapF	494	12.194	14.488	5.953	5.116	12.536	10.335	9.13469707194749	8.76376984616712	8.62905311979057	8.8981578073255	11.5639486792979	5.61649427735511
AccIA_00043	hypothetical protein	135	0.993	0	0	0	0	1	0	0	0.834934989820084	0.72460806156095	0	0
AccIA_00044	putative glycosyltransferase EpsJ	939	12.816	26.726	12.907	2.637	26.622	12.83	4.7084042569831	18.6111264234733	10.7122159193917	9.35204120540295	21.3320052735309	12.1774049450399
AccIA_00045	hypothetical protein	385	1.044	0.882	0.179	0.574	1.096	1.546	1.02488587163758	0.766200682147349	1.29080949426185	0.761823581339004	0.703989697345443	0.168881652216792
AccIA_00046	hypothetical protein	382	0.555	0.581	0	0	0	0	0	0	0	0.404992421114126	0.46373924507676	0
AccIA_00047	putative glycosyltransferase YkoT	1012	0.894	2.108	2.078	0.745	1.551	1.479	1.33020901458188	1.08428581935268	1.2348688499439	0.652366170227078	1.68255134014081	1.96053672238265
AccIA_00048	hypothetical protein	1836	8.149	12.65	8.238	2.796	16.061	9.028	4.99230121445762	11.2280557992414	7.53779308809572	5.94645628767389	10.0969043893649	7.7723298936421
AccIA_00049	hypothetical protein	173	3.532	21.188	9.073	3.973	25.117	11.912	7.0938529059514	17.558998661948	9.94574559873685	2.57735717364882	16.9117162214912	8.56012977968133
AccIA_00050	hypothetical protein	1099	7.389	7.608	5.521	2.841	9.18	6.199	5.07264940996928	6.41762980119768	5.1757620018947	5.39187207137347	6.07250977029946	5.20891397703302
AccIA_00051	Chaperone protein DnaJ	1109	28.715	34.282	26.34	12.065	34.261	21.379	21.5422439744031	23.9514612874547	17.8500751473636	20.953797067193	27.3630099823089	24.8510766446386
AccIA_00052	Ferredoxin, 2Fe-2S	308	31.214	23.925	24.468	14.071	26.61	22.654	25.1239879787672	18.6027373649096	18.9146172593842	22.7773575363177	19.0963191711902	23.0848953432429
AccIA_00053	hypothetical protein	669	35.939	28.045	28.042	11.997	31.078	25.877	21.4208289234077	21.7262635034446	21.6056127315743	26.2252659863434	22.384797122509	26.4568675500743
AccIA_00054	hypothetical protein	1310	127.958	103.264	86.743	56.325	125.12	101.934	100.569158048757	87.4699172903981	85.1082632523205	93.3730094070654	82.4226667876188	81.8396712750906
AccIA_00055	hypothetical protein	0	0	0	0	0.993	0	0	1.7730168476239	0	0	0	0	0
AccIA_00056	hypothetical protein	0	0	0	0	0	0	0	0	0	0	0	0	0
AccIA_00057	hypothetical protein	0	0	0	0	0	0	0	0	0	0	0	0	0
AccIA_00058	hypothetical protein	0	0	0	0	0.862	0.426	0	1.53911432291218	0.297811579009827	0	0	0	0
AccIA_00059	hypothetical protein	0	0	0	0	0	0	0.496	0	0	0.414127754950762	0	0	0
AccIA_00060	hypothetical protein	433	3.644	9.863	4.963	2.526	12.223	6.726	4.51021204138768	8.5449552352984	5.61577274152989	2.65908537394572	7.87239272666451	4.68245608911699
AccIA_00061	Bacteriohemerythrin	525	6.189	5.207	7.332	5.526	16.696	10.415	9.86675840883147	11.6719768149016	8.69584791897618	4.51621278247806	4.1560933719702	6.9175434304666
AccIA_00062	hypothetical protein	576	2.132	2.791	1.45	1.87	3.327	1.55	3.3389139023733	2.32586648677393	1.29414923422113	1.55575466993751	2.22770435974051	1.36803573024776
AccIA_00063	hypothetical protein	599	18.456	8.009	16.19	9.175	12.554	15.165	16.3821043070989	8.77635343401261	12.6617891206216	13.4676398632114	6.39257764857103	15.2748265329043
AccIA_00064	hypothetical protein	3606	34.2	10.69	27.278	12.501	13.689	24.938	22.3207287131383	9.56981855649184	20.8216087761333	24.9562897335191	8.53248283970837	25.7360542411713
AccIA_00065	hypothetical protein	8166	41.863	16.276	36.632	15.525	17.97	27.174	27.7201274515216	12.5626151990765	22.688523413371	30.5481040091904	12.9910842562295	34.5612999106455
AccIA_00066	Diadenosine hexaphosphate hydrolase	1140	22.338	14.592	25.375	8.287	13.378	14.091	14.7965665823356	9.35240212205039	11.7650689415548	16.300397662788	11.6469588023409	23.9406252793358
AccIA_00067	Mono(ADP-ribosyl)transferase SpvB	8177	15.797	15.126	31.498	7.335	14.757	17.83	13.0967558684001	10.3164447686573	14.8868908684921	11.527324822234	12.0731838571963	29.717509952651
AccIA_00068	hypothetical protein	942	18.901	7.355	16.516	7.235	8.989	18.286	12.9182043228186	6.28410395239281	15.2676212238501	13.7923635161767	5.87057168251217	15.5823987039807
AccIA_00069	hypothetical protein	0	0	0.569	0	0.1	2.178	0	0.17855154558146	1.52261412930376	0	0	0.454161153956414	0
AccIA_00070	hypothetical protein	3250	0.05	0.322	0.154	0	0.217	0.361	0	0.151702142359466	0.30141153132505	0.0364858037039753	0.257012111729289	0.145294829281486
AccIA_00071	Putative nuclease YhcG	720	0.403	1.685	0.241	0	1.939	2.061	0	1.35553204624426	1.72080101401919	0.294075577854041	1.34492362814861	0.227376973096352
AccIA_00072	hypothetical protein	2557	0.953	1.506	0.89	0.746	1.822	1.609	1.33199453003769	1.2737387252486	1.34341039862052	0.695419418597769	1.20205043560344	0.839690896496901
AccIA_00073	hypothetical protein	872	0.791	3.045	2.228	2.194	3.485	3.355	3.91742091005723	2.43632242452875	2.80120689084638	0.577205414596889	2.43044062178784	2.10205765999449
AccIA_00074	Lon protease	1034	1.342	2.716	0.5	1.707	1.666	2.103	3.04787488307552	1.16468096392106	1.75586828359164	0.979278971414697	2.16784129023835	0.471736458706124
AccIA_00075	hypothetical protein	0	0	0.382	0.488	0.137	0.499	0	0.2446156174466	0.348845018605408	0	0	0.304902567331019	0.460414783697177
AccIA_00076	hypothetical protein	170	27.276	15.129	34.105	15.606	26.712	21.556	27.8647542034426	18.6740443627007	17.9978586405617	19.9037356365926	12.0755783799764	32.1771438483447
AccIA_00077	hypothetical protein	481	29.249	26.825	28.634	15.426	27.293	29.897	27.543361421396	19.0802146148244	24.9620513906511	21.3434654507515	21.4110245252738	27.0154035171823
AccIA_00078	hypothetical protein	629	5.649	8.183	5.585	4.477	6.119	6.585	7.99375269568196	4.27772077925148	5.49804690796526	4.12216610247513	6.53145996981605	5.26929624374741
AccIA_00079	hypothetical protein	468	10.156	12.811	5.582	7.91	8.671	6.319	14.1234272554935	6.06179390045589	5.27595420067311	7.41099644835146	10.2254104452296	5.26646582499517
AccIA_00080	Nitrous-oxide reductase	2298	203.117	419.225	328.208	62.437	324.372	249.906	111.482228514696	226.764642034215	208.655263565978	148.217739818807	334.614604160593	309.655359278039
AccIA_00081	Cytochrome c4	315	55.657	109.013	107.59	17.356	103.016	87.025	30.9894062511182	72.0172714161417	72.6602174890928	40.6138075350431	87.0113706085246	101.508251184384
AccIA_00082	Cytochrome c4	732	271.102	386.995	334.191	90.026	343.721	248.648	160.742814425165	240.291299879899	207.604915348784	197.827487115102	308.889447759863	315.300157742917
AccIA_00083	hypothetical protein	990	24.38	36.254	23.071	11.07	36.153	28.251	19.7656560958676	25.2741361876579	23.5877483974072	17.7904778860584	28.9370096230858	21.766863677618
AccIA_00084	putative ABC transporter binding protein NosD	1425	12.618	19.465	15.781	6.967	21.44	13.51	12.4396861806603	14.9884513004007	11.2799717124693	9.20755742273521	15.5364619714615	14.8889461096827
AccIA_00085	Ferredoxin-type protein NapG	902	24.057	29.551	28.587	9.629	39.81	26.823	17.1927283240388	27.8307017849324	22.3954612319441	17.5547795941307	23.5868475581124	26.9710602900639
AccIA_00086	Ferredoxin-type protein NapH	962	10.6	22.677	16.644	4.703	21.654	16.641	8.39727918869606	15.1380561781192	13.894153165596	7.73499038524276	18.1001976946742	15.7031632374095
AccIA_00087	Arginine transport ATP-binding protein ArtM	872	21.87	39.498	31.231	8.898	44.084	25.07	15.8875165258383	30.8186048100216	20.9318201947895	15.9588905401188	31.5262869226194	29.4656026837019
AccIA_00088	hypothetical protein	406	10.897	21.831	14.909	4.062	23.683	21.866	7.2527637815189	16.5565061635909	18.256688487406	7.95171605924438	17.4249422706897	14.0662377256992
AccIA_00089	putative ABC transporter permease protein NosY	825	4.196	11.552	12.029	0.871	12.011	11.245	1.55518396201452	8.39674853400712	9.38884396052685	3.06188864683761	9.22050905185323	11.3490357235519
AccIA_00090	Thiol-disulfide oxidoreductase ResA	500	9.258	20.494	12.273	2.583	21.27	13.564	4.61198642236911	14.8696063040822	11.3250582019196	6.75571141382807	16.3577832850312	11.5792431154005
AccIA_00091	hypothetical protein	1164	19.645	37.111	24.941	5.249	37.146	27.852	9.37217062757083	25.9683307838006	23.254609336469	14.3352722752919	29.6210449639305	23.5311580331789
AccIA_00092	hypothetical protein	981	26.278	35.239	34.084	14.209	38.409	31.878	25.3703891116696	26.8512791976255	26.6160576054846	19.1754789946613	28.1268627491565	32.1573309170791
AccIA_00093	hypothetical protein	480	15.398	27.534	18.559	7.112	23.61	22.511	12.6985859217534	16.5054727239954	18.7952215558399	11.2361681086762	21.9769300756343	17.5099138742539
AccIA_00094	hypothetical protein	485	20.567	27.6	24.153	7.502	27.863	23.268	13.3949369495211	19.4786948965982	19.4272673431337	15.0080704955932	22.0296095767962	22.787701374258
AccIA_00095	hypothetical protein	2280	5.661	10.504	8.019	2.058	8.982	8.201	3.67459080806644	6.27921033489734	6.84730185151451	4.13092269536408	8.384022427343	7.56570932472882
AccIA_00096	Enoyl-[acyl-carrier-protein] reductase [NADH] FabI	834	46.376	22.827	34.235	20.767	38.597	27.85	37.0797994709018	26.9827077817894	23.2529394664893	33.8413126515112	18.2199238336785	32.2997953276083
AccIA_00097	Zinc-type alcohol dehydrogenase-like protein	951	1.402	2.655	1.457	0.142	3.244	1.926	0.253543194725673	2.26784216504197	1.60808479039348	1.02306193585947	2.11915266037659	1.37464004066965
AccIA_00098	hypothetical protein	243	0.424	0.406	0.541	0	2.528	0	0	1.7672950040771	0	0.309399615409711	0.324058749571712	0.510418848320026
AccIA_00099	HTH-type transcriptional regulator DmlR	409	1.787	1.65	6.194	0.929	0.628	0.294	1.65874385845176	0.439027398164722	0.245470887007105	1.30400262438008	1.3169875290476	5.84387125045146
AccIA_00100	hypothetical protein	1464	38.153	150.953	97.363	12.45	94.994	69.458	22.2296674248918	66.4091857663369	57.9929145229234	27.8408573743554	120.486799074134	91.8593536580087
AccIA_00101	hypothetical protein	0	0	1.541	0	0.502	1.082	0.8	0.896328758818929	0.756413447156416	0.667947991856067	0	1.22998653470445	0
AccIA_00102	hypothetical protein	1762	0.707	0.317	0.242	0.144	0.714	0.173	0.257114225637302	0.499148984537598	0.144443753238875	0.515909264374211	0.253021240429144	0.228320446013764
AccIA_00103	hypothetical protein	0	0	0.384	0	0	0.375	0	0	0.262158080114284	0	0	0.306498915851077	0
AccIA_00104	Demethylmenaquinone methyltransferase	0	0	0	0	0.609	0	0	1.08737891259109	0	0	0	0	0
AccIA_00105	hypothetical protein	0	0	0.563	0	0	0	0	0	0	0	0	0.449372108396241	0
AccIA_00106	hypothetical protein	974	20.194	50.344	33.284	10.314	37.136	25.084	18.4158064112718	25.9613399016642	20.943509284647	14.7358863999615	40.1832849468923	31.4025525831493
AccIA_00107	Thioredoxin 2	423	11.054	11.972	12.217	9.274	5.481	6.074	16.5588703372246	3.83170249895038	5.07139512816719	8.06628148287486	9.55574224106535	11.5264086320254
AccIA_00108	hypothetical protein	1893	22.866	63.783	15.833	21.432	70.871	18.96	38.2671672490185	49.5450807887452	15.8303674069888	16.685687749902	50.9099488274199	14.9380067013881
AccIA_00109	Phosphate acetyltransferase	942	33.542	27.877	27.001	18.494	37.959	28.754	33.0213228398352	26.5366895014883	24.0077206972867	24.4761365567748	22.2507038468242	25.4747122430481
AccIA_00110	Protein lysine acetyltransferase Pka	528	51.288	32.93	37.672	15.526	35.423	35.21	27.7219129669775	24.7638017917021	29.3980609915652	37.4256780073897	26.2838783827499	35.5425117447542
AccIA_00111	putative cyclic di-GMP phosphodiesterase PdeB	782	8.739	21.883	14.907	3.751	32.589	15.05	6.69746847476056	22.7825857942518	12.5657715967923	6.3769887713808	17.4664473322112	14.0643507798644
AccIA_00112	4-alpha-glucanotransferase	1560	35.599	72.813	45.884	16.191	86.692	50.585	28.9092807450942	60.6053554167135	42.235186460049	25.9771625211563	58.1174623954804	43.2903113425436
AccIA_00113	hypothetical protein	570	41.435	56.784	44.916	15.214	62.318	56.387	27.1648321447633	43.5657792974986	47.0794792709851	30.2357855294843	45.323527181478	42.3770295584885
AccIA_00114	Acetate kinase	1185	61.833	42.523	34.583	21.098	43.439	33.281	37.6708050867764	30.3676929122251	27.7874713962022	45.1205340085581	33.9407640592066	32.6281239028678
AccIA_00115	K(+)/H(+) antiporter NhaP2	1248	9.974	11.12	8.241	4.559	13.083	9.196	8.14016496305876	9.14617109902716	7.6780621663855	7.27818812286899	8.87569777152077	7.77516031239434
AccIA_00116	hypothetical protein	444	56.725	88.58	65.462	25.968	76.631	64.73	46.3662653565935	53.5718288993006	54.0453418910541	41.39314430216	70.7022759533552	61.7616241196406
AccIA_00117	Glutamate/aspartate import solute-binding protein	906	70.329	62.088	77.565	31.125	70.177	92.268	55.5741685622294	49.0599135684804	77.0377816407195	51.3202017739376	49.557043456671	73.180476839081
AccIA_00118	Putative malate transporter YflS	1411	50.144	37.803	56.179	28.228	49.353	52.626	50.4015302867345	34.5021006076808	43.9392887742718	36.5908828186428	30.1733815518705	53.0033650273027
AccIA_00119	hypothetical protein	629	75.598	44.804	60.221	28.34	49.91	64.786	50.6015080177857	34.8914927426772	54.092098250484	55.1650757682625	35.7613995463324	56.816882559483
AccIA_00120	hypothetical protein	981	24.959	18.343	22.317	10.225	17.562	18.2	18.2568955357043	12.2773872079122	15.1958168147255	18.2129834929504	14.6409104517091	21.0554850978891
AccIA_00121	Polyphosphate:ADP phosphotransferase 3	877	40.198	43.763	47.046	18.196	51.787	46.187	32.4892392340024	36.2036813196759	38.5631423748202	29.333126745848	34.9305001416424	44.3866268725766
AccIA_00122	Outer membrane protein OprM	1384	23.833	24.032	17.854	9.714	30.574	24.495	17.344497137783	21.373923043771	20.451732575643	17.3913231935369	19.1817238170132	16.8447654674783
AccIA_00123	Efflux pump membrane transporter BepE	3111	0.786	1.47	1.066	0.465	1.862	1.311	0.830264686953789	1.30170225379413	1.09459977165413	0.573556834226492	1.1733161622424	1.00574212996146
AccIA_00124	Multidrug export protein AcrE	1143	7.034	10.905	8.12	3.572	12.97	7.151	6.37786120816975	9.06717413088605	5.97062011220342	5.13282286507525	8.70409030561457	7.66100008938745
AccIA_00125	Ribonuclease G	2845	17.079	27.154	18.589	10.16	33.505	19.863	18.1408370310763	23.4229505979443	16.5843137027963	12.4628208292039	21.6736238568233	17.5382180617763
AccIA_00126	Ribosomal large subunit pseudouridine synthase C	985	16.577	18.865	15.057	6.314	13.954	12.164	11.2737445880134	9.75507693310594	10.1561492161715	12.096503360016	15.0575574154442	14.2058717174762
AccIA_00127	putative protein	657	14.107	15.331	13.359	7.437	14.014	10.289	13.2788784448932	9.79702222592422	8.59064611025885	10.2941046570396	12.2368095805022	12.6038547037102
AccIA_00128	hypothetical protein	360	24.061	16.95	17.636	11.631	19.683	14.549	20.7673302665796	13.7601533090386	12.1474691668924	17.557698458427	13.5290537074889	16.6390883714824
AccIA_00129	Putative signal peptide peptidase SppA	957	98.626	78.963	104.95	40.435	75.022	90.753	72.1973174558633	52.4469959635569	75.7728551311421	71.9689775221654	63.0262340946578	99.0174826824154
AccIA_00130	Ribosomal RNA small subunit methyltransferase I	711	20.482	24.43	23.706	9.553	29.629	21.866	17.0570291493969	20.713284681883	18.256688487406	14.9460446292964	19.4993971725047	22.3659689801748
AccIA_00131	Maf-like protein YceF	578	12.922	16.855	9.067	5.824	25.171	11.537	10.3988420146642	17.5967494254844	9.63264497755431	9.42939110925538	13.4532271527862	8.55446894217685
AccIA_00132	hypothetical protein	492	59.325	154.571	88.283	22.949	130.022	69.593	40.9757941954892	90.896847713652	58.1056307465491	43.2904060947667	123.374593546919	83.2926195679055
AccIA_00133	50S ribosomal protein L32	180	41.3	90.6	45.739	11.888	87.556	29.006	21.226207738724	61.2093676332968	24.2181243147214	30.1372738594836	72.3145879586135	43.1535077695188
AccIA_00134	Phosphate acyltransferase	1017	9.16	59.768	20.446	6.196	63.82	27.803	11.0630537642273	44.615809794383	23.2136975219678	6.68419923856828	47.7052791734041	19.2902472694108
AccIA_00135	3-oxoacyl-[acyl-carrier-protein] synthase 3	960	12.583	59.579	28.572	4.943	69.293	30.423	8.82580289809156	48.4419195876243	25.4012271952964	9.18201736014242	47.5544242382586	26.9569081963027
AccIA_00136	Malonyl CoA-acyl carrier protein transacylase	938	12.354	39.586	16.442	4.98	38.387	21.035	8.8918669699567	26.8358992569254	17.5628575108655	9.01491237917822	31.5965262575019	15.5125817080922
AccIA_00137	3-oxoacyl-[acyl-carrier-protein] reductase FabG	747	7.677	33.979	16.776	3.518	40.442	18.212	6.28144337355576	28.2725255359517	15.2058360346034	5.60203030070837	27.1211631815202	15.8277016625079
AccIA_00138	Acyl carrier protein	237	197.949	155.726	139.658	90.2	192.464	149.367	161.053494114477	134.549313949642	124.711734624457	144.446567147964	124.296484817252	131.76354069996
AccIA_00139	3-oxoacyl-[acyl-carrier-protein] synthase 2	1239	126.499	137.525	94.393	58.689	145.299	101.157	104.790116586303	101.576818353401	84.4595187652303	92.3083536549834	109.768915110467	89.0572390932943
AccIA_00140	hypothetical protein	409	2.919	15.055	5.49	1.853	18.611	6.035	3.30856013962445	13.0107307440185	5.03883266356421	2.13004122023808	12.0165134847343	5.17966631659324
AccIA_00141	L-aspartate oxidase	1584	8.306	19.214	14.933	5.329	24.397	11.658	9.515011864036	17.0556551481285	9.73367211132254	6.06102171130438	15.3361202321943	14.0888810757171
AccIA_00142	ECF RNA polymerase sigma-E factor	600	82.667	40.115	49.878	40.868	37.448	42.987	72.970445648231	26.1794554243193	35.891350407396	60.3234386959305	32.0187604410572	47.0585421746881
AccIA_00143	Protein RseC	417	34.856	20.647	32.381	13.947	21.113	18.298	24.9025840622462	14.759849454541	15.2776404437279	25.4349834781153	16.4799039468156	30.550596538726
AccIA_00144	Putative serine protease HtrA	1458	79.689	56.821	62.449	36.159	61.875	50.522	64.5624533668001	43.2560832188569	42.1825855556903	58.1503442273218	45.3530596290991	58.9189402194775
AccIA_00145	hypothetical protein	250	68.58	46.647	49.44	19.837	45.804	45.139	35.4192700969942	32.0210365374792	37.6881305054888	50.0439283603725	37.2324347075656	46.6453010368615
AccIA_00146	Elongation factor 4	1772	16.913	34.409	18.963	8.51	38.143	21.581	15.1947365289822	26.6653217327977	18.0187320153072	12.3416879609067	27.4643781133326	17.8910769328885
AccIA_00147	Signal peptidase I	789	7.484	15.925	11.019	5.167	15.549	11.099	9.22575836019403	10.8701226338587	9.26694345201312	5.46119509841102	12.7109250909594	10.3961280769656
AccIA_00148	hypothetical protein	368	17.582	27.496	21.554	8.298	30.867	27.962	14.8162072523495	21.578755890367	23.3464521853492	12.8298680144659	21.9465994537532	20.3356152619036
AccIA_00149	Ribonuclease 3	625	5.008	15.366	12.436	2.73	19.67	10.019	4.87445719437386	13.7510651622613	8.36521366300743	3.65441809899017	12.2647456796033	11.7330292009387
AccIA_00150	GTPase Era	885	15.835	34.302	20.892	6.878	33.171	27.153	12.2807753050928	23.1894551345891	22.6709897785847	11.555054033049	27.3789734675095	19.7110361905767
AccIA_00151	DNA repair protein RecO	712	3.183	12.25	5.244	1.559	14.955	8.744	2.78361859561496	10.4548642349577	7.30067155098682	2.32268626379507	9.77763468535337	4.94757197890983
