dbscan_label,full_index_pos,measurement,dissimilarity,representative_id,order
0.0,2.0,representative_relative_dissimilarity,0.42857142857142855,GCF_900103035_02218,0
0.0,3.0,representative_relative_dissimilarity,0.8461538461538461,GCF_900103035_02218,0
0.0,4.0,representative_relative_dissimilarity,0.6363636363636364,GCF_900103035_02218,0
0.0,5.0,representative_relative_dissimilarity,0.75,GCF_900103035_02218,0
0.0,6.0,representative_relative_dissimilarity,0.7333333333333333,GCF_900103035_02218,0
0.0,7.0,representative_relative_dissimilarity,0.5454545454545454,GCF_900103035_02218,0
0.0,8.0,representative_relative_dissimilarity,0.6,GCF_900103035_02218,0
0.0,9.0,representative_relative_dissimilarity,0.6,GCF_900103035_02218,0
0.0,10.0,representative_relative_dissimilarity,0.75,GCF_900103035_02218,0
0.0,11.0,representative_relative_dissimilarity,0.7142857142857143,GCF_900103035_02218,0
0.0,12.0,representative_relative_dissimilarity,0.7142857142857143,GCF_900103035_02218,0
0.0,14.0,representative_relative_dissimilarity,0.6666666666666666,GCF_900103035_02218,0
0.0,16.0,representative_relative_dissimilarity,0.6666666666666666,GCF_900103035_02218,0
0.0,20.0,representative_relative_dissimilarity,0.6666666666666666,GCF_900103035_02218,0
0.0,21.0,representative_relative_dissimilarity,0.5833333333333334,GCF_900103035_02218,0
0.0,22.0,representative_relative_dissimilarity,0.7142857142857143,GCF_900103035_02218,0
0.0,23.0,representative_relative_dissimilarity,0.6666666666666666,GCF_900103035_02218,0
0.0,27.0,representative_relative_dissimilarity,0.7692307692307693,GCF_900103035_02218,0
0.0,28.0,representative_relative_dissimilarity,0.6666666666666666,GCF_900103035_02218,0
0.0,29.0,representative_relative_dissimilarity,0.7142857142857143,GCF_900103035_02218,0
0.0,30.0,representative_relative_dissimilarity,0.6666666666666666,GCF_900103035_02218,0
0.0,32.0,representative_relative_dissimilarity,0.6666666666666666,GCF_900103035_02218,0
0.0,34.0,representative_relative_dissimilarity,0.8571428571428571,GCF_900103035_02218,0
0.0,35.0,representative_relative_dissimilarity,0.6666666666666666,GCF_900103035_02218,0
0.0,36.0,representative_relative_dissimilarity,0.5833333333333334,GCF_900103035_02218,0
0.0,37.0,representative_relative_dissimilarity,0.0,GCF_900103035_02218,0
0.0,38.0,representative_relative_dissimilarity,0.8181818181818182,GCF_900103035_02218,0
-1.0,13.0,mean_dissimilarity,0.9721967846967847,GCF_000332235_02686,2
-1.0,15.0,mean_dissimilarity,1.0,GCF_000332235_02686,2
-1.0,17.0,mean_dissimilarity,0.9389880952380952,GCF_000332235_02686,2
-1.0,18.0,mean_dissimilarity,0.9377516103059581,GCF_000332235_02686,2
-1.0,19.0,mean_dissimilarity,0.9478121516164995,GCF_000332235_02686,2
-1.0,13.0,representative_relative_dissimilarity,0.9629629629629629,GCF_000332235_02686,2
-1.0,15.0,representative_relative_dissimilarity,1.0,GCF_000332235_02686,2
-1.0,17.0,representative_relative_dissimilarity,0.875,GCF_000332235_02686,2
-1.0,18.0,representative_relative_dissimilarity,0.0,GCF_000332235_02686,2
-1.0,19.0,representative_relative_dissimilarity,0.9130434782608695,GCF_000332235_02686,2
1.0,24.0,mean_dissimilarity,0.765625,GCF_009184895_02176,1
1.0,25.0,mean_dissimilarity,0.7618551587301587,GCF_009184895_02176,1
1.0,26.0,mean_dissimilarity,0.7384661835748793,GCF_009184895_02176,1
1.0,31.0,mean_dissimilarity,0.7125,GCF_009184895_02176,1
1.0,33.0,mean_dissimilarity,0.7583074534161491,GCF_009184895_02176,1
1.0,24.0,representative_relative_dissimilarity,0.7222222222222222,GCF_009184895_02176,1
1.0,25.0,representative_relative_dissimilarity,0.7777777777777778,GCF_009184895_02176,1
1.0,26.0,representative_relative_dissimilarity,0.75,GCF_009184895_02176,1
1.0,31.0,representative_relative_dissimilarity,0.0,GCF_009184895_02176,1
1.0,33.0,representative_relative_dissimilarity,0.6,GCF_009184895_02176,1
