region_id,assembly_id,contig_id,locus_tag,strand,pseudo_check,pident,qcovs,evalue,seed_region_id,dbscan_label,mean_dissimilarity,representative_relative_dissimilarity,label_representative,full_index_pos,orf_id,ortho_cluster_id,ortho_cluster_members,i_val,mmseqs_cluster_representative,mmseqs_cluster_id,genus,species,organism,refseq_locus_tag,refseq_product,refseq_gene,cds_start,cds_end,global_strand,gene_position,is_seed,relative_seed_position,new_pos,order
GCF_000332235_02686,GCF_000332235,GCF_000332235_0,GCF_000332235_02691,-1,g,99.425,99,0.0,GCF_000332235_02686,-1.0,0.9377516103059581,0.0,18.0,18.0,GCF_000332235_02691,174.0,GCF_000332235_02691,4.0,GCF_000332235_02691,173.0,geminocystis,herdmanii,Geminocystis herdmanii PCC 6308,SYN6308_RS13990,DEAD/DEAH box helicase family protein,NA,2811551,2813939,1,11.0,0,6.0,5.0,2
GCF_000332235_02686,GCF_000332235,GCF_000332235_0,GCF_000332235_02692,-1,g,99.425,99,0.0,GCF_000332235_02686,-1.0,0.9377516103059581,0.0,18.0,18.0,GCF_000332235_02692,181.0,GCF_000332235_02692,4.0,GCF_000332235_02692,174.0,geminocystis,herdmanii,Geminocystis herdmanii PCC 6308,SYN6308_RS13995,hypothetical protein,NA,2814044,2814506,1,12.0,0,6.0,6.0,2
GCF_000332235_02686,GCF_000332235,GCF_000332235_0,GCF_000332235_02693,-1,g,99.425,99,0.0,GCF_000332235_02686,-1.0,0.9377516103059581,0.0,18.0,18.0,GCF_000332235_02693,186.0,GCF_000332235_02693,4.0,GCF_000332235_02693,175.0,geminocystis,herdmanii,Geminocystis herdmanii PCC 6308,SYN6308_RS14000,hypothetical protein,NA,2814498,2814741,1,13.0,0,6.0,7.0,2
GCF_000340785_01348,GCF_000340785,GCF_000340785_0,GCF_000340785_01343,-1,g,75.433,99,0.0,GCF_000340785_01348,-1.0,0.9478121516164995,0.9130434782608695,18.0,19.0,GCF_000340785_01343,190.0,GCF_000340785_01343,4.0,GCF_000340785_01343,176.0,synechocystis,sp.,Synechocystis sp. PCC 6803,MYO_RS06780,response regulator,NA,1439470,1442515,1,1.0,0,6.0,-5.0,2
GCF_000340785_01348,GCF_000340785,GCF_000340785_0,GCF_000340785_01344,1,g,75.433,99,0.0,GCF_000340785_01348,-1.0,0.9478121516164995,0.9130434782608695,18.0,19.0,GCF_000340785_01344,197.0,GCF_000340785_01344,4.0,GCF_000340785_01344,177.0,synechocystis,sp.,Synechocystis sp. PCC 6803,MYO_RS06785,NAD(P)/FAD-dependent oxidoreductase,NA,1442583,1443861,1,2.0,0,6.0,-4.0,2
GCF_000340785_01348,GCF_000340785,GCF_000340785_0,GCF_000340785_01345,1,g,75.433,99,0.0,GCF_000340785_01348,-1.0,0.9478121516164995,0.9130434782608695,18.0,19.0,GCF_000340785_01345,205.0,GCF_000340785_01345,4.0,GCF_000340785_01345,178.0,synechocystis,sp.,Synechocystis sp. PCC 6803,MYO_RS18670,type II toxin-antitoxin system HicA family toxin,NA,1443893,1444304,1,3.0,0,6.0,-3.0,2
GCF_000340785_01348,GCF_000340785,GCF_000340785_0,GCF_000340785_01346,1,g,75.433,99,0.0,GCF_000340785_01348,-1.0,0.9478121516164995,0.9130434782608695,18.0,19.0,GCF_000340785_01346,49.0,GCF_000340785_01346,4.0,GCF_000340785_01346,179.0,synechocystis,sp.,Synechocystis sp. PCC 6803,MYO_RS06795,S-layer homology domain-containing protein,NA,1444342,1445308,1,4.0,0,6.0,-2.0,2
GCF_000340785_01348,GCF_000340785,GCF_000340785_0,GCF_000340785_01347,1,g,75.433,99,0.0,GCF_000340785_01348,-1.0,0.9478121516164995,0.9130434782608695,18.0,19.0,GCF_000340785_01347,12.0,GCF_000340785_01347,4.0,GCF_000340785_01347,180.0,synechocystis,sp.,Synechocystis sp. PCC 6803,MYO_RS06800,cyanophycinase,NA,1445565,1446381,1,5.0,0,6.0,-1.0,2
GCF_000340785_01348,GCF_000340785,GCF_000340785_0,GCF_000340785_01348,1,g,75.433,99,0.0,GCF_000340785_01348,-1.0,0.9478121516164995,0.9130434782608695,18.0,19.0,GCF_000340785_01348,9.0,GCF_000340785_01348,4.0,GCF_000340785_01348,181.0,synechocystis,sp.,Synechocystis sp. PCC 6803,MYO_RS06805,cyanophycin synthetase,cphA,1446528,1449150,1,6.0,1,6.0,0.0,2
GCF_000340785_01348,GCF_000340785,GCF_000340785_0,GCF_000340785_01349,1,g,75.433,99,0.0,GCF_000340785_01348,-1.0,0.9478121516164995,0.9130434782608695,18.0,19.0,GCF_000340785_01349,63.0,GCF_000340785_01349,4.0,GCF_000340785_01349,182.0,synechocystis,sp.,Synechocystis sp. PCC 6803,MYO_RS06810,DUF4129 domain-containing protein,NA,1449182,1449812,1,7.0,0,6.0,1.0,2
GCF_000340785_01348,GCF_000340785,GCF_000340785_0,GCF_000340785_01350,-1,g,75.433,99,0.0,GCF_000340785_01348,-1.0,0.9478121516164995,0.9130434782608695,18.0,19.0,GCF_000340785_01350,68.0,GCF_000340785_01350,4.0,GCF_000340785_01350,183.0,synechocystis,sp.,Synechocystis sp. PCC 6803,MYO_RS06815,glutathione S-transferase family protein,NA,1449787,1450987,1,8.0,0,6.0,2.0,2
GCF_000340785_01348,GCF_000340785,GCF_000340785_0,GCF_000340785_01351,1,g,75.433,99,0.0,GCF_000340785_01348,-1.0,0.9478121516164995,0.9130434782608695,18.0,19.0,GCF_000340785_01351,72.0,GCF_000340785_01351,4.0,GCF_000340785_01351,184.0,synechocystis,sp.,Synechocystis sp. PCC 6803,MYO_RS06820,hypothetical protein,NA,1451340,1451631,1,9.0,0,6.0,3.0,2
GCF_000340785_01348,GCF_000340785,GCF_000340785_0,GCF_000340785_01352,1,g,75.433,99,0.0,GCF_000340785_01348,-1.0,0.9478121516164995,0.9130434782608695,18.0,19.0,GCF_000340785_01352,76.0,GCF_000340785_01352,4.0,GCF_000340785_01352,185.0,synechocystis,sp.,Synechocystis sp. PCC 6803,MYO_RS06825,hypothetical protein,NA,1451698,1453123,1,10.0,0,6.0,4.0,2
GCF_000340785_01348,GCF_000340785,GCF_000340785_0,GCF_000340785_01353,1,g,75.433,99,0.0,GCF_000340785_01348,-1.0,0.9478121516164995,0.9130434782608695,18.0,19.0,GCF_000340785_01353,80.0,GCF_000340785_01353,4.0,GCF_000340785_01353,186.0,synechocystis,sp.,Synechocystis sp. PCC 6803,MYO_RS06835,Rpn family recombination-promoting nuclease/putative transposase,NA,1453370,1454177,1,11.0,0,6.0,5.0,2
GCF_000340785_01348,GCF_000340785,GCF_000340785_0,GCF_000340785_01354,-1,g,75.433,99,0.0,GCF_000340785_01348,-1.0,0.9478121516164995,0.9130434782608695,18.0,19.0,GCF_000340785_01354,85.0,GCF_000340785_01354,4.0,GCF_000340785_01354,187.0,synechocystis,sp.,Synechocystis sp. PCC 6803,MYO_RS06840,tRNA uridine-5-carboxymethylaminomethyl(34) synthesis GTPase MnmE,mnmE,1454221,1455592,1,12.0,0,6.0,6.0,2
GCF_000046845_01132,GCF_000046845,GCF_000046845_0,GCF_000046845_01127,1,g,39.729,99,0.0,GCF_000046845_01132,-1.0,1.0,1.0,18.0,15.0,GCF_000046845_01127,107.0,GCF_000046845_01127,4.0,GCF_000046845_01127,129.0,acinetobacter,baylyi,Acinetobacter baylyi ADP1,ACIAD_RS05855,hypothetical protein,NA,1273020,1274040,1,1.0,0,6.0,-5.0,2
GCF_000046845_01132,GCF_000046845,GCF_000046845_0,GCF_000046845_01128,1,g,39.729,99,0.0,GCF_000046845_01132,-1.0,1.0,1.0,18.0,15.0,GCF_000046845_01128,111.0,GCF_000046845_01128,4.0,GCF_000046845_01128,130.0,acinetobacter,baylyi,Acinetobacter baylyi ADP1,ACIAD_RS05860,Rossmann-like and DUF2520 domain-containing protein,NA,1274133,1274916,1,2.0,0,6.0,-4.0,2
GCF_000046845_01132,GCF_000046845,GCF_000046845_0,GCF_000046845_01129,1,g,39.729,99,0.0,GCF_000046845_01132,-1.0,1.0,1.0,18.0,15.0,GCF_000046845_01129,115.0,GCF_000046845_01129,4.0,GCF_000046845_01129,131.0,acinetobacter,baylyi,Acinetobacter baylyi ADP1,ACIAD_RS05865,class I SAM-dependent methyltransferase,NA,1274946,1275615,1,3.0,0,6.0,-3.0,2
GCF_000046845_01132,GCF_000046845,GCF_000046845_0,GCF_000046845_01130,1,g,39.729,99,0.0,GCF_000046845_01132,-1.0,1.0,1.0,18.0,15.0,GCF_000046845_01130,120.0,GCF_000046845_01130,4.0,GCF_000046845_01130,132.0,acinetobacter,baylyi,Acinetobacter baylyi ADP1,ACIAD_RS05870,amino acid permease,NA,1276346,1277831,1,4.0,0,6.0,-2.0,2
GCF_000046845_01132,GCF_000046845,GCF_000046845_0,GCF_000046845_01131,1,g,39.729,99,0.0,GCF_000046845_01132,-1.0,1.0,1.0,18.0,15.0,GCF_000046845_01131,124.0,GCF_000046845_01131,4.0,GCF_000046845_01131,133.0,acinetobacter,baylyi,Acinetobacter baylyi ADP1,ACIAD_RS05875,universal stress protein,NA,1277827,1278715,1,5.0,0,6.0,-1.0,2
GCF_000046845_01132,GCF_000046845,GCF_000046845_0,GCF_000046845_01132,1,g,39.729,99,0.0,GCF_000046845_01132,-1.0,1.0,1.0,18.0,15.0,GCF_000046845_01132,127.0,GCF_000046845_01132,4.0,GCF_000046845_01132,134.0,acinetobacter,baylyi,Acinetobacter baylyi ADP1,ACIAD_RS05880,cyanophycin synthetase,cphA,1278772,1281517,1,6.0,1,6.0,0.0,2
GCF_000046845_01132,GCF_000046845,GCF_000046845_0,GCF_000046845_01133,1,g,39.729,99,0.0,GCF_000046845_01132,-1.0,1.0,1.0,18.0,15.0,GCF_000046845_01133,132.0,GCF_000046845_01133,4.0,GCF_000046845_01133,135.0,acinetobacter,baylyi,Acinetobacter baylyi ADP1,ACIAD_RS05885,cyanophycinase,NA,1281524,1283720,1,7.0,0,6.0,1.0,2
GCF_000046845_01132,GCF_000046845,GCF_000046845_0,GCF_000046845_01134,1,g,39.729,99,0.0,GCF_000046845_01132,-1.0,1.0,1.0,18.0,15.0,GCF_000046845_01134,136.0,GCF_000046845_01134,4.0,GCF_000046845_01134,136.0,acinetobacter,baylyi,Acinetobacter baylyi ADP1,ACIAD_RS05890,hypothetical protein,NA,1283769,1284261,1,8.0,0,6.0,2.0,2
GCF_000046845_01132,GCF_000046845,GCF_000046845_0,GCF_000046845_01135,1,g,39.729,99,0.0,GCF_000046845_01132,-1.0,1.0,1.0,18.0,15.0,GCF_000046845_01135,141.0,GCF_000046845_01135,4.0,GCF_000046845_01135,137.0,acinetobacter,baylyi,Acinetobacter baylyi ADP1,ACIAD_RS05895,M14 family metallopeptidase,NA,1284278,1285430,1,9.0,0,6.0,3.0,2
GCF_000046845_01132,GCF_000046845,GCF_000046845_0,GCF_000046845_01136,-1,g,39.729,99,0.0,GCF_000046845_01132,-1.0,1.0,1.0,18.0,15.0,GCF_000046845_01136,145.0,GCF_000046845_01136,4.0,GCF_000046845_01136,138.0,acinetobacter,baylyi,Acinetobacter baylyi ADP1,ACIAD_RS05900,Lrp/AsnC family transcriptional regulator,NA,1285562,1285985,1,10.0,0,6.0,4.0,2
GCF_000046845_01132,GCF_000046845,GCF_000046845_0,GCF_000046845_01137,1,g,39.729,99,0.0,GCF_000046845_01132,-1.0,1.0,1.0,18.0,15.0,GCF_000046845_01137,151.0,GCF_000046845_01137,4.0,GCF_000046845_01137,139.0,acinetobacter,baylyi,Acinetobacter baylyi ADP1,ACIAD_RS05905,aspartate aminotransferase family protein,NA,1286123,1287335,1,11.0,0,6.0,5.0,2
GCF_000204075_01843,GCF_000204075,GCF_000204075_0,GCF_000204075_01837,-1,g,68.914,100,0.0,GCF_000204075_01843,-1.0,0.9389880952380952,0.875,18.0,17.0,GCF_000204075_01837,59.0,GCF_000204075_01837,4.0,GCF_000204075_01837,149.0,trichormus,variabilis,Trichormus variabilis ATCC 29413,AVA_RS09155,hypothetical protein,NA,2252881,2253088,1,1.0,0,7.0,-6.0,2
GCF_000204075_01843,GCF_000204075,GCF_000204075_0,GCF_000204075_01838,-1,g,68.914,100,0.0,GCF_000204075_01843,-1.0,0.9389880952380952,0.875,18.0,17.0,GCF_000204075_01838,62.0,GCF_000204075_01838,4.0,GCF_000204075_01838,150.0,trichormus,variabilis,Trichormus variabilis ATCC 29413,AVA_RS09160,nickel pincer cofactor biosynthesis protein LarB,larB,2253186,2253975,1,2.0,0,7.0,-5.0,2
GCF_000204075_01843,GCF_000204075,GCF_000204075_0,GCF_000204075_01839,-1,g,68.914,100,0.0,GCF_000204075_01843,-1.0,0.9389880952380952,0.875,18.0,17.0,GCF_000204075_01839,67.0,GCF_000204075_01839,4.0,GCF_000204075_01839,151.0,trichormus,variabilis,Trichormus variabilis ATCC 29413,AVA_RS09165,ABC transporter substrate-binding protein,NA,2254063,2255851,1,3.0,0,7.0,-4.0,2
GCF_000204075_01843,GCF_000204075,GCF_000204075_0,GCF_000204075_01840,-1,g,68.914,100,0.0,GCF_000204075_01843,-1.0,0.9389880952380952,0.875,18.0,17.0,GCF_000204075_01840,71.0,GCF_000204075_01840,4.0,GCF_000204075_01840,152.0,trichormus,variabilis,Trichormus variabilis ATCC 29413,AVA_RS09170,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase",ispF,2255932,2256430,1,4.0,0,7.0,-3.0,2
GCF_000204075_01843,GCF_000204075,GCF_000204075_0,GCF_000204075_01841,-1,g,68.914,100,0.0,GCF_000204075_01843,-1.0,0.9389880952380952,0.875,18.0,17.0,GCF_000204075_01841,28.0,GCF_000204075_01841,4.0,GCF_000204075_01841,153.0,trichormus,variabilis,Trichormus variabilis ATCC 29413,AVA_RS09175,tRNA (guanosine(37)-N1)-methyltransferase TrmD,trmD,2256454,2257189,1,5.0,0,7.0,-2.0,2
GCF_000204075_01843,GCF_000204075,GCF_000204075_0,GCF_000204075_01842,1,g,68.914,100,0.0,GCF_000204075_01843,-1.0,0.9389880952380952,0.875,18.0,17.0,GCF_000204075_01842,12.0,GCF_000204075_01842,4.0,GCF_000204075_01842,154.0,trichormus,variabilis,Trichormus variabilis ATCC 29413,AVA_RS09180,cyanophycinase,NA,2257752,2258616,1,6.0,0,7.0,-1.0,2
GCF_000204075_01843,GCF_000204075,GCF_000204075_0,GCF_000204075_01843,1,g,68.914,100,0.0,GCF_000204075_01843,-1.0,0.9389880952380952,0.875,18.0,17.0,GCF_000204075_01843,9.0,GCF_000204075_01843,4.0,GCF_000204075_01843,155.0,trichormus,variabilis,Trichormus variabilis ATCC 29413,AVA_RS09185,cyanophycin synthetase,cphA,2258788,2261494,1,7.0,1,7.0,0.0,2
GCF_000204075_01843,GCF_000204075,GCF_000204075_0,GCF_000204075_01844,-1,g,68.914,100,0.0,GCF_000204075_01843,-1.0,0.9389880952380952,0.875,18.0,17.0,GCF_000204075_01844,90.0,GCF_000204075_01844,4.0,GCF_000204075_01844,156.0,trichormus,variabilis,Trichormus variabilis ATCC 29413,AVA_RS09190,twin-arginine translocase TatA/TatE family subunit,NA,2261564,2261735,1,8.0,0,7.0,1.0,2
GCF_000204075_01843,GCF_000204075,GCF_000204075_0,GCF_000204075_01845,-1,g,68.914,100,0.0,GCF_000204075_01843,-1.0,0.9389880952380952,0.875,18.0,17.0,GCF_000204075_01845,95.0,GCF_000204075_01845,4.0,GCF_000204075_01845,157.0,trichormus,variabilis,Trichormus variabilis ATCC 29413,AVA_RS09195,serine/threonine protein kinase,NA,2261937,2263329,1,9.0,0,7.0,2.0,2
GCF_000204075_01843,GCF_000204075,GCF_000204075_0,GCF_000204075_01846,1,g,68.914,100,0.0,GCF_000204075_01843,-1.0,0.9389880952380952,0.875,18.0,17.0,GCF_000204075_01846,100.0,GCF_000204075_01846,4.0,GCF_000204075_01846,158.0,trichormus,variabilis,Trichormus variabilis ATCC 29413,AVA_RS09200,"precorrin-6Y C5,15-methyltransferase subunit CbiT",cbiT,2263405,2264008,1,10.0,0,7.0,3.0,2
GCF_000204075_01843,GCF_000204075,GCF_000204075_0,GCF_000204075_01847,1,g,68.914,100,0.0,GCF_000204075_01843,-1.0,0.9389880952380952,0.875,18.0,17.0,GCF_000204075_01847,104.0,GCF_000204075_01847,4.0,GCF_000204075_01847,159.0,trichormus,variabilis,Trichormus variabilis ATCC 29413,AVA_RS09205,phosphatidate cytidylyltransferase,NA,2264142,2265030,1,11.0,0,7.0,4.0,2
GCF_000204075_01843,GCF_000204075,GCF_000204075_0,GCF_000204075_01848,-1,g,68.914,100,0.0,GCF_000204075_01843,-1.0,0.9389880952380952,0.875,18.0,17.0,GCF_000204075_01848,108.0,GCF_000204075_01848,4.0,GCF_000204075_01848,160.0,trichormus,variabilis,Trichormus variabilis ATCC 29413,AVA_RS09210,DUF2993 domain-containing protein,NA,2265123,2265837,1,12.0,0,7.0,5.0,2
GCF_000204075_01843,GCF_000204075,GCF_000204075_0,GCF_000204075_01849,1,g,68.914,100,0.0,GCF_000204075_01843,-1.0,0.9389880952380952,0.875,18.0,17.0,GCF_000204075_01849,112.0,GCF_000204075_01849,4.0,GCF_000204075_01849,161.0,trichormus,variabilis,Trichormus variabilis ATCC 29413,AVA_RS09215,rRNA pseudouridine synthase,NA,2266112,2266901,1,13.0,0,7.0,6.0,2
GCF_000204075_01843,GCF_000204075,GCF_000204075_0,GCF_000204075_01850,1,g,68.914,100,0.0,GCF_000204075_01843,-1.0,0.9389880952380952,0.875,18.0,17.0,GCF_000204075_01850,116.0,GCF_000204075_01850,4.0,GCF_000204075_01850,162.0,trichormus,variabilis,Trichormus variabilis ATCC 29413,AVA_RS09220,helix-turn-helix domain-containing protein,NA,2266979,2267780,1,14.0,0,7.0,7.0,2
GCF_000011385_04410,GCF_000011385,GCF_000011385_0,GCF_000011385_04404,-1,g,56.571,100,0.0,GCF_000011385_04410,-1.0,0.9721967846967847,0.9629629629629629,18.0,13.0,GCF_000011385_04404,135.0,GCF_000011385_04404,4.0,GCF_000011385_04404,104.0,gloeobacter,violaceus,Gloeobacter violaceus PCC 7421,GLL_RS22240,HEAT repeat domain-containing protein,NA,4553038,4553812,-1,15.0,0,9.0,6.0,2
GCF_000011385_04410,GCF_000011385,GCF_000011385_0,GCF_000011385_04405,1,g,56.571,100,0.0,GCF_000011385_04410,-1.0,0.9721967846967847,0.9629629629629629,18.0,13.0,GCF_000011385_04405,140.0,GCF_000011385_04405,4.0,GCF_000011385_04405,105.0,gloeobacter,violaceus,Gloeobacter violaceus PCC 7421,GLL_RS22245,IS1182-like element ISGvi6 family transposase,NA,4553923,4555492,-1,14.0,0,9.0,5.0,2
GCF_000011385_04410,GCF_000011385,GCF_000011385_0,GCF_000011385_04406,-1,g,56.571,100,0.0,GCF_000011385_04410,-1.0,0.9721967846967847,0.9629629629629629,18.0,13.0,GCF_000011385_04406,144.0,GCF_000011385_04406,4.0,GCF_000011385_04406,106.0,gloeobacter,violaceus,Gloeobacter violaceus PCC 7421,GLL_RS22250,transglutaminase,NA,4555518,4557096,-1,13.0,0,9.0,4.0,2
GCF_000011385_04410,GCF_000011385,GCF_000011385_0,GCF_000011385_04407,1,g,56.571,100,0.0,GCF_000011385_04410,-1.0,0.9721967846967847,0.9629629629629629,18.0,13.0,GCF_000011385_04407,150.0,GCF_000011385_04407,4.0,GCF_000011385_04407,107.0,gloeobacter,violaceus,Gloeobacter violaceus PCC 7421,GLL_RS22255,multidrug efflux SMR transporter,NA,4557327,4557657,-1,12.0,0,9.0,3.0,2
GCF_000011385_04410,GCF_000011385,GCF_000011385_0,GCF_000011385_04408,-1,g,56.571,100,0.0,GCF_000011385_04410,-1.0,0.9721967846967847,0.9629629629629629,18.0,13.0,GCF_000011385_04408,157.0,GCF_000011385_04408,4.0,GCF_000011385_04408,108.0,gloeobacter,violaceus,Gloeobacter violaceus PCC 7421,GLL_RS22260,formyltetrahydrofolate deformylase,purU,4557888,4558824,-1,11.0,0,9.0,2.0,2
GCF_000011385_04410,GCF_000011385,GCF_000011385_0,GCF_000011385_04409,1,g,56.571,100,0.0,GCF_000011385_04410,-1.0,0.9721967846967847,0.9629629629629629,18.0,13.0,GCF_000011385_04409,165.0,GCF_000011385_04409,4.0,GCF_000011385_04409,109.0,gloeobacter,violaceus,Gloeobacter violaceus PCC 7421,GLL_RS23070,hypothetical protein,NA,4559069,4559285,-1,10.0,0,9.0,1.0,2
GCF_000011385_04410,GCF_000011385,GCF_000011385_0,GCF_000011385_04410,-1,g,56.571,100,0.0,GCF_000011385_04410,-1.0,0.9721967846967847,0.9629629629629629,18.0,13.0,GCF_000011385_04410,9.0,GCF_000011385_04410,4.0,GCF_000011385_04410,110.0,gloeobacter,violaceus,Gloeobacter violaceus PCC 7421,GLL_RS22270,cyanophycin synthetase,cphA,4559233,4561864,-1,9.0,1,9.0,0.0,2
GCF_000011385_04410,GCF_000011385,GCF_000011385_0,GCF_000011385_04411,1,g,56.571,100,0.0,GCF_000011385_04410,-1.0,0.9721967846967847,0.9629629629629629,18.0,13.0,GCF_000011385_04411,180.0,GCF_000011385_04411,4.0,GCF_000011385_04411,111.0,gloeobacter,violaceus,Gloeobacter violaceus PCC 7421,GLL_RS22275,superoxide dismutase,NA,4562037,4562649,-1,8.0,0,9.0,-1.0,2
GCF_000011385_04410,GCF_000011385,GCF_000011385_0,GCF_000011385_04412,1,g,56.571,100,0.0,GCF_000011385_04410,-1.0,0.9721967846967847,0.9629629629629629,18.0,13.0,GCF_000011385_04412,185.0,GCF_000011385_04412,4.0,GCF_000011385_04412,112.0,gloeobacter,violaceus,Gloeobacter violaceus PCC 7421,GLL_RS22280,biotin synthase BioB,bioB,4562770,4563712,-1,7.0,0,9.0,-2.0,2
GCF_000011385_04410,GCF_000011385,GCF_000011385_0,GCF_000011385_04413,-1,g,56.571,100,0.0,GCF_000011385_04410,-1.0,0.9721967846967847,0.9629629629629629,18.0,13.0,GCF_000011385_04413,189.0,GCF_000011385_04413,4.0,GCF_000011385_04413,113.0,gloeobacter,violaceus,Gloeobacter violaceus PCC 7421,GLL_RS22285,hypothetical protein,NA,4563752,4564361,-1,6.0,0,9.0,-3.0,2
GCF_000011385_04410,GCF_000011385,GCF_000011385_0,GCF_000011385_04414,-1,g,56.571,100,0.0,GCF_000011385_04410,-1.0,0.9721967846967847,0.9629629629629629,18.0,13.0,GCF_000011385_04414,196.0,GCF_000011385_04414,4.0,GCF_000011385_04414,114.0,gloeobacter,violaceus,Gloeobacter violaceus PCC 7421,GLL_RS22290,hypothetical protein,NA,4564353,4565220,-1,5.0,0,9.0,-4.0,2
