member_id,group,group_representative,assembly_id,contig_id,gene_position,orf_id,is_pseudogene,refseq_locus_tag,refseq_gene,refseq_product,is_seed,identity_to_query,coverage_to_query,evalue_to_query,ortho_cluster_id,ortho_cluster_members,mmseqs_cluster_id,mmseqs_cluster_representative,pairwise_mean_dissimilarity,relative_dissimilarity_to_representative,organism,genus,species,cds_start,cds_end,strand,relative_gene_position,hierarchical_order
GCF_000332235_02686,-1,GCF_000332235_02686,GCF_000332235,GCF_000332235_0,11.0,GCF_000332235_02691,g,SYN6308_RS13990,,DEAD/DEAH box helicase family protein,0,99.425,99,0.0,174.0,GCF_000332235_02691,173.0,GCF_000332235_02691,0.937751610305958,0.0,Geminocystis herdmanii PCC 6308,geminocystis,herdmanii,2811551,2813939,-1,6.0,2
GCF_000332235_02686,-1,GCF_000332235_02686,GCF_000332235,GCF_000332235_0,12.0,GCF_000332235_02692,g,SYN6308_RS13995,,hypothetical protein,0,99.425,99,0.0,181.0,GCF_000332235_02692,174.0,GCF_000332235_02692,0.937751610305958,0.0,Geminocystis herdmanii PCC 6308,geminocystis,herdmanii,2814044,2814506,-1,6.0,2
GCF_000332235_02686,-1,GCF_000332235_02686,GCF_000332235,GCF_000332235_0,13.0,GCF_000332235_02693,g,SYN6308_RS14000,,hypothetical protein,0,99.425,99,0.0,186.0,GCF_000332235_02693,175.0,GCF_000332235_02693,0.937751610305958,0.0,Geminocystis herdmanii PCC 6308,geminocystis,herdmanii,2814498,2814741,-1,6.0,2
GCF_000340785_01348,-1,GCF_000332235_02686,GCF_000340785,GCF_000340785_0,1.0,GCF_000340785_01343,g,MYO_RS06780,,response regulator,0,75.433,99,0.0,190.0,GCF_000340785_01343,176.0,GCF_000340785_01343,0.9478121516164996,0.9130434782608696,Synechocystis sp. PCC 6803,synechocystis,sp.,1439470,1442515,-1,6.0,2
GCF_000340785_01348,-1,GCF_000332235_02686,GCF_000340785,GCF_000340785_0,2.0,GCF_000340785_01344,g,MYO_RS06785,,NAD(P)/FAD-dependent oxidoreductase,0,75.433,99,0.0,197.0,GCF_000340785_01344,177.0,GCF_000340785_01344,0.9478121516164996,0.9130434782608696,Synechocystis sp. PCC 6803,synechocystis,sp.,1442583,1443861,1,6.0,2
GCF_000340785_01348,-1,GCF_000332235_02686,GCF_000340785,GCF_000340785_0,3.0,GCF_000340785_01345,g,MYO_RS18670,,type II toxin-antitoxin system HicA family toxin,0,75.433,99,0.0,205.0,GCF_000340785_01345,178.0,GCF_000340785_01345,0.9478121516164996,0.9130434782608696,Synechocystis sp. PCC 6803,synechocystis,sp.,1443893,1444304,1,6.0,2
GCF_000340785_01348,-1,GCF_000332235_02686,GCF_000340785,GCF_000340785_0,4.0,GCF_000340785_01346,g,MYO_RS06795,,S-layer homology domain-containing protein,0,75.433,99,0.0,49.0,GCF_000340785_01346,179.0,GCF_000340785_01346,0.9478121516164996,0.9130434782608696,Synechocystis sp. PCC 6803,synechocystis,sp.,1444342,1445308,1,6.0,2
GCF_000340785_01348,-1,GCF_000332235_02686,GCF_000340785,GCF_000340785_0,5.0,GCF_000340785_01347,g,MYO_RS06800,,cyanophycinase,0,75.433,99,0.0,12.0,GCF_000340785_01347,180.0,GCF_000340785_01347,0.9478121516164996,0.9130434782608696,Synechocystis sp. PCC 6803,synechocystis,sp.,1445565,1446381,1,6.0,2
GCF_000340785_01348,-1,GCF_000332235_02686,GCF_000340785,GCF_000340785_0,6.0,GCF_000340785_01348,g,MYO_RS06805,cphA,cyanophycin synthetase,1,75.433,99,0.0,9.0,GCF_000340785_01348,181.0,GCF_000340785_01348,0.9478121516164996,0.9130434782608696,Synechocystis sp. PCC 6803,synechocystis,sp.,1446528,1449150,1,6.0,2
GCF_000340785_01348,-1,GCF_000332235_02686,GCF_000340785,GCF_000340785_0,7.0,GCF_000340785_01349,g,MYO_RS06810,,DUF4129 domain-containing protein,0,75.433,99,0.0,63.0,GCF_000340785_01349,182.0,GCF_000340785_01349,0.9478121516164996,0.9130434782608696,Synechocystis sp. PCC 6803,synechocystis,sp.,1449182,1449812,1,6.0,2
GCF_000340785_01348,-1,GCF_000332235_02686,GCF_000340785,GCF_000340785_0,8.0,GCF_000340785_01350,g,MYO_RS06815,,glutathione S-transferase family protein,0,75.433,99,0.0,68.0,GCF_000340785_01350,183.0,GCF_000340785_01350,0.9478121516164996,0.9130434782608696,Synechocystis sp. PCC 6803,synechocystis,sp.,1449787,1450987,-1,6.0,2
GCF_000340785_01348,-1,GCF_000332235_02686,GCF_000340785,GCF_000340785_0,9.0,GCF_000340785_01351,g,MYO_RS06820,,hypothetical protein,0,75.433,99,0.0,72.0,GCF_000340785_01351,184.0,GCF_000340785_01351,0.9478121516164996,0.9130434782608696,Synechocystis sp. PCC 6803,synechocystis,sp.,1451340,1451631,1,6.0,2
GCF_000340785_01348,-1,GCF_000332235_02686,GCF_000340785,GCF_000340785_0,10.0,GCF_000340785_01352,g,MYO_RS06825,,hypothetical protein,0,75.433,99,0.0,76.0,GCF_000340785_01352,185.0,GCF_000340785_01352,0.9478121516164996,0.9130434782608696,Synechocystis sp. PCC 6803,synechocystis,sp.,1451698,1453123,1,6.0,2
GCF_000340785_01348,-1,GCF_000332235_02686,GCF_000340785,GCF_000340785_0,11.0,GCF_000340785_01353,g,MYO_RS06835,,Rpn family recombination-promoting nuclease/putative transposase,0,75.433,99,0.0,80.0,GCF_000340785_01353,186.0,GCF_000340785_01353,0.9478121516164996,0.9130434782608696,Synechocystis sp. PCC 6803,synechocystis,sp.,1453370,1454177,1,6.0,2
GCF_000340785_01348,-1,GCF_000332235_02686,GCF_000340785,GCF_000340785_0,12.0,GCF_000340785_01354,g,MYO_RS06840,mnmE,tRNA uridine-5-carboxymethylaminomethyl(34) synthesis GTPase MnmE,0,75.433,99,0.0,85.0,GCF_000340785_01354,187.0,GCF_000340785_01354,0.9478121516164996,0.9130434782608696,Synechocystis sp. PCC 6803,synechocystis,sp.,1454221,1455592,-1,6.0,2
GCF_000046845_01132,-1,GCF_000332235_02686,GCF_000046845,GCF_000046845_0,1.0,GCF_000046845_01127,g,ACIAD_RS05855,,hypothetical protein,0,39.729,99,0.0,107.0,GCF_000046845_01127,129.0,GCF_000046845_01127,1.0,1.0,Acinetobacter baylyi ADP1,acinetobacter,baylyi,1273020,1274040,1,6.0,2
GCF_000046845_01132,-1,GCF_000332235_02686,GCF_000046845,GCF_000046845_0,2.0,GCF_000046845_01128,g,ACIAD_RS05860,,Rossmann-like and DUF2520 domain-containing protein,0,39.729,99,0.0,111.0,GCF_000046845_01128,130.0,GCF_000046845_01128,1.0,1.0,Acinetobacter baylyi ADP1,acinetobacter,baylyi,1274133,1274916,1,6.0,2
GCF_000046845_01132,-1,GCF_000332235_02686,GCF_000046845,GCF_000046845_0,3.0,GCF_000046845_01129,g,ACIAD_RS05865,,class I SAM-dependent methyltransferase,0,39.729,99,0.0,115.0,GCF_000046845_01129,131.0,GCF_000046845_01129,1.0,1.0,Acinetobacter baylyi ADP1,acinetobacter,baylyi,1274946,1275615,1,6.0,2
GCF_000046845_01132,-1,GCF_000332235_02686,GCF_000046845,GCF_000046845_0,4.0,GCF_000046845_01130,g,ACIAD_RS05870,,amino acid permease,0,39.729,99,0.0,120.0,GCF_000046845_01130,132.0,GCF_000046845_01130,1.0,1.0,Acinetobacter baylyi ADP1,acinetobacter,baylyi,1276346,1277831,1,6.0,2
GCF_000046845_01132,-1,GCF_000332235_02686,GCF_000046845,GCF_000046845_0,5.0,GCF_000046845_01131,g,ACIAD_RS05875,,universal stress protein,0,39.729,99,0.0,124.0,GCF_000046845_01131,133.0,GCF_000046845_01131,1.0,1.0,Acinetobacter baylyi ADP1,acinetobacter,baylyi,1277827,1278715,1,6.0,2
GCF_000046845_01132,-1,GCF_000332235_02686,GCF_000046845,GCF_000046845_0,6.0,GCF_000046845_01132,g,ACIAD_RS05880,cphA,cyanophycin synthetase,1,39.729,99,0.0,127.0,GCF_000046845_01132,134.0,GCF_000046845_01132,1.0,1.0,Acinetobacter baylyi ADP1,acinetobacter,baylyi,1278772,1281517,1,6.0,2
GCF_000046845_01132,-1,GCF_000332235_02686,GCF_000046845,GCF_000046845_0,7.0,GCF_000046845_01133,g,ACIAD_RS05885,,cyanophycinase,0,39.729,99,0.0,132.0,GCF_000046845_01133,135.0,GCF_000046845_01133,1.0,1.0,Acinetobacter baylyi ADP1,acinetobacter,baylyi,1281524,1283720,1,6.0,2
GCF_000046845_01132,-1,GCF_000332235_02686,GCF_000046845,GCF_000046845_0,8.0,GCF_000046845_01134,g,ACIAD_RS05890,,hypothetical protein,0,39.729,99,0.0,136.0,GCF_000046845_01134,136.0,GCF_000046845_01134,1.0,1.0,Acinetobacter baylyi ADP1,acinetobacter,baylyi,1283769,1284261,1,6.0,2
GCF_000046845_01132,-1,GCF_000332235_02686,GCF_000046845,GCF_000046845_0,9.0,GCF_000046845_01135,g,ACIAD_RS05895,,M14 family metallopeptidase,0,39.729,99,0.0,141.0,GCF_000046845_01135,137.0,GCF_000046845_01135,1.0,1.0,Acinetobacter baylyi ADP1,acinetobacter,baylyi,1284278,1285430,1,6.0,2
GCF_000046845_01132,-1,GCF_000332235_02686,GCF_000046845,GCF_000046845_0,10.0,GCF_000046845_01136,g,ACIAD_RS05900,,Lrp/AsnC family transcriptional regulator,0,39.729,99,0.0,145.0,GCF_000046845_01136,138.0,GCF_000046845_01136,1.0,1.0,Acinetobacter baylyi ADP1,acinetobacter,baylyi,1285562,1285985,-1,6.0,2
GCF_000046845_01132,-1,GCF_000332235_02686,GCF_000046845,GCF_000046845_0,11.0,GCF_000046845_01137,g,ACIAD_RS05905,,aspartate aminotransferase family protein,0,39.729,99,0.0,151.0,GCF_000046845_01137,139.0,GCF_000046845_01137,1.0,1.0,Acinetobacter baylyi ADP1,acinetobacter,baylyi,1286123,1287335,1,6.0,2
GCF_000204075_01843,-1,GCF_000332235_02686,GCF_000204075,GCF_000204075_0,1.0,GCF_000204075_01837,g,AVA_RS09155,,hypothetical protein,0,68.914,100,0.0,59.0,GCF_000204075_01837,149.0,GCF_000204075_01837,0.9389880952380952,0.875,Trichormus variabilis ATCC 29413,trichormus,variabilis,2252881,2253088,-1,7.0,2
GCF_000204075_01843,-1,GCF_000332235_02686,GCF_000204075,GCF_000204075_0,2.0,GCF_000204075_01838,g,AVA_RS09160,larB,nickel pincer cofactor biosynthesis protein LarB,0,68.914,100,0.0,62.0,GCF_000204075_01838,150.0,GCF_000204075_01838,0.9389880952380952,0.875,Trichormus variabilis ATCC 29413,trichormus,variabilis,2253186,2253975,-1,7.0,2
GCF_000204075_01843,-1,GCF_000332235_02686,GCF_000204075,GCF_000204075_0,3.0,GCF_000204075_01839,g,AVA_RS09165,,ABC transporter substrate-binding protein,0,68.914,100,0.0,67.0,GCF_000204075_01839,151.0,GCF_000204075_01839,0.9389880952380952,0.875,Trichormus variabilis ATCC 29413,trichormus,variabilis,2254063,2255851,-1,7.0,2
GCF_000204075_01843,-1,GCF_000332235_02686,GCF_000204075,GCF_000204075_0,4.0,GCF_000204075_01840,g,AVA_RS09170,ispF,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase",0,68.914,100,0.0,71.0,GCF_000204075_01840,152.0,GCF_000204075_01840,0.9389880952380952,0.875,Trichormus variabilis ATCC 29413,trichormus,variabilis,2255932,2256430,-1,7.0,2
GCF_000204075_01843,-1,GCF_000332235_02686,GCF_000204075,GCF_000204075_0,5.0,GCF_000204075_01841,g,AVA_RS09175,trmD,tRNA (guanosine(37)-N1)-methyltransferase TrmD,0,68.914,100,0.0,28.0,GCF_000204075_01841,153.0,GCF_000204075_01841,0.9389880952380952,0.875,Trichormus variabilis ATCC 29413,trichormus,variabilis,2256454,2257189,-1,7.0,2
GCF_000204075_01843,-1,GCF_000332235_02686,GCF_000204075,GCF_000204075_0,6.0,GCF_000204075_01842,g,AVA_RS09180,,cyanophycinase,0,68.914,100,0.0,12.0,GCF_000204075_01842,154.0,GCF_000204075_01842,0.9389880952380952,0.875,Trichormus variabilis ATCC 29413,trichormus,variabilis,2257752,2258616,1,7.0,2
GCF_000204075_01843,-1,GCF_000332235_02686,GCF_000204075,GCF_000204075_0,7.0,GCF_000204075_01843,g,AVA_RS09185,cphA,cyanophycin synthetase,1,68.914,100,0.0,9.0,GCF_000204075_01843,155.0,GCF_000204075_01843,0.9389880952380952,0.875,Trichormus variabilis ATCC 29413,trichormus,variabilis,2258788,2261494,1,7.0,2
GCF_000204075_01843,-1,GCF_000332235_02686,GCF_000204075,GCF_000204075_0,8.0,GCF_000204075_01844,g,AVA_RS09190,,twin-arginine translocase TatA/TatE family subunit,0,68.914,100,0.0,90.0,GCF_000204075_01844,156.0,GCF_000204075_01844,0.9389880952380952,0.875,Trichormus variabilis ATCC 29413,trichormus,variabilis,2261564,2261735,-1,7.0,2
GCF_000204075_01843,-1,GCF_000332235_02686,GCF_000204075,GCF_000204075_0,9.0,GCF_000204075_01845,g,AVA_RS09195,,serine/threonine protein kinase,0,68.914,100,0.0,95.0,GCF_000204075_01845,157.0,GCF_000204075_01845,0.9389880952380952,0.875,Trichormus variabilis ATCC 29413,trichormus,variabilis,2261937,2263329,-1,7.0,2
GCF_000204075_01843,-1,GCF_000332235_02686,GCF_000204075,GCF_000204075_0,10.0,GCF_000204075_01846,g,AVA_RS09200,cbiT,"precorrin-6Y C5,15-methyltransferase subunit CbiT",0,68.914,100,0.0,100.0,GCF_000204075_01846,158.0,GCF_000204075_01846,0.9389880952380952,0.875,Trichormus variabilis ATCC 29413,trichormus,variabilis,2263405,2264008,1,7.0,2
GCF_000204075_01843,-1,GCF_000332235_02686,GCF_000204075,GCF_000204075_0,11.0,GCF_000204075_01847,g,AVA_RS09205,,phosphatidate cytidylyltransferase,0,68.914,100,0.0,104.0,GCF_000204075_01847,159.0,GCF_000204075_01847,0.9389880952380952,0.875,Trichormus variabilis ATCC 29413,trichormus,variabilis,2264142,2265030,1,7.0,2
GCF_000204075_01843,-1,GCF_000332235_02686,GCF_000204075,GCF_000204075_0,12.0,GCF_000204075_01848,g,AVA_RS09210,,DUF2993 domain-containing protein,0,68.914,100,0.0,108.0,GCF_000204075_01848,160.0,GCF_000204075_01848,0.9389880952380952,0.875,Trichormus variabilis ATCC 29413,trichormus,variabilis,2265123,2265837,-1,7.0,2
GCF_000204075_01843,-1,GCF_000332235_02686,GCF_000204075,GCF_000204075_0,13.0,GCF_000204075_01849,g,AVA_RS09215,,rRNA pseudouridine synthase,0,68.914,100,0.0,112.0,GCF_000204075_01849,161.0,GCF_000204075_01849,0.9389880952380952,0.875,Trichormus variabilis ATCC 29413,trichormus,variabilis,2266112,2266901,1,7.0,2
GCF_000204075_01843,-1,GCF_000332235_02686,GCF_000204075,GCF_000204075_0,14.0,GCF_000204075_01850,g,AVA_RS09220,,helix-turn-helix domain-containing protein,0,68.914,100,0.0,116.0,GCF_000204075_01850,162.0,GCF_000204075_01850,0.9389880952380952,0.875,Trichormus variabilis ATCC 29413,trichormus,variabilis,2266979,2267780,1,7.0,2
GCF_000011385_04410,-1,GCF_000332235_02686,GCF_000011385,GCF_000011385_0,15.0,GCF_000011385_04404,g,GLL_RS22240,,HEAT repeat domain-containing protein,0,56.571,100,0.0,135.0,GCF_000011385_04404,104.0,GCF_000011385_04404,0.9721967846967848,0.9629629629629628,Gloeobacter violaceus PCC 7421,gloeobacter,violaceus,4553038,4553812,-1,9.0,2
GCF_000011385_04410,-1,GCF_000332235_02686,GCF_000011385,GCF_000011385_0,14.0,GCF_000011385_04405,g,GLL_RS22245,,IS1182-like element ISGvi6 family transposase,0,56.571,100,0.0,140.0,GCF_000011385_04405,105.0,GCF_000011385_04405,0.9721967846967848,0.9629629629629628,Gloeobacter violaceus PCC 7421,gloeobacter,violaceus,4553923,4555492,1,9.0,2
GCF_000011385_04410,-1,GCF_000332235_02686,GCF_000011385,GCF_000011385_0,13.0,GCF_000011385_04406,g,GLL_RS22250,,transglutaminase,0,56.571,100,0.0,144.0,GCF_000011385_04406,106.0,GCF_000011385_04406,0.9721967846967848,0.9629629629629628,Gloeobacter violaceus PCC 7421,gloeobacter,violaceus,4555518,4557096,-1,9.0,2
GCF_000011385_04410,-1,GCF_000332235_02686,GCF_000011385,GCF_000011385_0,12.0,GCF_000011385_04407,g,GLL_RS22255,,multidrug efflux SMR transporter,0,56.571,100,0.0,150.0,GCF_000011385_04407,107.0,GCF_000011385_04407,0.9721967846967848,0.9629629629629628,Gloeobacter violaceus PCC 7421,gloeobacter,violaceus,4557327,4557657,1,9.0,2
GCF_000011385_04410,-1,GCF_000332235_02686,GCF_000011385,GCF_000011385_0,11.0,GCF_000011385_04408,g,GLL_RS22260,purU,formyltetrahydrofolate deformylase,0,56.571,100,0.0,157.0,GCF_000011385_04408,108.0,GCF_000011385_04408,0.9721967846967848,0.9629629629629628,Gloeobacter violaceus PCC 7421,gloeobacter,violaceus,4557888,4558824,-1,9.0,2
GCF_000011385_04410,-1,GCF_000332235_02686,GCF_000011385,GCF_000011385_0,10.0,GCF_000011385_04409,g,GLL_RS23070,,hypothetical protein,0,56.571,100,0.0,165.0,GCF_000011385_04409,109.0,GCF_000011385_04409,0.9721967846967848,0.9629629629629628,Gloeobacter violaceus PCC 7421,gloeobacter,violaceus,4559069,4559285,1,9.0,2
GCF_000011385_04410,-1,GCF_000332235_02686,GCF_000011385,GCF_000011385_0,9.0,GCF_000011385_04410,g,GLL_RS22270,cphA,cyanophycin synthetase,1,56.571,100,0.0,9.0,GCF_000011385_04410,110.0,GCF_000011385_04410,0.9721967846967848,0.9629629629629628,Gloeobacter violaceus PCC 7421,gloeobacter,violaceus,4559233,4561864,-1,9.0,2
GCF_000011385_04410,-1,GCF_000332235_02686,GCF_000011385,GCF_000011385_0,8.0,GCF_000011385_04411,g,GLL_RS22275,,superoxide dismutase,0,56.571,100,0.0,180.0,GCF_000011385_04411,111.0,GCF_000011385_04411,0.9721967846967848,0.9629629629629628,Gloeobacter violaceus PCC 7421,gloeobacter,violaceus,4562037,4562649,1,9.0,2
GCF_000011385_04410,-1,GCF_000332235_02686,GCF_000011385,GCF_000011385_0,7.0,GCF_000011385_04412,g,GLL_RS22280,bioB,biotin synthase BioB,0,56.571,100,0.0,185.0,GCF_000011385_04412,112.0,GCF_000011385_04412,0.9721967846967848,0.9629629629629628,Gloeobacter violaceus PCC 7421,gloeobacter,violaceus,4562770,4563712,1,9.0,2
GCF_000011385_04410,-1,GCF_000332235_02686,GCF_000011385,GCF_000011385_0,6.0,GCF_000011385_04413,g,GLL_RS22285,,hypothetical protein,0,56.571,100,0.0,189.0,GCF_000011385_04413,113.0,GCF_000011385_04413,0.9721967846967848,0.9629629629629628,Gloeobacter violaceus PCC 7421,gloeobacter,violaceus,4563752,4564361,-1,9.0,2
GCF_000011385_04410,-1,GCF_000332235_02686,GCF_000011385,GCF_000011385_0,5.0,GCF_000011385_04414,g,GLL_RS22290,,hypothetical protein,0,56.571,100,0.0,196.0,GCF_000011385_04414,114.0,GCF_000011385_04414,0.9721967846967848,0.9629629629629628,Gloeobacter violaceus PCC 7421,gloeobacter,violaceus,4564353,4565220,-1,9.0,2
GCF_000011385_04410,-1,GCF_000332235_02686,GCF_000011385,GCF_000011385_0,4.0,GCF_000011385_04415,g,GLL_RS22295,,PRC-barrel domain-containing protein,0,56.571,100,0.0,204.0,GCF_000011385_04415,115.0,GCF_000011385_04415,0.9721967846967848,0.9629629629629628,Gloeobacter violaceus PCC 7421,gloeobacter,violaceus,4565476,4566268,-1,9.0,2
GCF_000011385_04410,-1,GCF_000332235_02686,GCF_000011385,GCF_000011385_0,3.0,GCF_000011385_04416,g,GLL_RS22300,,NUDIX hydrolase,0,56.571,100,0.0,48.0,GCF_000011385_04416,116.0,GCF_000011385_04416,0.9721967846967848,0.9629629629629628,Gloeobacter violaceus PCC 7421,gloeobacter,violaceus,4566433,4566913,1,9.0,2
GCF_000011385_04410,-1,GCF_000332235_02686,GCF_000011385,GCF_000011385_0,2.0,GCF_000011385_04417,g,GLL_RS22305,,DUF423 domain-containing protein,0,56.571,100,0.0,54.0,GCF_000011385_04417,117.0,GCF_000011385_04417,0.9721967846967848,0.9629629629629628,Gloeobacter violaceus PCC 7421,gloeobacter,violaceus,4566920,4567298,1,9.0,2
GCF_000011385_04410,-1,GCF_000332235_02686,GCF_000011385,GCF_000011385_0,1.0,GCF_000011385_04418,g,GLL_RS22310,egtC,ergothioneine biosynthesis protein EgtC,0,56.571,100,0.0,58.0,GCF_000011385_04418,118.0,GCF_000011385_04418,0.9721967846967848,0.9629629629629628,Gloeobacter violaceus PCC 7421,gloeobacter,violaceus,4567338,4568136,1,9.0,2
GCF_001046875_00604,1,GCF_009184895_02176,GCF_001046875,GCF_001046875_0,9.0,GCF_001046875_00601,g,BN13_RS03030,,phosphotransferase,0,43.686,98,0.0,192.0,GCF_001046875_00601,237.0,GCF_001046875_00601,0.7618551587301587,0.7777777777777778,Tetrasphaera jenkinsii Ben 74,tetrasphaera,jenkinsii,642532,643966,1,6.0,1
GCF_001046875_00604,1,GCF_009184895_02176,GCF_001046875,GCF_001046875_0,8.0,GCF_001046875_00602,g,BN13_RS03035,glgB,"1,4-alpha-glucan branching protein GlgB",0,43.686,98,0.0,199.0,GCF_001046875_00602,238.0,GCF_001046875_00602,0.7618551587301587,0.7777777777777778,Tetrasphaera jenkinsii Ben 74,tetrasphaera,jenkinsii,643962,646188,1,6.0,1
GCF_001046875_00604,1,GCF_009184895_02176,GCF_001046875,GCF_001046875_0,7.0,GCF_001046875_00603,g,BN13_RS03040,pgm,"phosphoglucomutase (alpha-D-glucose-1,6-bisphosphate-dependent)",0,43.686,98,0.0,207.0,GCF_001046875_00603,239.0,GCF_001046875_00603,0.7618551587301587,0.7777777777777778,Tetrasphaera jenkinsii Ben 74,tetrasphaera,jenkinsii,646184,647849,1,6.0,1
GCF_001046875_00604,1,GCF_009184895_02176,GCF_001046875,GCF_001046875_0,6.0,GCF_001046875_00604,g,BN13_RS03045,cphA,cyanophycin synthetase,1,43.686,98,0.0,5.0,GCF_001046875_00604,240.0,GCF_001046875_00604,0.7618551587301587,0.7777777777777778,Tetrasphaera jenkinsii Ben 74,tetrasphaera,jenkinsii,648189,650958,-1,6.0,1
GCF_001046875_00604,1,GCF_009184895_02176,GCF_001046875,GCF_001046875_0,5.0,GCF_001046875_00605,g,BN13_RS03050,,cyanophycinase,0,43.686,98,0.0,6.0,GCF_001046875_00605,241.0,GCF_001046875_00605,0.7618551587301587,0.7777777777777778,Tetrasphaera jenkinsii Ben 74,tetrasphaera,jenkinsii,651031,651898,-1,6.0,1
GCF_001046875_00604,1,GCF_009184895_02176,GCF_001046875,GCF_001046875_0,4.0,GCF_001046875_00606,g,BN13_RS03055,serB,phosphoserine phosphatase SerB,0,43.686,98,0.0,21.0,GCF_001046875_00606,242.0,GCF_001046875_00606,0.7618551587301587,0.7777777777777778,Tetrasphaera jenkinsii Ben 74,tetrasphaera,jenkinsii,651902,652622,-1,6.0,1
GCF_001046875_00604,1,GCF_009184895_02176,GCF_001046875,GCF_001046875_0,3.0,GCF_001046875_00607,g,BN13_RS03060,glgC,glucose-1-phosphate adenylyltransferase,0,43.686,98,0.0,7.0,GCF_001046875_00607,243.0,GCF_001046875_00607,0.7618551587301587,0.7777777777777778,Tetrasphaera jenkinsii Ben 74,tetrasphaera,jenkinsii,652686,653940,-1,6.0,1
