region_id,count,dbscan_label,representative_relative_dissimilarity,cwc_id,assembly_id,contig_id,locus_tag,cds_start,cds_end,global_strand,strand,pseudo_check,pident,qcovs,evalue,ortho_cluster_id,genus,species,refseq_product,refseq_gene,new_pos,is_seed,order,cds_start1,cds_end1,norm_start,norm_end,max_val
GCF_000204075_01842,1,-1.0,0.8421052631578947,1,GCF_000204075,GCF_000204075_0,GCF_000204075_01845,2261937,2263329,1,-1,g,65.504,95,7.080000000000001e-129,100.0,trichormus,variabilis,serine/threonine protein kinase,,3.0,0,0,2261937,2263329,4185,5577,864
GCF_000204075_01842,1,-1.0,0.8421052631578947,1,GCF_000204075,GCF_000204075_0,GCF_000204075_01846,2263405,2264008,1,1,g,65.504,95,7.080000000000001e-129,25.0,trichormus,variabilis,"precorrin-6Y C5,15-methyltransferase subunit CbiT",cbiT,4.0,0,0,2263405,2264008,5653,6256,864
GCF_000204075_01842,1,-1.0,0.8421052631578947,1,GCF_000204075,GCF_000204075_0,GCF_000204075_01847,2264142,2265030,1,1,g,65.504,95,7.080000000000001e-129,16.0,trichormus,variabilis,phosphatidate cytidylyltransferase,,5.0,0,0,2264142,2265030,6390,7278,864
GCF_000340785_01347,1,-1.0,0.8888888888888888,2,GCF_000340785,GCF_000340785_0,GCF_000340785_01343,1439470,1442515,1,-1,g,72.266,94,2.34e-141,52.0,synechocystis,sp.,response regulator,,-4.0,0,0,1439470,1442515,-6095,-3050,816
GCF_000340785_01347,1,-1.0,0.8888888888888888,2,GCF_000340785,GCF_000340785_0,GCF_000340785_01344,1442583,1443861,1,1,g,72.266,94,2.34e-141,55.0,synechocystis,sp.,NAD(P)/FAD-dependent oxidoreductase,,-3.0,0,0,1442583,1443861,-2982,-1704,816
GCF_000340785_01347,1,-1.0,0.8888888888888888,2,GCF_000340785,GCF_000340785_0,GCF_000340785_01345,1443893,1444304,1,1,g,72.266,94,2.34e-141,58.0,synechocystis,sp.,type II toxin-antitoxin system HicA family toxin,,-2.0,0,0,1443893,1444304,-1672,-1261,816
GCF_000340785_01347,1,-1.0,0.8888888888888888,2,GCF_000340785,GCF_000340785_0,GCF_000340785_01346,1444342,1445308,1,1,g,72.266,94,2.34e-141,61.0,synechocystis,sp.,S-layer homology domain-containing protein,,-1.0,0,0,1444342,1445308,-1223,-257,816
GCF_000340785_01347,1,-1.0,0.8888888888888888,2,GCF_000340785,GCF_000340785_0,GCF_000340785_01347,1445565,1446381,1,1,g,72.266,94,2.34e-141,6.0,synechocystis,sp.,cyanophycinase,,0.0,1,0,1445565,1446381,0,816,816
GCF_000340785_01347,1,-1.0,0.8888888888888888,2,GCF_000340785,GCF_000340785_0,GCF_000340785_01348,1446528,1449150,1,1,g,72.266,94,2.34e-141,7.0,synechocystis,sp.,cyanophycin synthetase,cphA,1.0,0,0,1446528,1449150,963,3585,816
GCF_000340785_01347,1,-1.0,0.8888888888888888,2,GCF_000340785,GCF_000340785_0,GCF_000340785_01349,1449182,1449812,1,1,g,72.266,94,2.34e-141,68.0,synechocystis,sp.,DUF4129 domain-containing protein,,2.0,0,0,1449182,1449812,3617,4247,816
GCF_000340785_01347,1,-1.0,0.8888888888888888,2,GCF_000340785,GCF_000340785_0,GCF_000340785_01350,1449787,1450987,1,-1,g,72.266,94,2.34e-141,72.0,synechocystis,sp.,glutathione S-transferase family protein,,3.0,0,0,1449787,1450987,4222,5422,816
GCF_000340785_01347,1,-1.0,0.8888888888888888,2,GCF_000340785,GCF_000340785_0,GCF_000340785_01351,1451340,1451631,1,1,g,72.266,94,2.34e-141,76.0,synechocystis,sp.,hypothetical protein,,4.0,0,0,1451340,1451631,5775,6066,816
GCF_000340785_01347,1,-1.0,0.8888888888888888,2,GCF_000340785,GCF_000340785_0,GCF_000340785_01352,1451698,1453123,1,1,g,72.266,94,2.34e-141,79.0,synechocystis,sp.,hypothetical protein,,5.0,0,0,1451698,1453123,6133,7558,816
GCF_000011385_00119,1,-1.0,1.0,3,GCF_000011385,GCF_000011385_0,GCF_000011385_00113,108589,109516,-1,1,g,27.734,86,1.44e-13,14.0,gloeobacter,violaceus,ADP-ribosylglycohydrolase,,6.0,0,0,-108589,-109516,6976,6049,1458
GCF_000011385_00119,1,-1.0,1.0,3,GCF_000011385,GCF_000011385_0,GCF_000011385_00114,109701,110904,-1,1,g,27.734,86,1.44e-13,18.0,gloeobacter,violaceus,hypothetical protein,,5.0,0,0,-109701,-110904,5864,4661,1458
GCF_000011385_00119,1,-1.0,1.0,3,GCF_000011385,GCF_000011385_0,GCF_000011385_00115,111446,111665,-1,1,g,27.734,86,1.44e-13,21.0,gloeobacter,violaceus,ADP-ribosylglycohydrolase family protein,,4.0,0,0,-111446,-111665,4119,3900,1458
GCF_000011385_00119,1,-1.0,1.0,3,GCF_000011385,GCF_000011385_0,GCF_000011385_00116,111837,112395,-1,-1,g,27.734,86,1.44e-13,27.0,gloeobacter,violaceus,DUF6391 domain-containing protein,,3.0,0,0,-111837,-112395,3728,3170,1458
GCF_000011385_00119,1,-1.0,1.0,3,GCF_000011385,GCF_000011385_0,GCF_000011385_00117,112413,113160,-1,-1,g,27.734,86,1.44e-13,31.0,gloeobacter,violaceus,SDR family oxidoreductase,,2.0,0,0,-112413,-113160,3152,2405,1458
GCF_000011385_00119,1,-1.0,1.0,3,GCF_000011385,GCF_000011385_0,GCF_000011385_00118,113267,114104,-1,1,g,27.734,86,1.44e-13,34.0,gloeobacter,violaceus,EcsC family protein,,1.0,0,0,-113267,-114104,2298,1461,1458
GCF_000011385_00119,1,-1.0,1.0,3,GCF_000011385,GCF_000011385_0,GCF_000011385_00119,114107,115565,-1,-1,g,27.734,86,1.44e-13,36.0,gloeobacter,violaceus,cyanophycinase,,0.0,1,0,-114107,-115565,1458,0,1458
GCF_000011385_00119,1,-1.0,1.0,3,GCF_000011385,GCF_000011385_0,GCF_000011385_00120,115629,115968,-1,-1,g,27.734,86,1.44e-13,38.0,gloeobacter,violaceus,DUF4342 domain-containing protein,,-1.0,0,0,-115629,-115968,-64,-403,1458
GCF_000011385_00119,1,-1.0,1.0,3,GCF_000011385,GCF_000011385_0,GCF_000011385_00121,116078,117365,-1,-1,g,27.734,86,1.44e-13,41.0,gloeobacter,violaceus,S41 family peptidase,,-2.0,0,0,-116078,-117365,-513,-1800,1458
GCF_000011385_00119,1,-1.0,1.0,3,GCF_000011385,GCF_000011385_0,GCF_000011385_00122,117548,117830,-1,1,g,27.734,86,1.44e-13,44.0,gloeobacter,violaceus,TMEM165/GDT1 family protein,,-3.0,0,0,-117548,-117830,-1983,-2265,1458
GCF_000011385_00119,1,-1.0,1.0,3,GCF_000011385,GCF_000011385_0,GCF_000011385_00123,117921,118935,-1,1,g,27.734,86,1.44e-13,47.0,gloeobacter,violaceus,adenosine deaminase,,-4.0,0,0,-117921,-118935,-2356,-3370,1458
GCF_000011385_00119,1,-1.0,1.0,3,GCF_000011385,GCF_000011385_0,GCF_000011385_00124,119015,119891,-1,1,g,27.734,86,1.44e-13,50.0,gloeobacter,violaceus,metallophosphoesterase,,-5.0,0,0,-119015,-119891,-3450,-4326,1458
GCF_000011385_00119,1,-1.0,1.0,3,GCF_000011385,GCF_000011385_0,GCF_000011385_00125,119841,120897,-1,-1,g,27.734,86,1.44e-13,53.0,gloeobacter,violaceus,cobalamin biosynthesis protein CobW,cobW,-6.0,0,0,-119841,-120897,-4276,-5332,1458
GCF_000011385_00119,1,-1.0,1.0,3,GCF_000011385,GCF_000011385_0,GCF_000011385_00126,121047,121533,-1,1,g,27.734,86,1.44e-13,56.0,gloeobacter,violaceus,DoxX family protein,,-7.0,0,0,-121047,-121533,-5482,-5968,1458
GCF_000011385_04206,1,-1.0,1.0,4,GCF_000011385,GCF_000011385_0,GCF_000011385_04200,4317285,4318047,-1,1,g,43.678,96,5.77e-79,59.0,gloeobacter,violaceus,Uma2 family endonuclease,,6.0,0,0,-4317285,-4318047,7119,6357,840
GCF_000011385_04206,1,-1.0,1.0,4,GCF_000011385,GCF_000011385_0,GCF_000011385_04201,4318066,4319050,-1,-1,g,43.678,96,5.77e-79,62.0,gloeobacter,violaceus,ATP-binding cassette domain-containing protein,,5.0,0,0,-4318066,-4319050,6338,5354,840
GCF_000011385_04206,1,-1.0,1.0,4,GCF_000011385,GCF_000011385_0,GCF_000011385_04202,4319099,4320083,-1,-1,g,43.678,96,5.77e-79,64.0,gloeobacter,violaceus,ABC transporter ATP-binding protein,,4.0,0,0,-4319099,-4320083,5305,4321,840
GCF_000011385_04206,1,-1.0,1.0,4,GCF_000011385,GCF_000011385_0,GCF_000011385_04203,4320082,4321003,-1,-1,g,43.678,96,5.77e-79,66.0,gloeobacter,violaceus,ABC transporter permease subunit,,3.0,0,0,-4320082,-4321003,4322,3401,840
GCF_000011385_04206,1,-1.0,1.0,4,GCF_000011385,GCF_000011385_0,GCF_000011385_04204,4321008,4321887,-1,-1,g,43.678,96,5.77e-79,70.0,gloeobacter,violaceus,ABC transporter permease,,2.0,0,0,-4321008,-4321887,3396,2517,840
GCF_000011385_04206,1,-1.0,1.0,4,GCF_000011385,GCF_000011385_0,GCF_000011385_04205,4321943,4323584,-1,-1,g,43.678,96,5.77e-79,74.0,gloeobacter,violaceus,peptide ABC transporter substrate-binding protein,,1.0,0,0,-4321943,-4323584,2461,820,840
GCF_000011385_04206,1,-1.0,1.0,4,GCF_000011385,GCF_000011385_0,GCF_000011385_04206,4323564,4324404,-1,-1,g,43.678,96,5.77e-79,77.0,gloeobacter,violaceus,cyanophycinase,,0.0,1,0,-4323564,-4324404,840,0,840
GCF_000011385_04206,1,-1.0,1.0,4,GCF_000011385,GCF_000011385_0,GCF_000011385_04207,4324531,4325236,-1,1,g,43.678,96,5.77e-79,80.0,gloeobacter,violaceus,response regulator transcription factor,,-1.0,0,0,-4324531,-4325236,-127,-832,840
GCF_000011385_04206,1,-1.0,1.0,4,GCF_000011385,GCF_000011385_0,GCF_000011385_04208,4325388,4326204,-1,1,g,43.678,96,5.77e-79,84.0,gloeobacter,violaceus,PD-(D/E)XK nuclease family protein,,-2.0,0,0,-4325388,-4326204,-984,-1800,840
GCF_000011385_04206,1,-1.0,1.0,4,GCF_000011385,GCF_000011385_0,GCF_000011385_04209,4326321,4327446,-1,-1,g,43.678,96,5.77e-79,86.0,gloeobacter,violaceus,YihY/virulence factor BrkB family protein,,-3.0,0,0,-4326321,-4327446,-1917,-3042,840
GCF_000011385_04206,1,-1.0,1.0,4,GCF_000011385,GCF_000011385_0,GCF_000011385_04210,4327559,4328621,-1,-1,g,43.678,96,5.77e-79,88.0,gloeobacter,violaceus,LON peptidase substrate-binding domain-containing protein,,-4.0,0,0,-4327559,-4328621,-3155,-4217,840
GCF_000011385_04206,1,-1.0,1.0,4,GCF_000011385,GCF_000011385_0,GCF_000011385_04211,4328791,4329004,-1,1,g,43.678,96,5.77e-79,90.0,gloeobacter,violaceus,hypothetical protein,,-5.0,0,0,-4328791,-4329004,-4387,-4600,840
GCF_000011385_04206,1,-1.0,1.0,4,GCF_000011385,GCF_000011385_0,GCF_000011385_04212,4329156,4329330,-1,-1,g,43.678,96,5.77e-79,93.0,gloeobacter,violaceus,hypothetical protein,,-6.0,0,0,-4329156,-4329330,-4752,-4926,840
GCF_000011385_04206,1,-1.0,1.0,4,GCF_000011385,GCF_000011385_0,GCF_000011385_04213,4329412,4329706,-1,-1,g,43.678,96,5.77e-79,94.0,gloeobacter,violaceus,hypothetical protein,,-7.0,0,0,-4329412,-4329706,-5008,-5302,840
GCF_000011385_04206,1,-1.0,1.0,4,GCF_000011385,GCF_000011385_0,GCF_000011385_04214,4329705,4330593,-1,-1,g,43.678,96,5.77e-79,95.0,gloeobacter,violaceus,hypothetical protein,,-8.0,0,0,-4329705,-4330593,-5301,-6189,840
GCF_000046845_01133,1,-1.0,1.0,5,GCF_000046845,GCF_000046845_0,GCF_000046845_01129,1274946,1275615,1,1,g,33.473,83,4.3500000000000006e-27,96.0,acinetobacter,baylyi,class I SAM-dependent methyltransferase,,-4.0,0,0,1274946,1275615,-6578,-5909,2196
GCF_000046845_01133,1,-1.0,1.0,5,GCF_000046845,GCF_000046845_0,GCF_000046845_01130,1276346,1277831,1,1,g,33.473,83,4.3500000000000006e-27,99.0,acinetobacter,baylyi,amino acid permease,,-3.0,0,0,1276346,1277831,-5178,-3693,2196
GCF_000046845_01133,1,-1.0,1.0,5,GCF_000046845,GCF_000046845_0,GCF_000046845_01131,1277827,1278715,1,1,g,33.473,83,4.3500000000000006e-27,24.0,acinetobacter,baylyi,universal stress protein,,-2.0,0,0,1277827,1278715,-3697,-2809,2196
GCF_000046845_01133,1,-1.0,1.0,5,GCF_000046845,GCF_000046845_0,GCF_000046845_01132,1278772,1281517,1,1,g,33.473,83,4.3500000000000006e-27,15.0,acinetobacter,baylyi,cyanophycin synthetase,cphA,-1.0,0,0,1278772,1281517,-2752,-7,2196
GCF_000046845_01133,1,-1.0,1.0,5,GCF_000046845,GCF_000046845_0,GCF_000046845_01133,1281524,1283720,1,1,g,33.473,83,4.3500000000000006e-27,19.0,acinetobacter,baylyi,cyanophycinase,,0.0,1,0,1281524,1283720,0,2196,2196
GCF_000046845_01133,1,-1.0,1.0,5,GCF_000046845,GCF_000046845_0,GCF_000046845_01134,1283769,1284261,1,1,g,33.473,83,4.3500000000000006e-27,22.0,acinetobacter,baylyi,hypothetical protein,,1.0,0,0,1283769,1284261,2245,2737,2196
GCF_000046845_01133,1,-1.0,1.0,5,GCF_000046845,GCF_000046845_0,GCF_000046845_01135,1284278,1285430,1,1,g,33.473,83,4.3500000000000006e-27,28.0,acinetobacter,baylyi,M14 family metallopeptidase,,2.0,0,0,1284278,1285430,2754,3906,2196
GCF_000046845_01133,1,-1.0,1.0,5,GCF_000046845,GCF_000046845_0,GCF_000046845_01136,1285562,1285985,1,-1,g,33.473,83,4.3500000000000006e-27,32.0,acinetobacter,baylyi,Lrp/AsnC family transcriptional regulator,,3.0,0,0,1285562,1285985,4038,4461,2196
GCF_000046845_01133,1,-1.0,1.0,5,GCF_000046845,GCF_000046845_0,GCF_000046845_01137,1286123,1287335,1,1,g,33.473,83,4.3500000000000006e-27,35.0,acinetobacter,baylyi,aspartate aminotransferase family protein,,4.0,0,0,1286123,1287335,4599,5811,2196
GCF_000046845_01133,1,-1.0,1.0,5,GCF_000046845,GCF_000046845_0,GCF_000046845_01138,1287348,1288377,1,1,g,33.473,83,4.3500000000000006e-27,37.0,acinetobacter,baylyi,arginine N-succinyltransferase,astA,5.0,0,0,1287348,1288377,5824,6853,2196
GCF_000046845_01133,1,-1.0,1.0,5,GCF_000046845,GCF_000046845_0,GCF_000046845_01139,1288379,1289849,1,1,g,33.473,83,4.3500000000000006e-27,39.0,acinetobacter,baylyi,succinylglutamate-semialdehyde dehydrogenase,astD,6.0,0,0,1288379,1289849,6855,8325,2196
GCF_000204075_00340,1,-1.0,1.0,6,GCF_000204075,GCF_000204075_0,GCF_000204075_00334,429385,429913,1,-1,g,40.458,96,5.510000000000002e-66,42.0,trichormus,variabilis,FKBP-type peptidyl-prolyl cis-trans isomerase,,-6.0,0,0,429385,429913,-5742,-5214,867
GCF_000204075_00340,1,-1.0,1.0,6,GCF_000204075,GCF_000204075_0,GCF_000204075_00335,429991,430315,1,-1,g,40.458,96,5.510000000000002e-66,45.0,trichormus,variabilis,phasin family protein,,-5.0,0,0,429991,430315,-5136,-4812,867
GCF_000204075_00340,1,-1.0,1.0,6,GCF_000204075,GCF_000204075_0,GCF_000204075_00336,430445,430760,1,1,g,40.458,96,5.510000000000002e-66,48.0,trichormus,variabilis,TIGR03792 family protein,,-4.0,0,0,430445,430760,-4682,-4367,867
GCF_000204075_00340,1,-1.0,1.0,6,GCF_000204075,GCF_000204075_0,GCF_000204075_00337,430926,431970,1,1,g,40.458,96,5.510000000000002e-66,51.0,trichormus,variabilis,3-deoxy-7-phosphoheptulonate synthase,,-3.0,0,0,430926,431970,-4201,-3157,867
GCF_000204075_00340,1,-1.0,1.0,6,GCF_000204075,GCF_000204075_0,GCF_000204075_00338,432154,434065,1,-1,g,40.458,96,5.510000000000002e-66,54.0,trichormus,variabilis,acetate--CoA ligase family protein,,-2.0,0,0,432154,434065,-2973,-1062,867
GCF_000204075_00340,1,-1.0,1.0,6,GCF_000204075,GCF_000204075_0,GCF_000204075_00339,434582,434786,1,1,g,40.458,96,5.510000000000002e-66,57.0,trichormus,variabilis,hypothetical protein,,-1.0,0,0,434582,434786,-545,-341,867
GCF_000204075_00340,1,-1.0,1.0,6,GCF_000204075,GCF_000204075_0,GCF_000204075_00340,435127,435994,1,1,g,40.458,96,5.510000000000002e-66,60.0,trichormus,variabilis,cyanophycinase,,0.0,1,0,435127,435994,0,867,867
GCF_000204075_00340,1,-1.0,1.0,6,GCF_000204075,GCF_000204075_0,GCF_000204075_00341,436091,436670,1,-1,g,40.458,96,5.510000000000002e-66,63.0,trichormus,variabilis,thioredoxin family protein,,1.0,0,0,436091,436670,964,1543,867
GCF_000204075_00340,1,-1.0,1.0,6,GCF_000204075,GCF_000204075_0,GCF_000204075_00342,436809,437214,1,1,g,40.458,96,5.510000000000002e-66,65.0,trichormus,variabilis,4Fe-4S binding protein,,2.0,0,0,436809,437214,1682,2087,867
GCF_000204075_00340,1,-1.0,1.0,6,GCF_000204075,GCF_000204075_0,GCF_000204075_00343,437210,438278,1,-1,g,40.458,96,5.510000000000002e-66,67.0,trichormus,variabilis,DUF3616 domain-containing protein,,3.0,0,0,437210,438278,2083,3151,867
GCF_000204075_00340,1,-1.0,1.0,6,GCF_000204075,GCF_000204075_0,GCF_000204075_00344,438641,439610,1,1,g,40.458,96,5.510000000000002e-66,71.0,trichormus,variabilis,CHAD domain-containing protein,,4.0,0,0,438641,439610,3514,4483,867
GCF_000204075_00340,1,-1.0,1.0,6,GCF_000204075,GCF_000204075_0,GCF_000204075_00345,439634,440273,1,-1,g,40.458,96,5.510000000000002e-66,75.0,trichormus,variabilis,hypothetical protein,,5.0,0,0,439634,440273,4507,5146,867
GCF_000204075_00340,1,-1.0,1.0,6,GCF_000204075,GCF_000204075_0,GCF_000204075_00346,440865,441306,1,1,g,40.458,96,5.510000000000002e-66,78.0,trichormus,variabilis,hypothetical protein,,6.0,0,0,440865,441306,5738,6179,867
