locus_tag,ftype,length_bp,gene,EC_number,COG,product,bin
KBJAGEOF_00049,CDS,1062,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_00050,CDS,441,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_00051,CDS,939,psdht,4.2.1.-,,Phenylserine dehydratase,Acc_IB.tsv
KBJAGEOF_00052,CDS,2790,ppc_1,4.1.1.31,COG2352,Phosphoenolpyruvate carboxylase,Acc_IB.tsv
KBJAGEOF_00053,CDS,1209,mdtA_1,,,Multidrug resistance protein MdtA,Acc_IB.tsv
KBJAGEOF_00054,CDS,2703,mdtB_1,,,Multidrug resistance protein MdtB,Acc_IB.tsv
KBJAGEOF_00055,CDS,279,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_00056,CDS,309,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_00057,CDS,162,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_00058,CDS,537,ppa_1,3.6.1.1,,Inorganic pyrophosphatase,Acc_IB.tsv
KBJAGEOF_00059,CDS,1317,,1.14.13.239,,Carnitine monooxygenase reductase subunit,Acc_IB.tsv
KBJAGEOF_00060,CDS,177,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_00061,CDS,768,rbn_1,3.1.26.11,,Ribonuclease BN,Acc_IB.tsv
KBJAGEOF_00062,CDS,693,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_00063,CDS,831,prpC_1,3.1.3.16,COG0631,Protein phosphatase PrpC,Acc_IB.tsv
KBJAGEOF_00064,CDS,960,,1.5.1.49,COG2423,Delta(1)-pyrroline-2-carboxylate reductase,Acc_IB.tsv
KBJAGEOF_00065,CDS,894,sucD,6.2.1.5,COG0074,Succinate--CoA ligase [ADP-forming] subunit alpha,Acc_IB.tsv
KBJAGEOF_00066,CDS,1161,sucC,6.2.1.5,COG0045,Succinate--CoA ligase [ADP-forming] subunit beta,Acc_IB.tsv
KBJAGEOF_00067,CDS,582,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_00068,CDS,4674,gdh,1.4.1.2,COG2902,NAD-specific glutamate dehydrogenase,Acc_IB.tsv
KBJAGEOF_00069,CDS,1071,ansB,3.5.1.38,COG0252,Glutaminase-asparaginase,Acc_IB.tsv
KBJAGEOF_00070,CDS,906,gltI_1,,COG0834,Glutamate/aspartate import solute-binding protein,Acc_IB.tsv
KBJAGEOF_00071,CDS,1818,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_00072,CDS,639,pdxH,1.4.3.5,COG0259,Pyridoxine/pyridoxamine 5'-phosphate oxidase,Acc_IB.tsv
KBJAGEOF_00073,CDS,471,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_00074,CDS,729,trmO,2.1.1.-,COG1720,tRNA (adenine(37)-N6)-methyltransferase,Acc_IB.tsv
KBJAGEOF_00075,CDS,375,cbiX_1,4.99.1.3,COG2138,Sirohydrochlorin cobaltochelatase,Acc_IB.tsv
KBJAGEOF_00076,CDS,657,mupP,3.1.3.105,COG0546,N-acetylmuramic acid 6-phosphate phosphatase,Acc_IB.tsv
KBJAGEOF_00077,CDS,702,ubiG,2.1.1.222,COG2227,Ubiquinone biosynthesis O-methyltransferase,Acc_IB.tsv
KBJAGEOF_00078,CDS,669,ompA_1,,,Outer membrane protein A,Acc_IB.tsv
KBJAGEOF_00079,CDS,1314,mtaD,3.5.4.28,COG0402,5-methylthioadenosine/S-adenosylhomocysteine deaminase,Acc_IB.tsv
KBJAGEOF_00080,CDS,651,ompA_2,,,Outer membrane protein A,Acc_IB.tsv
KBJAGEOF_00081,CDS,756,cobB_1,2.3.1.286,COG0846,NAD-dependent protein deacylase,Acc_IB.tsv
KBJAGEOF_00082,CDS,1719,novN,2.1.3.12,,Decarbamoylnovobiocin carbamoyltransferase,Acc_IB.tsv
KBJAGEOF_00083,CDS,1938,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_00084,CDS,318,ppnP,2.4.2.2,COG3123,Pyrimidine/purine nucleoside phosphorylase,Acc_IB.tsv
KBJAGEOF_00085,CDS,210,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_00086,CDS,1230,argG,6.3.4.5,COG0137,Argininosuccinate synthase,Acc_IB.tsv
KBJAGEOF_00087,CDS,957,argF,2.1.3.3,COG0078,"Ornithine carbamoyltransferase, anabolic",Acc_IB.tsv
KBJAGEOF_00088,CDS,1173,argD,2.6.1.11,COG4992,Acetylornithine aminotransferase,Acc_IB.tsv
KBJAGEOF_00089,CDS,327,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_00090,CDS,288,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_00091,CDS,264,pkn1,2.7.11.1,,Serine/threonine-protein kinase Pkn1,Acc_IB.tsv
KBJAGEOF_00092,CDS,243,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_00093,CDS,918,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_00094,CDS,510,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_00095,CDS,708,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_00096,CDS,735,slmA_1,,,Nucleoid occlusion factor SlmA,Acc_IB.tsv
KBJAGEOF_00097,CDS,837,livH_2,,COG0559,High-affinity branched-chain amino acid transport system permease protein LivH,Acc_IB.tsv
KBJAGEOF_00098,CDS,1320,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_00099,CDS,840,artM_1,,COG1126,Arginine transport ATP-binding protein ArtM,Acc_IB.tsv
KBJAGEOF_00100,CDS,729,livF_2,,COG0410,High-affinity branched-chain amino acid transport ATP-binding protein LivF,Acc_IB.tsv
KBJAGEOF_00101,CDS,915,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_00102,CDS,681,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_00103,CDS,3072,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_00104,CDS,1320,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_00105,CDS,456,rcp1_1,,,Response regulator rcp1,Acc_IB.tsv
KBJAGEOF_00106,CDS,1689,sasA_1,2.7.-.-,,Adaptive-response sensory-kinase SasA,Acc_IB.tsv
KBJAGEOF_00107,CDS,1590,sasA_2,2.7.-.-,,Adaptive-response sensory-kinase SasA,Acc_IB.tsv
KBJAGEOF_00108,CDS,1116,serC,2.6.1.52,COG1932,Phosphoserine aminotransferase,Acc_IB.tsv
KBJAGEOF_00109,CDS,1173,serA,1.1.1.95,COG0111,D-3-phosphoglycerate dehydrogenase,Acc_IB.tsv
KBJAGEOF_00110,CDS,993,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_00111,CDS,2535,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_00112,CDS,747,artI,,COG0834,Putative ABC transporter arginine-binding protein 2,Acc_IB.tsv
KBJAGEOF_00113,CDS,828,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_00114,CDS,1344,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_00115,CDS,2046,ndvB_1,2.4.1.-,COG3459,"Cyclic beta-(1,2)-glucan synthase NdvB",Acc_IB.tsv
KBJAGEOF_00116,CDS,6780,ndvB_2,2.4.1.-,COG3459,"Cyclic beta-(1,2)-glucan synthase NdvB",Acc_IB.tsv
KBJAGEOF_00117,CDS,1194,yhhT,,COG0628,Putative transport protein YhhT,Acc_IB.tsv
KBJAGEOF_00118,CDS,315,osmY,,COG2823,Osmotically-inducible protein Y,Acc_IB.tsv
KBJAGEOF_00119,CDS,645,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_00120,CDS,306,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_00121,tRNA,94,,,,tRNA-Ser(gct),Acc_IB.tsv
KBJAGEOF_00122,CDS,651,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_00123,CDS,336,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_00124,CDS,1122,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_00125,CDS,102,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_00126,CDS,525,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_00127,CDS,411,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_00128,CDS,702,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_00129,CDS,303,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_00130,CDS,744,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_00131,CDS,618,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_00132,CDS,1125,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_00133,CDS,948,ghrA,1.1.1.79,COG0111,Glyoxylate/hydroxypyruvate reductase A,Acc_IB.tsv
KBJAGEOF_00134,CDS,231,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_00135,CDS,597,tag,3.2.2.20,COG2818,DNA-3-methyladenine glycosylase 1,Acc_IB.tsv
KBJAGEOF_00136,CDS,249,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_00137,CDS,2106,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_00138,CDS,1020,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_00139,CDS,309,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_00140,CDS,708,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_00141,CDS,687,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_00142,CDS,357,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_00143,CDS,315,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_00144,CDS,153,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_00145,CDS,867,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_00146,CDS,570,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_00147,CDS,486,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_00148,CDS,588,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_00149,CDS,603,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_00150,CDS,1830,glmS,2.6.1.16,COG0449,Glutamine--fructose-6-phosphate aminotransferase [isomerizing],Acc_IB.tsv
KBJAGEOF_00151,CDS,1359,glmU,,,Bifunctional protein GlmU,Acc_IB.tsv
KBJAGEOF_00152,CDS,1443,gltD,1.4.1.13,COG0493,Glutamate synthase [NADPH] small chain,Acc_IB.tsv
KBJAGEOF_00153,CDS,4680,gltB,1.4.7.1,,Ferredoxin-dependent glutamate synthase 1,Acc_IB.tsv
KBJAGEOF_00154,CDS,1587,pntA,7.1.1.1,COG3288,NAD(P) transhydrogenase subunit alpha,Acc_IB.tsv
KBJAGEOF_00155,CDS,1419,pntB,7.1.1.1,COG1282,NAD(P) transhydrogenase subunit beta,Acc_IB.tsv
KBJAGEOF_00156,CDS,123,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_00157,CDS,462,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_00158,CDS,1122,,,,Deoxyguanosinetriphosphate triphosphohydrolase-like protein,Acc_IB.tsv
KBJAGEOF_00159,CDS,1089,aroB,4.2.3.4,COG0337,3-dehydroquinate synthase,Acc_IB.tsv
KBJAGEOF_00160,CDS,537,aroK,2.7.1.71,COG0703,Shikimate kinase 1,Acc_IB.tsv
KBJAGEOF_00161,CDS,2067,sctC_1,,,Type 3 secretion system secretin,Acc_IB.tsv
KBJAGEOF_00162,CDS,516,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_00163,CDS,681,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_00164,CDS,567,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_00165,CDS,1098,ftsA_1,,,Cell division protein FtsA,Acc_IB.tsv
KBJAGEOF_00166,CDS,2298,mrcA,,COG5009,Penicillin-binding protein 1A,Acc_IB.tsv
KBJAGEOF_00167,CDS,1833,msbA,7.5.2.6,COG1132,Lipid A export ATP-binding/permease protein MsbA,Acc_IB.tsv
KBJAGEOF_00168,CDS,1434,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_00169,CDS,768,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_00170,CDS,825,rfaP,2.7.1.-,,Lipopolysaccharide core heptose(I) kinase RfaP,Acc_IB.tsv
KBJAGEOF_00171,CDS,1122,rfaG,2.4.-.-,,Lipopolysaccharide core biosynthesis protein RfaG,Acc_IB.tsv
KBJAGEOF_00172,CDS,897,lpxL_1,2.3.1.241,COG1560,Lipid A biosynthesis lauroyltransferase,Acc_IB.tsv
KBJAGEOF_00173,CDS,1167,metK,2.5.1.6,,S-adenosylmethionine synthase,Acc_IB.tsv
KBJAGEOF_00174,CDS,1239,,3.1.4.-,COG2206,Cyclic di-GMP phosphodiesterase,Acc_IB.tsv
KBJAGEOF_00175,CDS,1065,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_00176,CDS,726,coaX,2.7.1.33,COG1521,Type III pantothenate kinase,Acc_IB.tsv
KBJAGEOF_00177,CDS,855,birA,6.3.4.15,COG0340,Bifunctional ligase/repressor BirA,Acc_IB.tsv
KBJAGEOF_00178,CDS,1437,glnG,,COG2204,DNA-binding transcriptional regulator NtrC,Acc_IB.tsv
KBJAGEOF_00179,CDS,1074,glnL,2.7.13.3,COG3852,Sensory histidine kinase/phosphatase NtrB,Acc_IB.tsv
KBJAGEOF_00180,CDS,480,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_00181,CDS,1416,,5.4.4.3,COG0174,3-hydroxylaminophenol mutase,Acc_IB.tsv
KBJAGEOF_00182,CDS,450,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_00183,CDS,1098,nadA,2.5.1.72,COG0379,Quinolinate synthase A,Acc_IB.tsv
KBJAGEOF_00184,CDS,387,,,COG1393,putative protein,Acc_IB.tsv
KBJAGEOF_00185,CDS,876,hslO,,COG1281,33 kDa chaperonin,Acc_IB.tsv
KBJAGEOF_00186,CDS,654,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_00187,CDS,1419,,1.-.-.-,COG0277,putative FAD-linked oxidoreductase,Acc_IB.tsv
KBJAGEOF_00188,CDS,987,glk,2.7.1.2,COG0837,Glucokinase,Acc_IB.tsv
KBJAGEOF_00189,CDS,2472,malP_1,2.4.1.1,COG0058,Maltodextrin phosphorylase,Acc_IB.tsv
KBJAGEOF_00190,CDS,2184,glgB_1,2.4.1.18,COG0296,"1,4-alpha-glucan branching enzyme GlgB",Acc_IB.tsv
KBJAGEOF_00191,CDS,2010,glgX_1,3.2.1.-,COG1523,Glycogen operon protein GlgX ,Acc_IB.tsv
KBJAGEOF_00192,CDS,852,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_00193,CDS,981,thiE_2,2.5.1.3,,Thiamine-phosphate synthase,Acc_IB.tsv
KBJAGEOF_00194,CDS,957,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_00195,CDS,1278,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_00196,CDS,1203,amtB_1,,,Ammonia channel,Acc_IB.tsv
KBJAGEOF_00197,CDS,390,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_00198,CDS,3054,cheB_1,3.5.1.44,,Protein-glutamate methylesterase/protein-glutamine glutaminase,Acc_IB.tsv
KBJAGEOF_00199,CDS,2286,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_00200,CDS,1128,pleC,2.7.13.3,,Non-motile and phage-resistance protein,Acc_IB.tsv
KBJAGEOF_00201,CDS,1458,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_00202,CDS,255,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_00203,CDS,1503,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_00204,CDS,1581,tycC,,,Tyrocidine synthase 3,Acc_IB.tsv
KBJAGEOF_00205,CDS,606,btuR,2.5.1.17,COG2109,Corrinoid adenosyltransferase,Acc_IB.tsv
KBJAGEOF_00206,CDS,1329,cbiA,6.3.5.11,COG1797,"Cobyrinate a,c-diamide synthase",Acc_IB.tsv
KBJAGEOF_00207,CDS,657,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_00208,CDS,777,cbiF,2.1.1.271,COG2875,Cobalt-precorrin-4 C(11)-methyltransferase,Acc_IB.tsv
KBJAGEOF_00209,CDS,909,cbiX_2,4.99.1.3,COG2138,Sirohydrochlorin cobaltochelatase,Acc_IB.tsv
KBJAGEOF_00210,CDS,678,cbiC,5.4.99.60,COG2082,Cobalt-precorrin-8 methylmutase,Acc_IB.tsv
KBJAGEOF_00211,CDS,1167,cbiD,2.1.1.195,COG1903,Cobalt-precorrin-5B C(1)-methyltransferase,Acc_IB.tsv
KBJAGEOF_00212,CDS,1290,cbiET,,COG2241,Cobalamin biosynthesis bifunctional protein CbiET,Acc_IB.tsv
KBJAGEOF_00213,CDS,795,cbiL,2.1.1.151,COG2243,Cobalt-precorrin-2 C(20)-methyltransferase,Acc_IB.tsv
KBJAGEOF_00214,CDS,744,cbiG_1,3.7.1.12,COG2073,Cobalt-precorrin-5A hydrolase,Acc_IB.tsv
KBJAGEOF_00215,CDS,453,cbiG_2,3.7.1.12,COG2073,Cobalt-precorrin-5A hydrolase,Acc_IB.tsv
KBJAGEOF_00216,CDS,966,cysG_1,4.99.1.4,,Siroheme synthase,Acc_IB.tsv
KBJAGEOF_00217,CDS,327,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_00218,CDS,225,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_00219,CDS,267,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_00220,CDS,432,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_00221,CDS,174,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_00222,CDS,570,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_00223,CDS,522,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_00224,CDS,282,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_00225,tRNA,87,,,,tRNA-Ser(tga),Acc_IB.tsv
KBJAGEOF_00226,CDS,693,yccA_1,,COG0670,Modulator of FtsH protease YccA,Acc_IB.tsv
KBJAGEOF_00227,CDS,1023,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_00228,CDS,825,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_00229,CDS,531,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_00230,CDS,1170,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_00231,CDS,843,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_00232,CDS,675,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_00233,CDS,429,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_00234,CDS,1173,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_00235,CDS,654,nth,4.2.99.18,COG0177,Endonuclease III,Acc_IB.tsv
KBJAGEOF_00236,CDS,699,rnfE,7.-.-.-,COG4660,Ion-translocating oxidoreductase complex subunit E,Acc_IB.tsv
KBJAGEOF_00237,CDS,744,rsxG,7.-.-.-,,Ion-translocating oxidoreductase complex subunit G,Acc_IB.tsv
KBJAGEOF_00238,CDS,1026,rsxD,7.-.-.-,COG4658,Ion-translocating oxidoreductase complex subunit D,Acc_IB.tsv
KBJAGEOF_00239,CDS,327,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_00240,CDS,1401,atpD1_1,7.1.2.2,,ATP synthase subunit beta 1,Acc_IB.tsv
KBJAGEOF_00241,CDS,864,atpG_1,,COG0224,ATP synthase gamma chain,Acc_IB.tsv
KBJAGEOF_00242,CDS,1539,atpA_1,7.1.2.2,COG0056,ATP synthase subunit alpha,Acc_IB.tsv
KBJAGEOF_00243,CDS,537,atpH,,COG0712,ATP synthase subunit delta,Acc_IB.tsv
KBJAGEOF_00244,CDS,471,atpF_1,,COG0711,ATP synthase subunit b,Acc_IB.tsv
KBJAGEOF_00245,CDS,129,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_00246,CDS,1407,,4.1.1.105,COG0076,Tryptophan decarboxylase,Acc_IB.tsv
KBJAGEOF_00247,CDS,2481,pacL,7.2.2.10,COG0474,Calcium-transporting ATPase,Acc_IB.tsv
KBJAGEOF_00248,CDS,297,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_00249,CDS,447,msrB_1,1.8.4.12,,Peptide methionine sulfoxide reductase MsrB,Acc_IB.tsv
KBJAGEOF_00250,CDS,504,msrA3,1.8.4.11,,Peptide methionine sulfoxide reductase MsrA 3,Acc_IB.tsv
KBJAGEOF_00251,CDS,459,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_00252,CDS,435,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_00253,CDS,1077,dmlA,1.1.1.83,COG0473,D-malate dehydrogenase [decarboxylating],Acc_IB.tsv
KBJAGEOF_00254,CDS,459,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_00255,CDS,915,,,COG0583,putative HTH-type transcriptional regulator,Acc_IB.tsv
KBJAGEOF_00256,CDS,600,argO,,COG1279,Arginine exporter protein ArgO,Acc_IB.tsv
KBJAGEOF_00257,CDS,612,lexA,3.4.21.88,COG1974,LexA repressor,Acc_IB.tsv
KBJAGEOF_00258,CDS,831,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_00259,CDS,741,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_00260,CDS,402,,,,Bacteriohemerythrin,Acc_IB.tsv
KBJAGEOF_00261,CDS,1635,pgi,5.3.1.9,COG0166,Glucose-6-phosphate isomerase,Acc_IB.tsv
KBJAGEOF_00262,CDS,1644,pgm,5.4.2.2,COG0033,Phosphoglucomutase,Acc_IB.tsv
KBJAGEOF_00263,CDS,1269,glgC_1,2.7.7.27,COG0448,Glucose-1-phosphate adenylyltransferase,Acc_IB.tsv
KBJAGEOF_00264,CDS,1443,glgA,2.4.1.21,COG0297,Glycogen synthase,Acc_IB.tsv
KBJAGEOF_00265,CDS,1245,,,,hypothetical protein,Acc_IB.tsv
KBJAGEOF_00266,CDS,1143,selD_1,2.7.9.3,COG0709,"Selenide, water dikinase",Acc_IB.tsv
KBJAGEOF_00267,CDS,207,,,COG2608,putative protein,Acc_IB.tsv
